Style,Brand,Colour,Size,SKU,Price (KES),Online SOH,Last Online Sale,Online Units (4w),Online Units (lifetime)
Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari,Mustard / Cream Print,L/1X,S0625014PR1L/1X,6400.0,1,never,0,0
Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari,Mustard / Cream Print,S/M,S0625014PR1S/M,6400.0,1,never,0,0
Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari,Off White / Navy Print,S/M,S0625014PR2S/M,4450.0,1,never,0,0
Safari Anga Puffy Short Sleeve Tie Top,Safari,Lime Green / Black Ankara Print,M,S0623056PR7M,650.0,1,never,0,0
Safari Anga Puffy Short Sleeve Tie Top,Safari,Navy Blue / Yellow Ankara Print,M,S0623056PR8M,960.0,3,2026-05-01,0,1
Safari Anga Puffy Short Sleeve Tie Top,Safari,Navy Blue / Yellow Ankara Print,S,S0623056PR8S,960.0,3,never,0,0
Safari Anga Wide Shorts,Safari,Black / White Ankara Print,S,S0623073PR4S,1500.0,5,never,0,0
Safari Anga Wide Shorts,Safari,Green / Orange Print,S,S0623073PR6S,1050.0,1,never,0,0
Safari Anga Wide Shorts,Safari,Navy Blue / Orange Ankara Print,S,S0623073PR1S,1050.0,1,2026-02-25,0,1
Safari Basic Shirt Tent Dress,Safari,Coral,S,S0623047CORS,5250.0,1,never,0,0
Safari Basic Shirt Tent Dress,Safari,Taupe,L,S0623047TAUL,5250.0,1,never,0,0
Safari Basic Shirt Tent Dress,Safari,Taupe,M,S0623047TAUM,5250.0,1,2026-02-03,0,1
Safari Basic Shirt Tent Dress,Safari,Taupe,S,S0623047TAUS,5250.0,1,2026-05-20,0,1
Safari Bush 3/4 Sleeve Top,Safari,Hunters,1X,S0424061HGN1X,750.0,1,2026-05-19,0,6
Safari Bush 3/4 Sleeve Top,Safari,Hunters,L,S0424061HGNL,750.0,1,2026-05-10,0,15
Safari Bush Drawstring Shorts,Safari,Black,M,S0424082BLAM,1650.0,1,2025-11-07,0,4
Safari Bush Drop Shoulder Long Sleeve Top,Safari,Hunters Green,M/L,S0424064HGNM/L,2000.0,1,2026-02-22,0,18
Safari Bush Drop Shoulder Long Sleeve Top,Safari,Hunters Green,XS/S,S0424064HGNXS/S,2000.0,1,2025-07-19,0,7
Safari Bush Drop Shoulder Long Sleeve Top,Safari,Mustard,1X/2X,S0424064MUS1X/2X,1750.0,2,2026-03-13,0,2
Safari Bush Drop Shoulder Long Sleeve Top,Safari,Mustard,M/L,S0424064MUSM/L,1750.0,2,2026-03-17,0,4
Safari Bush Men's Long Sleeve T-shirt,Safari,Grey,1X,S0724020GRY1X,650.0,1,2026-05-03,0,3
Safari Bush Men's Long Sleeve T-shirt,Safari,Hunters Green,2X,S0724020HGN2X,1600.0,1,2024-12-27,0,2
Safari Bush Men's Long Sleeve T-shirt,Safari,Hunters Green,3X,S0724020HGN3X,1600.0,2,2024-12-30,0,1
Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari,White / Navy Print,1X,S0925062PR11X,5400.0,1,never,0,0
Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari,White / Navy Print,L,S0925062PR1L,5400.0,1,never,0,0
Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari,White / Navy Print,M,S0925062PR1M,5400.0,1,never,0,0
Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari,White / Navy Print,S,S0925062PR1S,5400.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Khaki Green,1X,S0925061KGRN1X,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Khaki Green,L,S0925061KGRNL,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Khaki Green,M,S0925061KGRNM,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Khaki Green,S,S0925061KGRNS,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Navy Blue,1X,S0925061NBLU1X,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Navy Blue,L,S0925061NBLUL,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Navy Blue,M,S0925061NBLUM,4800.0,1,never,0,0
Safari By Vivo Mens Cotton Pants,Safari,Navy Blue,S,S0925061NBLUS,4800.0,2,never,0,0
Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari,White / Black Print,1X,S0925060PR11X,4400.0,2,never,0,0
Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari,White / Black Print,L,S0925060PR1L,4400.0,4,never,0,0
Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari,White / Black Print,M,S0925060PR1M,4400.0,5,never,0,0
Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari,White / Black Print,S,S0925060PR1S,4400.0,2,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Dark Grey,L,S0925059DGRYL,3400.0,1,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Dark Grey,M,S0925059DGRYM,3400.0,3,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Dark Grey,S,S0925059DGRYS,3400.0,2,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Khaki Tan,1X,S0925059KTAN1X,3400.0,1,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Khaki Tan,L,S0925059KTANL,3400.0,2,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Khaki Tan,M,S0925059KTANM,3400.0,1,never,0,0
Safari By Vivo Mens Cotton Shorts,Safari,Khaki Tan,S,S0925059KTANS,3400.0,1,never,0,0
Safari Chui 3/4 Sleeve A-Line Dress,Safari,Taupe,S,S1024009TAUS,7750.0,1,2026-04-04,0,3
Safari Chui 3/4 Sleeve A-Line Dress,Safari,Taupe,XS,S1024009TAUXS,7750.0,2,never,0,0
Safari Chui 3/4 Sleeve A-Line Dress,Safari,White,XS,S1024009WHIXS,5450.0,1,2025-09-23,0,2
Safari Chui Cropped Jacket,Safari,White Cloud,1X,S1024007WCLO1X,6250.0,2,2025-03-15,0,1
Safari Chui Cropped Jacket,Safari,White Cloud,F,S1024007WCLOS,6250.0,3,2025-05-25,0,4
Safari Chui Cropped Jacket,Safari,White Cloud,L,S1024007WCLOL,6250.0,2,2025-03-28,0,1
Safari Chui Cropped Jacket,Safari,White Cloud,M,S1024007WCLOM,6250.0,1,never,0,0
Safari Chui Cropped Jacket,Safari,White Cloud,XS,S1024007WCLOXS,6250.0,1,never,0,0
Safari Chui Heavy Shirt,Safari,Red,L,S1024013REDL,5950.0,1,2025-12-19,0,6
Safari Chui Heavy Shirt,Safari,Red,M,S1024013REDM,5950.0,1,2026-02-19,0,4
Safari Chui Heavy Shirt,Safari,Red,S,S1024013REDS,5950.0,3,2026-03-28,0,5
Safari Chui Heavy Shirt,Safari,Taupe,1X,S1024013TAU1X,5950.0,1,2026-02-24,0,2
Safari Chui Heavy Shirt,Safari,Taupe,M,S1024013TAUM,5950.0,1,2026-02-19,0,3
Safari Chui Heavy Shirt,Safari,Taupe,S,S1024013TAUS,5950.0,1,2026-03-27,0,2
Safari Chui Heavy Shirt,Safari,Taupe,XS,S1024013TAUXS,5950.0,2,never,0,0
Safari Chui Heavy Shirt,Safari,White,L,S1024013WHIL,5950.0,1,2026-03-13,0,3
Safari Chui Heavy Shirt,Safari,White,M,S1024013WHIM,5950.0,1,2026-04-11,0,5
Safari Chui Heavy Shirt,Safari,White,S,S1024013WHIS,5950.0,2,2026-04-22,0,3
Safari Chui Jodhpur Pants,Safari,White Cloud,S,S1024019WHICS,6250.0,1,2026-05-21,0,5
Safari Chui Jodhpur Pants,Safari,White Cloud,XS,S1024019WHICXS,6250.0,1,never,0,0
Safari Chui Lined Jacket,Safari,White Cloud,1X,S1024005WHIC1X,8950.0,1,never,0,0
Safari Chui Lined Jacket,Safari,White Cloud,L,S1024005WHICL,8950.0,3,never,0,0
Safari Chui Lined Jacket,Safari,White Cloud,M,S1024005WHICM,8950.0,1,2025-03-18,0,1
Safari Chui Lined Jacket,Safari,White Cloud,S,S1024005WHICS,8950.0,3,never,0,0
Safari Chui Lined Jacket,Safari,White Cloud,XS,S1024005WHICXS,8950.0,1,never,0,0
Safari Chui Placket Top,Safari,Chui Print,XS,S1024011PR2XS,5250.0,1,2026-02-19,0,1
Safari Chui Placket Top,Safari,Marara Print,S,S1024011PR1S,3650.0,1,2025-09-12,0,4
Safari Hawi Cargo Pants,Safari,Gold,L,S0623035GOLL,3650.0,2,2024-05-07,0,3
Safari Hawi Cargo Pants,Safari,Light Navy,L,S0623035LINAL,5250.0,3,2026-03-01,0,11
Safari Hawi Cargo Pants,Safari,Light Navy,M,S0623035LINAM,5250.0,1,2026-03-29,0,8
Safari Haya Drop Shoulder Side Tie Top,Safari,Maroon Koi Print,L,S0124007PRT2L,1200.0,1,2024-03-21,0,1
Safari Haya Drop Shoulder Side Tie Top,Safari,Maroon Koi Print,M,S0124007PRT2M,1200.0,1,2024-05-01,0,2
Safari Haya Drop Shoulder Side Tie Top,Safari,Red Koi Print,L,S0124007PRT1L,1400.0,1,2025-11-13,0,2
Safari Haya Drop Shoulder Side Tie Top,Safari,Red Koi Print,M,S0124007PRT1M,1400.0,2,never,0,0
Safari Huru Halter Sleeveless High Low Dress,Safari,Black,S,S0424075BLAS,4050.0,2,never,0,0
Safari Huru Halter Sleeveless High Low Dress,Safari,Rust,S,S0424075RUSS,4050.0,1,2025-09-21,0,2
Safari Huru Halter Sleeveless High Low Dress,Safari,Taupe,M,S0424075TAUM,4050.0,1,2025-11-30,0,1
Safari Kamari Capri Cargo Pants,Safari,Green,1X,S0224195GRE1X,1450.0,1,never,0,0
Safari Kamari Capri Cargo Pants,Safari,Green,4X,S0224195GRE4X,1450.0,1,never,0,0
Safari Kamari Capri Cargo Pants,Safari,Green,M,S0224195GREM,1450.0,1,2026-04-30,0,1
Safari Kamari Capri Cargo Pants,Safari,White,1X,S0224195WHI1X,4750.0,2,never,0,0
Safari Kamari Capri Cargo Pants,Safari,White,3X,S0224195WHI3X,4750.0,1,never,0,0
Safari Kamari Capri Cargo Pants,Safari,White,L,S0224195WHIL,4750.0,2,never,0,0
Safari Kamari Capri Cargo Pants,Safari,White,M,S0224195WHIM,4750.0,3,2024-08-22,0,1
Safari Kamari Capri Cargo Pants,Safari,White,S,S0224195WHIS,4750.0,3,never,0,0
Safari Kamari Drop Shoulder Top,Safari,Hunters Green,1X/2X,S0224189HGN1X/2X,1650.0,1,2024-08-31,0,1
Safari Kamari Drop Shoulder Top,Safari,Navy Blue,1X/2X,S0224189NAB1X/2X,1950.0,1,never,0,0
Safari Kamari Drop Shoulder Top,Safari,Navy Blue,3X/4X,S0224189NAB3X/4X,1950.0,1,never,0,0
Safari Kamari Drop Shoulder Top,Safari,Navy Blue,M/L,S0224189NABM/L,1950.0,3,2025-11-10,0,2
Safari Kamari Drop Shoulder Top,Safari,Navy Blue,XS/S,S0224189NABXS/S,1950.0,3,2025-11-10,0,3
Safari Kamari Drop Shoulder Top,Safari,Tan,1X/2X,S0224189TAN1X/2X,1650.0,2,never,0,0
Safari Kamari Drop Shoulder Top,Safari,Tan,XS/S,S0224189TANXS/S,1650.0,1,2025-09-08,0,3
Safari Kamari Front Slit Midi Skirt,Safari,Black,XS,S0424080BLAXS,3850.0,1,never,0,0
Safari Kamari Front Slit Midi Skirt,Safari,Navy,1X,S0424080NAV1X,5550.0,1,2025-03-04,0,3
Safari Kamari Front Slit Midi Skirt,Safari,Navy,L,S0424080NAVL,5550.0,5,2025-05-17,0,1
Safari Kamari Front Slit Midi Skirt,Safari,Navy,M,S0424080NAVM,5550.0,6,2025-02-22,0,1
Safari Kamari Front Slit Midi Skirt,Safari,Navy,S,S0424080NAVS,5550.0,1,2026-03-02,0,1
Safari Kamari Front Slit Midi Skirt,Safari,White Cloud,1X,S0424080WHC1X,2000.0,1,2026-06-03,0,5
Safari Kamari Front Slit Midi Skirt,Safari,White Cloud,4X,S0424080WHC4X,2000.0,1,never,0,0
Safari Kamari Front Slit Midi Skirt,Safari,White Cloud,L,S0424080WHCL,2000.0,2,2026-05-30,0,2
Safari Kamari Front Slit Midi Skirt,Safari,White Cloud,S,S0424080WHCS,2000.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Baby Blue,2X,S0224190BAB2X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Baby Blue,3X,S0224190BAB3X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Beige,L,S0224190BEIL,650.0,1,2026-01-30,0,2
Safari Kamari Halter Shirt,Safari,Beige,XS,S0224190BEIXS,650.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Light Blue,3X,S0224190LBLU3X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Light Blue,4X,S0224190LBLU4X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Light Blue,L,S0224190LBLUL,1150.0,1,2024-08-19,0,1
Safari Kamari Halter Shirt,Safari,Light Blue,XS,S0224190LBLUXS,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Navy Blue,3X,S0224190NAB3X,1150.0,2,never,0,0
Safari Kamari Halter Shirt,Safari,Navy Blue,4X,S0224190NAB4X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Navy Blue,S,S0224190NABS,1150.0,1,2024-11-30,0,2
Safari Kamari Halter Shirt,Safari,Orange,L,S0224190ORAL,3050.0,1,2025-03-17,0,1
Safari Kamari Halter Shirt,Safari,Orange,M,S0224190ORAM,3050.0,1,2026-05-19,0,1
Safari Kamari Halter Shirt,Safari,Orange,S,S0224190ORAS,3050.0,1,2026-05-19,0,1
Safari Kamari Halter Shirt,Safari,Rust Orange,4X,S0224190RUS4X,1150.0,1,never,0,0
Safari Kamari Halter Shirt,Safari,Rust Orange,L,S0224190RUSL,1150.0,1,2025-02-21,0,1
Safari Kamari Halter Shirt,Safari,Rust Orange,XS,S0224190RUSXS,1150.0,1,2026-02-05,0,1
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Black,1X/2X,S0224181BLA1X/2X,5550.0,1,2025-06-07,0,2
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Black,M/L,S0224181BLAM/L,5550.0,1,2026-04-30,0,4
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Black,XS/S,S0224181BLAXS/S,5550.0,1,2025-05-26,0,2
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Hunters Green,1X/2X,S0224181HGN1X/2X,5550.0,2,2026-04-23,0,2
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Hunters Green,M/L,S0224181HGNM/L,5550.0,1,2025-10-31,0,5
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Hunters Green,XS/S,S0224181HGNXS/S,5550.0,2,2025-04-13,0,1
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Navy Blue,1X/2X,S0224181NAB1X/2X,2250.0,1,2026-01-04,0,1
Safari Kamari Long Sleeve Drawstring Shacket,Safari,Navy Blue,M/L,S0224181NABM/L,2250.0,1,2024-10-17,0,1
Safari Kamari Mini Skirt,Safari,White Cloud,1X,S0224199WHC1X,250.0,1,never,0,0
Safari Kamari Mini Skirt,Safari,White Cloud,3X,S0224199WHC3X,250.0,1,never,0,0
Safari Kamari Mini Skirt,Safari,White Cloud,4X,S0224199WHC4X,250.0,1,never,0,0
Safari Kamari Mini Skirt,Safari,White Cloud,M,S0224199WHCM,250.0,1,2025-10-08,0,4
Safari Kamari Ribbed Top,Safari,Beige,3X,S0424073BEI3X,750.0,1,2026-06-10,0,2
Safari Kamari Ribbed Top,Safari,Beige,L,S0424073BEIL,750.0,1,2026-04-29,0,5
Safari Kamari Ribbed Top,Safari,Beige,XS,S0424073BEIXS,750.0,1,2024-09-14,0,2
Safari Kamari Ribbed Top,Safari,Gold,M/L,S0424073GOLM/L,2500.0,1,2026-03-20,0,7
Safari Kamari Ribbed Top,Safari,Hunters Green,1X,S0424073HGN1X,1100.0,2,never,0,0
Safari Kamari Ribbed Top,Safari,Hunters Green,2X,S0424073HGN2X,1100.0,2,never,0,0
Safari Kamari Ribbed Top,Safari,Hunters Green,4X,S0424073HGN4X,1100.0,1,never,0,0
Safari Kamari Ribbed Top,Safari,Hunters Green,L,S0424073HGNL,1100.0,1,2026-03-23,0,1
Safari Kamari Ribbed Top,Safari,Hunters Green,XS,S0424073HGNXS,1100.0,1,never,0,0
Safari Kaya Sleeveless Tent Shirt Dress,Safari,Black,L,S0224135BLAL,5750.0,1,2025-12-01,0,2
Safari Kaya Sleeveless Tent Shirt Dress,Safari,Black,M,S0224135BLAM,5750.0,1,2026-04-13,0,3
Safari Kaya Sleeveless Tent Shirt Dress,Safari,Blue,M,S0224135BLUM,2850.0,1,2025-11-18,0,5
Safari Kaya Sleeveless Tent Shirt Dress,Safari,Taupe,L,S0224135TAUL,4050.0,1,never,0,0
Safari Kikoy Joggers,Safari,Black,M,S0923114BLAM,1920.0,1,2026-02-19,0,2
Safari Kikoy Long Sleeve Shacket,Safari,Green,XS,S0923075GREEXS,1850.0,1,never,0,0
Safari Kikoy Off Shoulder Crop Top,Safari,Blue / Red Print,S,S0923074PR6S,650.0,1,never,0,0
Safari Kikoy Off Shoulder Crop Top,Safari,Light Blue Print,S,S0923074PR5S,450.0,3,2025-04-29,0,1
Safari Kikoy Tunic High Low Top,Safari,Maroon,F,S1023066MARF,1300.0,1,never,0,0
Safari Kikoy Wrap Dress,Safari,Parrot,4X,S0923093PAR4X,4850.0,1,never,0,0
Safari Kikoy Wrap Dress,Safari,Red,1X,S0923093RED1X,4850.0,1,never,0,0
Safari Kikoy Wrap Dress,Safari,Red,L,S0923093REDL,4850.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,1X,S0824055GNB1X,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,2X,S0824055GNB2X,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,3X,S0824055GNB3X,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,4X,S0824055GNB4X,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,L,S0824055GNBL,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,M,S0824055GNBM,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,S,S0824055GNBS,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Grey/ Neba Print,XS,S0824055GNBXS,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Teal/ Tafo Print,1X,S0824055TTF1X,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Teal/ Tafo Print,L,S0824055TTFL,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Teal/ Tafo Print,M,S0824055TTFM,4550.0,1,never,0,0
Safari Kitenge Men's Sweat Pants,Safari,Teal/ Tafo Print,S,S0824055TTFS,4550.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,1X,S0824054GNB1X,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,2X,S0824054GNB2X,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,4X,S0824054GNB4X,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,L,S0824054GNBL,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,M,S0824054GNBM,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Grey/ Neba Print,XS,S0824054GNBXS,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Teal/ Tafo Print,2X,S0824054TTF2X,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Teal/ Tafo Print,4X,S0824054TTF4X,4250.0,1,never,0,0
Safari Kitenge Men's Sweatshirt,Safari,Teal/ Tafo Print,S,S0824054TTFS,4250.0,1,never,0,0
Safari Lira Drop Shoulder Dress,Safari,Orange,1X,S1123112ORA1X,3650.0,1,never,0,0
Safari Lira Front Panelled Shirt Dress,Safari,Black / Pink,1X,S1123111BLA/PIN1X,2320.0,3,never,0,0
Safari Lira Front Panelled Shirt Dress,Safari,Pink / Black,1X,S1123111PIN/BLA1X,2320.0,1,2026-04-30,0,2
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Baby Blue,1X,S0123088BBLU1X,4250.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Baby Blue,M,S0123088BBLUM,4250.0,3,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Hunters Green,2X,S0123088HGN2X,2950.0,2,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Hunters Green,4X,S0123088HGN4X,2950.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Navy Blue,L,S0123088NABL,4250.0,2,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Navy Blue,M,S0123088NABM,4250.0,1,2024-11-04,0,2
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Orange,1X,S0123088ORA1X,2950.0,1,2026-02-03,0,1
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Pink,2X,S0123088PIN2X,1100.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Pink,4X,S0123088PIN4X,1100.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Pink,XS,S0123088PINXS,1100.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Taupe,2X,S0123088TAU2X,2950.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,White,1X,S0123088WHI1X,3000.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,White,2X,S0123088WHI2X,3000.0,1,never,0,0
Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,White,L,S0123088WHIL,3000.0,3,never,0,0
Safari Mali Bishop Sleeve Shirt Dress,Safari,Black,1X,S0223180BLA1X,4950.0,1,2025-05-07,0,1
Safari Mali Bishop Sleeve Shirt Dress,Safari,Black,3X,S0223180BLA3X,4950.0,1,never,0,0
Safari Mali Bishop Sleeve Shirt Dress,Safari,Black,L,S0223180BLAL,4950.0,1,2025-05-05,0,1
Safari Mali Bishop Sleeve Shirt Dress,Safari,Black,M,S0223180BLAM,4950.0,1,2025-01-02,0,1
Safari Mali Bishop Sleeve Shirt Dress,Safari,Black,S,S0223180BLAS,4950.0,1,never,0,0
Safari Mali Bishop Sleeve Shirt Dress,Safari,Khaki,3X,S0223180KHA3X,3500.0,1,never,0,0
Safari Mali Bishop Sleeve Shirt Dress,Safari,Khaki,L,S0223180KHAL,3500.0,1,2025-05-07,0,1
Safari Mali Bishop Sleeve Shirt Dress,Safari,Khaki,M,S0223180KHAM,3500.0,1,never,0,0
Safari Mali Bishop Sleeve Shirt Dress,Safari,Khaki,S,S0223180KHAS,3500.0,1,2025-07-17,0,2
Safari Mali Bishop Sleeve Tent Dress,Safari,Black,L,S0223179BLAL,3600.0,1,2024-08-08,0,2
Safari Mali Bishop Sleeve Tent Dress,Safari,Black,M,S0223179BLAM,3600.0,1,2024-09-30,0,3
Safari Mali Bishop Sleeve Tent Dress,Safari,Teal,1X,S0223179TEA1X,5950.0,1,never,0,0
Safari Mali Bishop Sleeve Tent Dress,Safari,Teal,M,S0223179TEAM,5950.0,1,never,0,0
Safari Mali Off,Safari,Shoulder Ruffle Knee Length Dress - Dark Pink,1X,S0223175DPIN1X,1450.0,1,never,0,0
Safari Mali Off Shoulder Ruffle Top,Safari,Blue,1X,S0223174BLUXL,1050.0,1,never,0,0
Safari Mali Off Shoulder Ruffle Top,Safari,Blue,L,S0223174BLUL,1050.0,1,2026-02-26,0,1
Safari Mansi Bishop Sleeve Shacket,Safari,Black,2X,S0924002BLA1X2X,2050.0,1,2025-06-04,0,1
Safari Mansi Bishop Sleeve Shacket,Safari,Black,L,S0924002BLAML,2050.0,1,2025-12-22,0,2
Safari Mansi Bishop Sleeve Shacket,Safari,Black,S,S0924002BLAXSS,2050.0,1,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Mustard,M/L,S0924002MUSM/L,2050.0,1,2025-04-23,0,1
Safari Mansi Bishop Sleeve Shacket,Safari,Mustard,XS/S,S0924002MUSXS/S,2050.0,1,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Navy,1X/2X,S0924002NAV1X/2X,4850.0,1,2025-06-29,0,3
Safari Mansi Bishop Sleeve Shacket,Safari,Navy,XS/S,S0924002NAVXS/S,4850.0,1,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Orange,2X,S0924002ORA1X2X,6950.0,1,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Orange,L,S0924002ORAML,6950.0,6,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Orange,S,S0924002ORAXSS,6950.0,2,never,0,0
Safari Mansi Bishop Sleeve Shacket,Safari,Rust,1X/2X,S0924002RUS1X/2X,4850.0,1,2025-11-02,0,2
Safari Mansi Bishop Sleeve Shacket,Safari,Rust,XS/S,S0924002RUSXS/S,4850.0,1,2025-03-11,0,1
Safari Mansi Bishop Sleeve Shacket,Safari,Taupe,2X,S0924002TAUP1X2X,2050.0,1,2025-08-26,0,1
Safari Mansi Bishop Sleeve Shacket,Safari,Taupe,L,S0924002TAUPML,2050.0,1,2025-09-25,0,1
Safari Mansi Dolman Top,Safari,Navy,1X,S0924003NAV1X,1150.0,2,2025-11-16,0,1
Safari Mansi Dolman Top,Safari,Navy,M,S0924003NAVM,1150.0,1,2026-05-09,0,3
Safari Mansi Dolman Top,Safari,Taupe,M,S0924003TAUM,2750.0,1,2026-04-29,0,3
Safari Mansi Dolman Top,Safari,White,3X,S0924003WHI3X,2750.0,1,never,0,0
Safari Mansi Dolman Top,Safari,White,4X,S0924003WHI4X,2750.0,1,never,0,0
Safari Mansi Mens Shorts,Safari,Black Stripes,1X,S0924026PR11X,950.0,1,never,0,0
Safari Mansi Mens Shorts,Safari,Black Stripes,L,S0924026PR1L,950.0,1,never,0,0
Safari Mansi Mens Shorts,Safari,Black Stripes,M,S0924026PR1M,950.0,1,never,0,0
Safari Mansi Mens Shorts,Safari,Black Stripes,S,S0924026PR1S,950.0,1,2025-06-26,0,1
Safari Mansi Mens Shorts,Safari,Green Stripes,1X,S0924026PR21X,3300.0,2,never,0,0
Safari Mansi Mens Shorts,Safari,Green Stripes,L,S0924026PR2L,3300.0,2,2026-01-05,0,1
Safari Mansi Mens Shorts,Safari,Green Stripes,M,S0924026PR2M,3300.0,2,never,0,0
Safari Mansi Mens Shorts,Safari,Green Stripes,S,S0924026PR2S,3300.0,2,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,1X,S0924024PR11X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,2X,S0924024PR12X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,3X,S0924024PR13X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,4X,S0924024PR14X,1250.0,1,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,L,S0924024PR1L,1250.0,2,never,0,0
Safari Mansi Mens Summer Shirt,Safari,Black Stripes,M,S0924024PR1M,1250.0,2,never,0,0
