Style,Brand,Colour,Size,SKU,Price (KES),Online SOH,Last Online Sale,Online Units (4w),Online Units (lifetime)
Vivo X This Is Essential Sleeveless High Neck Bodysuit,Vivo,Rust,S,V0823154RUSS,2250.0,1,never,0,0
Vivo X This Is Essential Sleeveless High Neck Bodysuit,Vivo,Taupe,XXS,V0823154TAUXXS,2250.0,1,never,0,0
Vivo X This Is Essential Sleeveless High Neck Bodysuit,Vivo,White,XXS,V0823154WHIXXS,2250.0,1,never,0,0
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Black,XXS,V0823158BLAXXS,1950.0,1,never,0,0
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Chocolate,2X,V0823158CHOC2X,1950.0,3,2026-04-23,0,4
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Chocolate,XXS,V0823158CHOCXXS,1950.0,2,2026-03-19,0,2
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Grey,1X,V0823158GREY1X,1950.0,1,2025-03-08,0,1
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Grey,2X,V0823158GREY2X,1950.0,3,2024-10-28,0,1
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Grey,XXS,V0823158GREYXXS,1950.0,2,2026-02-12,0,1
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Red,XXS,V0823158REDXXS,1950.0,3,2025-12-13,0,1
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Taupe,2X,V0823158TAU2X,1950.0,2,2026-01-26,0,2
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Taupe,XS,V0823158TAUXS,1950.0,2,never,0,0
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit,Vivo,Taupe,XXS,V0823158TAUXXS,1950.0,1,never,0,0
Vivo X This Is Essential Strappy Bodysuit,Vivo,White,2X,V0823155WHI2X,2250.0,3,2026-01-26,0,1
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,Grey,L,V1223037GREYL,3750.0,1,2026-03-25,0,3
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,Grey,XXS,V1223037GREYXXS,3750.0,1,2025-12-17,0,3
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,Red,1X,V1223037RED1X,3800.0,1,2025-04-10,0,2
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,Red,2X,V1223037RED2X,3800.0,1,2026-05-13,0,3
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,Red,XXS,V1223037REDXXS,3800.0,1,2025-05-13,0,1
Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,Vivo,White,M,V1223037WHIM,3750.0,1,2024-08-28,0,9
Vivo Yene High Slit Tunic Top,Vivo,Light Teal,S,V0125004LIGTS,1450.0,1,2026-04-18,0,1
Vivo Yene High Slit Tunic Top,Vivo,Navy Blue,1X,V0125004NAB1X,1450.0,1,never,0,0
Vivo Yene High Slit Tunic Top,Vivo,Plum,S,V0125004PLUS,2650.0,1,never,0,0
Vivo Yene Jumpsuit,Vivo,White / Burgundy Shibori Print,1X,V0125032PR21X,3850.0,1,never,0,0
Vivo Yene Layered Top,Vivo,Dark Teal,M,V0125006DATM,2250.0,1,never,0,0
Vivo Yene Layered Top,Vivo,Mint Green,L,V0125006MINL,1050.0,1,never,0,0
Vivo Yene Layered Top,Vivo,Mint Green,M,V0125006MINM,1050.0,1,2026-02-20,0,3
Vivo Yene Layered Top,Vivo,Mint Green,S,V0125006MINS,1050.0,1,2026-01-21,0,1
Vivo Yene Layered Top,Vivo,Off White,L,V0125006OFWL,2250.0,1,never,0,0
Vivo Yene Layered Top,Vivo,Off White,M,V0125006OFWM,2250.0,1,never,0,0
Vivo Yene One Shoulder Maxi Dress,Vivo,White / Teal Shibori Print,L,V0125001PR1L,2350.0,1,2026-01-26,0,1
Vivo Yene One Shoulder Maxi Dress,Vivo,White / Teal Shibori Print,S,V0125001PR1S,2350.0,2,never,0,0
Vivo Yoga Wrap,Vivo,Buttermilk - Buttermilk / 0719828 / S/M,S/M,0719828BUTS/M,0.0,1,2026-03-10,0,3
Vivo Yumi Long Sleeve Shirt Dress,Vivo,Black / Taupe Print,L,V1223017PR1L,950.0,1,2026-01-27,0,2
Vivo Yumi Long Sleeve Tent Shirt Dress,Vivo,Black,M,V1223016BLAM,3150.0,1,2025-11-23,0,8
Vivo Zahari Straight Leg Pants,Vivo,Black,L,V0524171BLAL,1150.0,1,2024-07-22,0,4
Vivo Zahari Straight Leg Pants,Vivo,Navy,4X,V0524171NAV4X,1600.0,2,2026-04-18,0,3
Vivo Zahari Straight Leg Pants,Vivo,Off White,XS,V0524171OFWXS,1150.0,1,2025-01-15,0,1
Vivo Zaria Long Sleeve Coat,Vivo,Mvua,XS,V0923023PR1XS,3150.0,1,never,0,0
Vivo Zawadi Inverted Pleat Dress,Vivo,Black,S,V1120005BLAS,2950.0,2,2026-02-11,0,3
Vivo Zawadi Inverted Pleat Dress,Vivo,Mint Green Print - Mint Green Print / 1120005 / S,S,1120005PR15S,0.0,1,never,0,0
Vivo Zawadi Inverted Pleat Dress,Vivo,Navy,S,V1120005NAVS,2950.0,1,2026-03-04,0,5
Vivo Zawadi Inverted Pleat Dress,Vivo,White,M,V1120005WHIM,2950.0,1,2026-04-26,0,6
Vivo Zawadi Keyhole Dress,Vivo,Orange,1X,V0720027ORA1X,4950.0,1,2025-03-27,0,3
Vivo Zawadi Keyhole Dress,Vivo,Orange,L,V0720027ORAL,4950.0,1,2025-01-09,0,6
Vivo Zawadi Keyhole Dress,Vivo,Orange,S,V0720027ORAS,4950.0,1,2025-03-21,0,5
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress,Vivo,Buttermilk,M,V0422149BUTM,3450.0,1,2026-05-18,0,3
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress,Vivo,Light Navy Blue,M,V0422149LNABM,4950.0,1,never,0,0
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress,Vivo,Light Navy Blue,S,V0422149LNABS,4950.0,1,never,0,0
Zoya Aridi Cropped Jacket,Zoya,Black / White,1X/2X,Z1024021PR31X/2X,2250.0,1,never,0,0
Zoya Aridi Cropped Jacket,Zoya,Black / White,3X/4X,Z1024021PR33X/4X,2250.0,3,never,0,0
Zoya Aridi Cropped Jacket,Zoya,Blue Flannel / Navy,1X/2X,Z0924065BLNA1X/2X,1600.0,2,never,0,0
Zoya Aridi Cropped Jacket,Zoya,Blue Flannel / Navy,XS/S,Z0924065BLNAXS/S,1600.0,4,never,0,0
Zoya Aridi Leggings,Zoya,Navy,1X,Z1024023NAV1X,500.0,3,2026-05-16,0,5
Zoya Aridi Leggings,Zoya,Navy,3X,Z1024023NAV3X,500.0,1,2025-11-19,0,2
Zoya Aridi Leggings,Zoya,Navy,4X,Z1024023NAV4X,500.0,1,2026-02-06,0,2
Zoya Aridi Leggings,Zoya,Navy,XS,Z1024023NAVXS,500.0,2,never,0,0
Zoya Banda Bandeau Asymmetrical Crop Top,Zoya,White,1X,Z0724051WHI1X,350.0,1,2024-12-20,0,1
Zoya Banda Bandeau Asymmetrical Crop Top,Zoya,White,2X,Z0724051WHI2X,350.0,1,never,0,0
Zoya Banda Bandeau Asymmetrical Crop Top,Zoya,White,3X,Z0724051WHI3X,350.0,2,never,0,0
Zoya Banda Bandeau Asymmetrical Crop Top,Zoya,White,4X,Z0724051WHI4X,350.0,2,2024-10-01,0,1
Zoya Banda Bandeau Asymmetrical Crop Top,Zoya,White,M,Z0724051WHIM,350.0,2,2024-12-16,0,4
Zoya Banda Crop Hoodie,Zoya,Burgundy,S,Z0724053BURS,550.0,1,2026-04-17,0,1
Zoya Banda Drop Shoulder Unisex Wide Jacket,Zoya,Pink,M/L,Z0724060PINM/L,750.0,4,2026-05-22,0,3
Zoya Banda Halter Neck Assymetrical Crop Top,Zoya,Black,1X,Z0724050BLA1X,1100.0,4,never,0,0
Zoya Banda Halter Neck Assymetrical Crop Top,Zoya,Black,3X,Z0724050BLA3X,1100.0,4,never,0,0
Zoya Banda Halter Neck Assymetrical Crop Top,Zoya,Black,4X,Z0724050BLA4X,1100.0,2,never,0,0
Zoya Banda Halter Neck Assymetrical Crop Top,Zoya,White,4X,Z0724050WHI4X,450.0,2,2026-04-24,0,1
Zoya Banda High Slit Maxi Skirt,Zoya,Blue,S,Z0724058BLUS,650.0,1,2026-05-15,0,4
Zoya Banda Men's Cargo Pants,Zoya,Blue,1X,Z0724071BLU1X,1150.0,2,2026-05-26,0,1
Zoya Banda Men's Cargo Pants,Zoya,Blue,L,Z0724071BLUL,1150.0,3,2026-05-22,0,1
Zoya Banda Men's Cargo Pants,Zoya,Blue,M,Z0724071BLUM,1150.0,5,2026-04-27,0,1
Zoya Banda Men's Cargo Pants,Zoya,Blue,S,Z0724071BLUS,1150.0,1,2026-04-30,0,1
Zoya Banda Men's Cargo Pants,Zoya,White,L,Z0724071WHIL,2800.0,3,never,0,0
Zoya Banda Men's Cargo Pants,Zoya,White,M,Z0724071WHIM,2800.0,1,never,0,0
Zoya Banda Men's Wide Pants,Zoya,Blue,1X,Z0724070BLU1X,1250.0,4,2026-05-26,0,1
Zoya Banda Men's Wide Pants,Zoya,Pink,1X,Z0724070PIN1X,1250.0,2,never,0,0
Zoya Banda Strappy Playsuit,Zoya,Grey,XS,Z0724054GRYXS,450.0,1,2026-04-18,0,1
Zoya Banda Unisex Jorts,Zoya,Blue,M,Z0724069BLUM,550.0,3,never,0,0
Zoya Banda Unisex Jorts,Zoya,Blue,XS,Z0724069BLUXS,550.0,1,never,0,0
Zoya Banda Unisex Letterman Jacket,Zoya,Green / Blue Print + Blue,M/L,Z0724061PR2M/L,1850.0,2,never,0,0
Zoya Banda Unisex Shacket,Zoya,Pink,M/L,Z0724062PINM/L,2500.0,1,never,0,0
Zoya Banda Unisex Shacket,Zoya,Pink,XS/S,Z0724062PINXS/S,2500.0,3,never,0,0
Zoya Banda Waist Length Zipped Jacket,Zoya,Blue,1X/2X,Z0724059BLU1X/2X,750.0,1,never,0,0
Zoya Banda Waist Length Zipped Jacket,Zoya,Blue,XS/S,Z0724059BLUXS/S,750.0,1,never,0,0
Zoya Banda Waist Length Zipped Jacket,Zoya,White,1X/2X,Z0724059WHI1X/2X,450.0,1,2026-05-20,0,5
Zoya Banda Waist Length Zipped Jacket,Zoya,White,M/L,Z0724059WHIM/L,450.0,1,2026-04-16,0,2
Zoya Basic Bodycon,Zoya,White - White / 0220118 / 3X,3X,0220118WHI3X,0.0,1,never,0,0
Zoya Basic Bodycon,Zoya,White - White / 0220118 / 4X,4X,0220118WHI4X,0.0,2,never,0,0
Zoya Basic Bodycon,Zoya,White - White / 0220118 / Xs,XS,0220118WHIXS,0.0,2,never,0,0
Zoya Basic Capri Leggings,Zoya,Navy Blue - Navy Blue / 0719149 / S,S,0719149NABS,0.0,1,never,0,0
Zoya Basic Full Length Leggings,Zoya,Burgundy - Burgundy / 0819062 / S,S,0819062BURS,0.0,2,2021-09-10,0,1
Zoya Basic Full Length Leggings,Zoya,Burgundy - Burgundy / 0819062 / Xs,XS,0819062BURXS,0.0,3,never,0,0
Zoya Basic Full Length Leggings,Zoya,Dark Green - Dark Green / 0819062 / S,S,0819062DGNS,0.0,3,never,0,0
Zoya Basic Full Length Leggings,Zoya,Mustard - Mustard / 0819062 / M,M,0819062MUSM,0.0,1,2021-05-03,0,3
Zoya Basic Full Length Leggings,Zoya,Navy Blue - Navy Blue / 0819062 / M,M,0819062NABM,0.0,21,2021-12-22,0,3
Zoya Basic Full Length Leggings,Zoya,Navy Blue - Navy Blue / 0819062 / S,S,0819062NABS,0.0,70,2021-09-10,0,2
Zoya Basic Full Length Leggings,Zoya,Navy Blue - Navy Blue / 0819062 / Xs,XS,0819062NABXS,0.0,6,never,0,0
Zoya Basic Full Length Leggings,Zoya,Teal - Teal / 0819062 / S,S,0819062TEAS,0.0,7,never,0,0
Zoya Basic Full Length Leggings,Zoya,Teal - Teal / 0819062 / Xs,XS,0819062TEAXS,0.0,2,never,0,0
Zoya Basic Halter Tie Top,Zoya,Black,M,Z0724101BLAM,350.0,2,never,0,0
Zoya Basic Halter Tie Top,Zoya,Black,XS,Z0724101BLAXS,350.0,1,2026-04-22,0,1
Zoya Basic Halter Tie Top,Zoya,Chocolate,F,Z0724101CHOS,1250.0,2,never,0,0
Zoya Basic Halter Tie Top,Zoya,Chocolate,M,Z0724101CHOM,1250.0,4,never,0,0
Zoya Basic Halter Tie Top,Zoya,White,XS,Z0724101WHIXS,250.0,3,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Burgundy - Burgundy / 1019075 / S,S,1019075BURS,0.0,8,2021-12-13,0,3
Zoya Basic Jersey Bandeau,Zoya,Burnt Orange,XS,Z1019075BUOXS,400.0,12,2026-04-29,0,2
Zoya Basic Jersey Bandeau,Zoya,Chocolate Brown,1X,Z1019075CHO1X,700.0,1,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Chocolate Brown,F,Z1019075CHOS,700.0,2,2026-05-23,0,1
Zoya Basic Jersey Bandeau,Zoya,Chocolate Brown,L,Z1019075CHOL,700.0,10,2026-05-18,0,1
Zoya Basic Jersey Bandeau,Zoya,Chocolate Brown,M,Z1019075CHOM,700.0,1,2026-05-18,0,3
Zoya Basic Jersey Bandeau,Zoya,Dark Green - Dark Green / 1019075 / Xl,1X,1019075DGNXL,0.0,1,2021-02-10,0,1
Zoya Basic Jersey Bandeau,Zoya,Dark Olive,M,Z1019075DOLIM,700.0,1,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Deep Teal,M,Z1019075DTEAM,750.0,4,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Deep Teal,S,Z1019075DTEAS,750.0,16,2026-05-22,0,1
Zoya Basic Jersey Bandeau,Zoya,Fuschia,L,Z1019075FUSL,700.0,4,2026-05-31,0,1
Zoya Basic Jersey Bandeau,Zoya,Hunters Green,S,Z1019075HGNS,750.0,2,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Light Blue - Light Blue / 1019075 / M,M,1019075LIBM,0.0,1,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Lime Green - Lime Green / 1019075 / M,M,1019075LGNM,0.0,1,2021-12-21,0,1
Zoya Basic Jersey Bandeau,Zoya,Mulberry,1X,Z1019075MUL1X,700.0,2,2026-05-31,0,1
Zoya Basic Jersey Bandeau,Zoya,Mulberry,L,Z1019075MULL,700.0,17,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Mulberry,S,Z1019075MULS,700.0,2,2026-05-22,0,2
Zoya Basic Jersey Bandeau,Zoya,Mustard - Mustard / 1019075 / L,L,1019075MUSL,0.0,4,2021-12-18,0,2
Zoya Basic Jersey Bandeau,Zoya,Mustard - Mustard / 1019075 / Xl,1X,1019075MUSXL,0.0,36,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Orange,1X,Z1019075ORAXL,700.0,4,2026-05-07,0,1
Zoya Basic Jersey Bandeau,Zoya,Orange,L,Z1019075ORAL,700.0,13,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Orange,M,Z1019075ORAM,700.0,2,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Orange,S,Z1019075ORAS,700.0,27,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Red,1X,Z1019075REDXL,750.0,2,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Red,L,Z1019075REDL,750.0,2,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Red,M,Z1019075REDM,750.0,1,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Rust,1X,Z1019075RUS1X,700.0,4,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Rust,L,Z1019075RUSL,700.0,20,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Rust,M,Z1019075RUSM,700.0,5,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Rust,S,Z1019075RUSS,700.0,8,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Saffron,S,Z1019075SAFS,600.0,1,2026-05-22,0,8
Zoya Basic Jersey Bandeau,Zoya,Saffron - Yellow / 1019075 / S,S,1019075SAFS,0.0,1,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Sea Green,1X,Z1019075SEA1X,750.0,2,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Sea Green,L,Z1019075SEAL,750.0,4,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Sea Green,M,Z1019075SEAM,750.0,9,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Sea Green,S,Z1019075SEAS,750.0,3,2026-05-22,0,1
Zoya Basic Jersey Bandeau,Zoya,Teal,M,Z1019075TEAM,600.0,11,2026-05-18,0,3
Zoya Basic Jersey Bandeau,Zoya,Teal,S,Z1019075TEAS,600.0,13,2026-05-22,0,1
Zoya Basic Jersey Bandeau,Zoya,Teal,XS,Z1019075TEAXS,600.0,7,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Yellow - Yellow / 1019075 / L,L,1019075YELL,0.0,15,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Yellow - Yellow / 1019075 / M,M,1019075YELM,0.0,11,2021-12-21,0,8
Zoya Basic Jersey Bandeau,Zoya,Yellow - Yellow / 1019075 / S,S,1019075YELS,0.0,22,never,0,0
Zoya Basic Jersey Bandeau,Zoya,Yellow - Yellow / 1019075 / Xl,1X,1019075YELXL,0.0,4,never,0,0
Zoya Basic Long Sleeve Bodycon,Zoya,Taupe,1X,Z0722035TAUXL,1800.0,1,2026-05-04,0,2
Zoya Basic Long Sleeve Top,Zoya,Navy Blue,L,Z0922062NABL,1600.0,1,never,0,0
Zoya Basic Raglan Sleeve Midriff Top,Zoya,Navy,2X,Z1024062NAV2X,800.0,1,never,0,0
Zoya Basic Raglan Sleeve Midriff Top,Zoya,Navy,S,Z1024062NAVS,800.0,2,never,0,0
Zoya Basic Raglan Sleeve Midriff Top,Zoya,Navy,XS,Z1024062NAVXS,800.0,2,never,0,0
Zoya Basic Short Sleeve Crop Top,Zoya,Hunters,L,Z0724022HUNL,1550.0,1,never,0,0
Zoya Basic Tank Top,Zoya,Bright Green,3X,Z0819065BGRN3X,350.0,2,2026-04-26,0,2
Zoya Basic Tank Top,Zoya,Bright Green,4X,Z0819065BGRN4X,350.0,2,never,0,0
Zoya Basic Tank Top,Zoya,Dark Green - Dark Green / 0819065 / 4X,4X,0819065DGN4X,0.0,2,never,0,0
Zoya Basic Tank Top,Zoya,Hunters Green - Hunters Green / 0819065 / Xl,1X,0819065HGRNXL,0.0,1,never,0,0
Zoya Basic Tank Top,Zoya,Mustard - Mustard / 0819065 / 4X,4X,0819065MUS4X,0.0,2,2026-01-31,0,1
Zoya Basic Tank Top,Zoya,Orange - Orange / 0819065 / 2X,2X,0819065ORA2X,0.0,1,never,0,0
Zoya Basic Tank Top,Zoya,Orange - Orange / 0819065 / 3X,3X,0819065ORA3X,0.0,1,never,0,0
Zoya Basic Tank Top,Zoya,Orange - Orange / 0819065 / Xl,1X,0819065ORAXL,0.0,1,never,0,0
Zoya Basic Tank Top,Zoya,Tan,3X,Z0819065TAN3X,900.0,1,2026-06-10,0,1
Zoya Basic Tank Top,Zoya,Tan,4X,Z0819065TAN4X,900.0,2,never,0,0
Zoya Basic Tank Top,Zoya,White - White / 819065 / L,L,0819065WHIL,0.0,1,2021-12-31,0,6
Zoya Basic Tank Top,Zoya,Yellow - Yellow / 0819065 / 4X,4X,0819065YEL4X,0.0,4,2026-01-31,0,1
Zoya Basic V-Neck Short Sleeved Midriff Top,Zoya,Taupe,4X,Z0724028TAU4X,900.0,1,never,0,0
Zoya Basic Val Tank Top,Zoya,Navy Blue - Navy Blue / 1219015 / 3X,3X,1219015NAB3X,0.0,1,never,0,0
Zoya Basic Val Tank Top,Zoya,Navy Blue - Navy Blue / 1219015 / 4X,4X,1219015NAB4X,0.0,2,never,0,0
Zoya Brave Corduroy Booty Shorts,Zoya,Navy Blue - Navy Blue / 0422105 / S,S,0422105NABS,0.0,1,never,0,0
Zoya Brave Satin Joggers(Regular),Zoya,Burgundy Abstract Print - Burgundy Abstract Print / 0422098 / S-T,,0422098PR2S-T,0.0,1,never,0,0
Zoya Essentials Basic Mini Bodycon,Zoya,Pink Tie Dye - Pink Tie Dye / 1221057 / Xxxl,3X,1221057PR2XXXL,0.0,1,2026-02-02,0,2
Zoya Essentials Mini Bodycon,Zoya,Black / Purple Geometric Print,S,Z0821148PR2S,2750.0,1,never,0,0
Zoya Essentials Mini Bodycon,Zoya,Pink / Navy Print,L,Z0821148PR6L,550.0,1,never,0,0
Zoya Essentials Mini Bodycon,Zoya,Pink / Navy Print,M,Z0821148PR6M,550.0,2,never,0,0
Zoya Essentials Mini Bodycon,Zoya,Teal / Brown Print,M,Z0821148PR8M,2750.0,3,never,0,0
Zoya Essentials Mini Bodycon,Zoya,Teal / Brown Print,S,Z0821148PR8S,2750.0,2,never,0,0
Zoya Essentials Mini Bodycon,Zoya,Teal / Brown Print,XS,Z0821148PR8XS,2750.0,3,never,0,0
Zoya Kyro Pleated Mini Skirt,Zoya,Grey,XS,Z1124124GREXS,450.0,1,2026-04-29,0,1
Zoya Kyro Strappy Vest,Zoya,Grey,S,Z1124120GRES,950.0,1,2026-04-29,0,1
Zoya Luna Cargo Pants,Zoya,Black,4X,Z0124043BLA4X,750.0,1,2026-06-10,0,3
Zoya Luna Cargo Pants,Zoya,Dark Green,XS,Z0124043DGRNXS,1050.0,2,2026-04-25,0,1
Zoya Luna Cargo Pants,Zoya,Mustard,M,Z0124043MUSM,1050.0,1,2026-05-10,0,6
Zoya Luna Cargo Pants,Zoya,Mustard,XS,Z0124043MUSXS,1050.0,1,never,0,0
Zoya Luna Cargo Pants,Zoya,Navy Blue,4X,Z0124043NAB4X,750.0,2,never,0,0
Zoya Luna Drape Tie Top,Zoya,Dark Blue,M/L,Z0124039DBLUM/L,1050.0,9,never,0,0
Zoya Luna Drape Tie Top,Zoya,Pink,M/L,Z0124039PINM/L,950.0,6,never,0,0
Zoya Luna Drawstring Maxi Dress,Zoya,Black,2X,Z0124042BLA2X,550.0,1,never,0,0
Zoya Luna Drawstring Maxi Dress,Zoya,Black,3X,Z0124042BLA3X,550.0,1,never,0,0
Zoya Luna Drawstring Maxi Dress,Zoya,Black,4X,Z0124042BLA4X,550.0,1,never,0,0
Zoya Luna Drawstring Maxi Dress,Zoya,Black,L,Z0124042BLAL,550.0,1,2026-05-26,0,1
Zoya Luna Drawstring Maxi Dress,Zoya,Navy,4X,Z0124042NAV4X,2950.0,1,never,0,0
Zoya Luna Drawstring Maxi Dress,Zoya,Navy,M,Z0124042NAVM,2950.0,1,never,0,0
Zoya Luna Halter Neck Top,Zoya,Black,1X,Z0124037BLA1X,1750.0,2,never,0,0
Zoya Luna Halter Neck Top,Zoya,Black,2X,Z0124037BLA2X,1750.0,1,never,0,0
Zoya Luna Halter Neck Top,Zoya,Black,3X,Z0124037BLA3X,1750.0,2,never,0,0
Zoya Luna Halter Neck Top,Zoya,Black,4X,Z0124037BLA4X,1750.0,2,never,0,0
Zoya Luna Halter Neck Top,Zoya,Black,S,Z0124037BLAS,1750.0,1,never,0,0
Zoya Luna Halter Neck Top,Zoya,Navy,2X,Z0124037NAV2X,900.0,1,never,0,0
Zoya Luna Halter Neck Top,Zoya,Navy,L,Z0124037NAVL,900.0,1,never,0,0
Zoya Luna Halter Neck Top,Zoya,Navy,M,Z0124037NAVM,900.0,3,never,0,0
Zoya Luna High Slit Dress,Zoya,Black,4X,Z0124041BLA4X,550.0,1,never,0,0
Zoya Luna High Slit Dress,Zoya,Navy,1X,Z0124041NAV1X,550.0,1,never,0,0
Zoya Luna High Slit Dress,Zoya,Navy,3X,Z0124041NAV3X,550.0,1,never,0,0
Zoya Luna High Slit Dress,Zoya,Navy,S,Z0124041NAVS,550.0,2,2026-05-29,0,1
Zoya Men's Cargo Pants,Zoya,Dark Grey,1X,Z0424109DGRY1X,2300.0,1,never,0,0
Zoya Men's Cargo Pants,Zoya,Dark Grey,M,Z0424109DGRYM,2300.0,3,never,0,0
Zoya Men's Round Neck T-shirt,Zoya,Grey,M,Z0424106GRYM,1550.0,4,never,0,0
Zoya Men's Round Neck T-shirt,Zoya,Grey,S,Z0424106GRYS,1550.0,1,never,0,0
Zoya Naya One Shoulder Flounce Satin Crop Top,Zoya,Teal,M,Z0324024TEAM,1800.0,2,never,0,0
Zoya Nia Cargo Overalls,Zoya,Navy Blue,S,Z0822112NABS,3950.0,1,never,0,0
Zoya Nia Cargo Shorts,Zoya,Black,L,Z0822099BLAL,2550.0,1,never,0,0
Zoya Nia Cargo Shorts,Zoya,Black,S,Z0822099BLAS,2550.0,1,never,0,0
Zoya Nia Cargo Shorts,Zoya,Black,XS,Z0822099BLAXS,2550.0,1,never,0,0
Zoya Nia Crop Bomber Jacket,Zoya,Black,S/M,Z0822092BLAS/M,2950.0,1,never,0,0
Zoya Nia Crop Bomber Jacket,Zoya,Light Pink,L/1X,Z0822092LPINL/XL,2950.0,1,2026-05-19,0,1
Zoya Nia Long Sleeved Crop Shacket,Zoya,Blue / White Floral Print,L,Z0822096PR3L,2950.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Light Pink,1X,Z0822082LPINXL,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Light Pink,L,Z0822082LPINL,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Light Pink,M,Z0822082LPINM,3550.0,2,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Light Pink,S,Z0822082LPINS,3550.0,2,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Lilac,1X,Z0822082LILXL,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Lilac,L,Z0822082LILL,3550.0,2,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Lilac,M,Z0822082LILM,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Lilac,S,Z0822082LILS,3550.0,3,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Navy Blue,1X,Z0822082NABXL,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Navy Blue,L,Z0822082NABL,3550.0,2,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Navy Blue,M,Z0822082NABM,3550.0,1,never,0,0
Zoya Nia Off Shoulder Knee Length Dress,Zoya,Navy Blue,S,Z0822082NABS,3550.0,1,never,0,0
Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Black,L/1X,Z0822081BLAL/XL,450.0,2,never,0,0
Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Light Blue,S/M,Z0822081LBLUS/M,2250.0,1,never,0,0
Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Light Grey,L/1X,Z0822081LGRYL/XL,450.0,1,2026-05-20,0,1
Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Peach,L/1X,Z0822081PEAL/XL,2250.0,1,never,0,0
Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Peach,S/M,Z0822081PEAS/M,2250.0,1,never,0,0
Zoya Nia Oversized Denim Shirt,Zoya,Black,L,Z0822086BLAL,2950.0,1,never,0,0
Zoya Nia Puff Sleeve Off Shoulder Romper,Zoya,Lilac,1X,Z0822110LILXL,2750.0,1,never,0,0
Zoya Nia Puff Sleeve Off Shoulder Romper,Zoya,Lilac,M,Z0822110LILM,2750.0,1,never,0,0
