kind,template_id,product_name,proposed_number,proposed_name_or_alts
recoverable,197222,Vivo Basic Cap Sleeve Knee Length Tent Dress - Navy / Mustard Print,V0121168,
recoverable,197255,Vivo Basic Cap Sleeve Knee Length Tent Dress - White / Red Stawi Print,V0121168,
recoverable,197260,Vivo Basic Cap Sleeve Knee Length Tent Dress -Olive / Black Capi Print,V0121168,
recoverable,197261,Vivo Basic Cap Sleeve Knee Length Tent Dress -Tan/ Black Capi Print,V0121168,
recoverable,342413,Vivo Basic Cap Sleeve Maxi Dress In Chiffon  - FS,V0825017,Vivo Basic Cap Sleeve Chiffon Maxi Dress
recoverable,342631,Vivo Basic Cap Sleeve Maxi Tent Dress  - FS,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,342630,Vivo Basic Cap Sleeve Maxi Tent Dress  - FS,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197269,Vivo Basic Cap Sleeve Maxi Tent Dress - Black / White Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197279,Vivo Basic Cap Sleeve Maxi Tent Dress - Dark Green / Black Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197284,Vivo Basic Cap Sleeve Maxi Tent Dress - Khaki / Black Abeni Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197293,Vivo Basic Cap Sleeve Maxi Tent Dress - Navy / Mustard Tanta Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197297,Vivo Basic Cap Sleeve Maxi Tent Dress - Navy Polka Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197303,Vivo Basic Cap Sleeve Maxi Tent Dress - Pink / Black Abeni Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197307,Vivo Basic Cap Sleeve Maxi Tent Dress - Rust / Black Abeni Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197311,Vivo Basic Cap Sleeve Maxi Tent Dress - Taupe Polka Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197318,Vivo Basic Cap Sleeve Maxi Tent Dress - White / Orange Sabi Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197320,Vivo Basic Cap Sleeve Maxi Tent Dress - White / Red Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,197323,Vivo Basic Cap Sleeve Maxi Tent Dress - Yellow / Black Diti Print,V0220055,Vivo Basic Cap Sleeve Maxi Tent Dress
recoverable,342661,Vivo Basic Cap Sleeve Tent Knee Length Dress  - FS,V0121168,
recoverable,342664,Vivo Basic Cap Sleeve Tent Knee Length Dress  - FS,V0121168,
recoverable,197329,Vivo Basic Cap Sleeve Tent Knee Length Dress - Black / White Kamai Print,V0121168,
recoverable,197331,Vivo Basic Cap Sleeve Tent Knee Length Dress - Black / White Print,V0121168,
recoverable,197335,Vivo Basic Cap Sleeve Tent Knee Length Dress - Buttermilk,V0121168,
recoverable,197339,Vivo Basic Cap Sleeve Tent Knee Length Dress - Green / White Oken Print,V0121168,
recoverable,342662,Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe  - FS,V0121168,
recoverable,342434,Vivo Basic Cap Sleeve Top In Crepe  - FS,V0821064,
recoverable,342542,Vivo Basic Cap Sleeve Top in Chiffon  - FS,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,342972,Vivo Basic Cap Sleeved Bodysuit in Rayon  - FS,V0523154,Vivo Basic Cap Sleeved Bodysuit
recoverable,197387,Vivo Basic Cap Sleeved Leila Dress - Burgundy,V0819136,Vivo Basic Cap Sleeved Leila Dress
recoverable,197502,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered) - Magenta,V0524179,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered)
recoverable,342544,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)  - FS,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,197520,Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Dark Tan,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,197523,Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Light Navy,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,197525,Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Light Taupe,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,197526,Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Lilac Lusture,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,342543,Vivo Basic Chiffon Cap Sleeve Top(Double Layered)  - FS,V0524178,Vivo Basic Chiffon Cap Sleeve Top (Double Layered)
recoverable,197534,Vivo Basic Chiffon Drop Shoulder Top - Black Textured,V0422075,Vivo Basic Chiffon Drop Shoulder Top
recoverable,197543,Vivo Basic Chiffon Dropped Shoulder Top - Hunters Green,V0422075,Vivo Basic Chiffon Dropped Shoulder Top
recoverable,197546,Vivo Basic Chiffon Dropped Shoulder Top - Taupe,V0422075,Vivo Basic Chiffon Dropped Shoulder Top
recoverable,342572,Vivo Basic Chiffon Tie Kaftan Top  - FS,V0422076,Vivo Basic Chiffon Tie Kaftan Top
recoverable,342573,Vivo Basic Chiffon Tie Kaftan Top  - FS,V0422076,Vivo Basic Chiffon Tie Kaftan Top
recoverable,197646,Vivo Basic Cowl Jersey Top - Black,V0622062,Vivo Basic Cowl Jersey Top
recoverable,342389,Vivo Basic Crepe Bishop Sleeve Top  - FS,V0925010,Vivo Basic Crepe Bishop Sleeve Top
recoverable,342432,Vivo Basic Crepe Cap Sleeve Top  - FS,V0821064,
recoverable,342431,Vivo Basic Crepe Cap Sleeve Top  - FS,V0821064,
recoverable,342430,Vivo Basic Crepe Cap Sleeve Top  - FS,V0821064,
recoverable,197680,Vivo Basic Crepe Cap Sleeve Top - Jungle Green,V0821064,
recoverable,197695,Vivo Basic Crepe Cap Sleeved Top - Beige / Brown Print,V0821064,Vivo Basic Crepe Cap Sleeved Top
recoverable,197704,Vivo Basic Crepe Cap Sleeved Top - Black / White Meni Print,V0821064,Vivo Basic Crepe Cap Sleeved Top
recoverable,222778,Vivo Basic Crepe Cap Sleeved Top - Dusty Pink / Black Meti print,V0821064,Vivo Basic Crepe Cap Sleeved Top
recoverable,342433,Vivo Basic Crepe Cap Sleeved Top In Crepe  - FS,V0821064,Vivo Basic Crepe Cap Sleeved Top
recoverable,320203,Vivo Basic Crepe Cap Sleeved Top In Crepe - Mustard,V0821064,Vivo Basic Crepe Cap Sleeved Top
recoverable,222789,Vivo Basic Crepe Pants - Purple,V0822019,Vivo Basic Crepe Pants
recoverable,222854,Vivo Basic Cuffed Dolman Jersey Dress - Burgundy,V0719222,Vivo Basic Cuffed Dolman Jersey Dress
recoverable,222866,Vivo Basic Cuffed Dolman Jersey Dress - Safron,V0719222,Vivo Basic Cuffed Dolman Jersey Dress
recoverable,222949,Vivo Basic Dolman Maxi Dress - Dark Green,V0221058,Vivo Basic Dolman Maxi Dress
recoverable,222953,Vivo Basic Dolman Maxi Dress - Light Orange,V0221058,Vivo Basic Dolman Maxi Dress
recoverable,222956,Vivo Basic Dolman Maxi Dress - Navy Blue,V0221058,Vivo Basic Dolman Maxi Dress
recoverable,222963,Vivo Basic Dolman Maxi Dress - Tan,V0221058,Vivo Basic Dolman Maxi Dress
recoverable,222964,Vivo Basic Dolman Maxi Dress - Taupe,V0221058,Vivo Basic Dolman Maxi Dress
recoverable,223014,Vivo Basic Double Layered Long Sleeved Bodysuit - Dark Green,V0220007,Vivo Basic Double Layered Long Sleeved Bodysuit
recoverable,223027,Vivo Basic Double Layered Long Sleeved Bodysuit - Taupe,V0220007,Vivo Basic Double Layered Long Sleeved Bodysuit
recoverable,223029,Vivo Basic Double Layered Long Sleeved Bodysuit - Yellow,V0220007,Vivo Basic Double Layered Long Sleeved Bodysuit
recoverable,223090,Vivo Basic Drop Shoulder Dolman Dress - Navy Blue,V0323017,Vivo Basic Drop Shoulder Dolman Dress
recoverable,342672,Vivo Basic Dua Jacket in Ponte  - FS,V0121065,Vivo Basic Dua Jacket
recoverable,223131,Vivo Basic Escape A-Line Dress - Taupe / Burgundy Esai Print,V1019069,Vivo Basic Escape A-line Dress
recoverable,342373,Vivo Basic Escape A-Line Dress in Ponte  - FS,V1019069,
recoverable,223202,Vivo Basic Extra Long Lily Waterfall - Taupe,V0719290,Vivo Basic Extra Long Lily Waterfall
recoverable,223203,Vivo Basic Extra Long Lily Waterfall - White,V0719290,Vivo Basic Extra Long Lily Waterfall
recoverable,223229,Vivo Basic Faux Pocket Leisure Pants - Dark Green,V0719293,Vivo Basic Faux Pocket Leisure Pants
recoverable,342446,Vivo Basic Imelda Cowl Sweater  - FS,V0819010,Vivo Basic Imelda Cowl Sweater
recoverable,342445,Vivo Basic Imelda Cowl Sweater  - FS,V0819010,Vivo Basic Imelda Cowl Sweater
recoverable,223314,Vivo Basic Imelda Cowl Sweater - White,V0819010,Vivo Basic Imelda Cowl Sweater
recoverable,223321,Vivo Basic Imelda Top - Orange,V0719369,Vivo Basic Imelda Top
recoverable,223324,Vivo Basic Imelda Top - Rust,V0719369,Vivo Basic Imelda Top
recoverable,223326,Vivo Basic Imelda Top - Tan,V0719369,Vivo Basic Imelda Top
recoverable,223364,Vivo Basic Julia Back Pleat Knee Length Dress - Black,V0719416,Vivo Basic Julia Back Pleat Knee Length Dress
recoverable,223373,Vivo Basic Julia Back Pleat Knee Length Dress - Orange,V0719416,Vivo Basic Julia Back Pleat Knee Length Dress
recoverable,223389,Vivo Basic Julia Back Pleat Maxi Dress - Orange,V0719419,Vivo Basic Julia Back Pleat Maxi Dress
recoverable,342440,Vivo Basic Kena Tent Knee Length Dress  - FS,V0819098,Vivo Basic Kena Tent Knee Length Dress
recoverable,223418,Vivo Basic Kena Tent Knee Length Dress - Taupe,V0819098,Vivo Basic Kena Tent Knee Length Dress
recoverable,342441,Vivo Basic Kena Tent Knee Length Dress in Ponte  - FS,V0819098,
recoverable,342635,Vivo Basic Knee Length Dress In Chiffon  - FS,V0126037,Vivo Basic Knee Length Dress In Chiffon
recoverable,342575,Vivo Basic Leggings  - FS,V0421160,Vivo Basic Leggings
recoverable,223474,Vivo Basic Leila Maxi Waterfall - Black,V0620049,Vivo Basic Leila Maxi Waterfall
recoverable,223476,Vivo Basic Leila Maxi Waterfall - Buttermilk,V0620049,Vivo Basic Leila Maxi Waterfall
recoverable,223490,Vivo Basic Leila Maxi Waterfall - Taupe,V0620049,Vivo Basic Leila Maxi Waterfall
recoverable,223498,Vivo Basic Leila Short Waterfall - Mustard,V0423078,Vivo Basic Leila Short Waterfall
recoverable,223514,Vivo Basic Leisure Pants - Grey,V0220059,Vivo Basic Leisure Pants
recoverable,223516,Vivo Basic Leisure Pants - Maroon,V0220059,Vivo Basic Leisure Pants
recoverable,223631,Vivo Basic Long Lily Waterfall - Sea Green,V0819064,Vivo Basic Long Lily Waterfall
recoverable,223639,Vivo Basic Long Sleeve Bodysuit (Seamless) - Black,V0823134,Vivo Basic Long Sleeve Bodysuit (Seamless)
recoverable,223640,Vivo Basic Long Sleeve Bodysuit (Seamless) - Grey,V0823134,Vivo Basic Long Sleeve Bodysuit (Seamless)
recoverable,223665,Vivo Basic Long Sleeve Tent Shirt Dress - Beige / Black Print,V0323058,Vivo Basic Long Sleeve Tent Shirt Dress
recoverable,223670,Vivo Basic Long Sleeve Tent Shirt Dress - Dark Green,V0323058,Vivo Basic Long Sleeve Tent Shirt Dress
recoverable,223693,Vivo Basic Long Sleeved Bishop Top - Black Textured,V0120092,Vivo Basic Long Sleeved Bishop Top
recoverable,223706,Vivo Basic Long Sleeved Bishop Top - Green / White Ifi Print,V0120092,Vivo Basic Long Sleeved Bishop Top
recoverable,223715,Vivo Basic Long Sleeved Bishop Top - Mint,V0120092,Vivo Basic Long Sleeved Bishop Top
recoverable,223735,Vivo Basic Long Sleeved Bishop Top - Red / White Ifi Print,V0120092,Vivo Basic Long Sleeved Bishop Top
recoverable,342477,Vivo Basic Long Sleeved Bodysuit in Jersey  - FS,V0719112,Vivo Basic Long Sleeved Bodysuit
recoverable,223768,Vivo Basic Long Sleeved Bodysuit in Jersey - Safron,V0719112,Vivo Basic Long Sleeved Bodysuit
recoverable,342476,Vivo Basic Long Sleeved Double Layered Bodycon  - FS,V0719261,Vivo Basic Long Sleeved Double Layered Bodycon
recoverable,343105,Vivo Basic Long Sleeved Double Layered Bodycon - Black,V0719261,Vivo Basic Long Sleeved Double Layered Bodycon
recoverable,223787,Vivo Basic Long Sleeved Double Layered Bodycon - Rust,V0719261,Vivo Basic Long Sleeved Double Layered Bodycon
recoverable,223790,Vivo Basic Long Sleeved Double Layered Bodycon - Teal,V0719261,Vivo Basic Long Sleeved Double Layered Bodycon
recoverable,344693,Vivo Basic Long Sleeved Top - Burgundy,V0719113,Vivo Basic Long Sleeved Top
recoverable,223801,Vivo Basic Long Sleeved Top - Forest Green,V0719113,Vivo Basic Long Sleeved Top
recoverable,223811,Vivo Basic Long Sleeved Top - Sea Green,V0719113,Vivo Basic Long Sleeved Top
recoverable,223812,Vivo Basic Long Sleeved Top - Tan,V0719113,Vivo Basic Long Sleeved Top
recoverable,223815,Vivo Basic Long Sleeved Top - White,V0719113,Vivo Basic Long Sleeved Top
recoverable,223870,Vivo Basic May Jersey Waterfall - Safron,V0220053,Vivo Basic May Jersey Waterfall
recoverable,223871,Vivo Basic May Jersey Waterfall - Tan,V0220053,Vivo Basic May Jersey Waterfall
recoverable,342444,Vivo Basic May Sweater  - FS,V0819022,Vivo Basic May Sweater
recoverable,223877,Vivo Basic May Sweater - Dark Green,V0819022,Vivo Basic May Sweater
recoverable,223880,Vivo Basic May Sweater - Dark Rust,V0819022,Vivo Basic May Sweater
recoverable,223970,Vivo Basic Nalia High Low Jersey Top - Taupe,V0121134,Vivo Basic Nalia High Low Jersey Top
recoverable,223972,Vivo Basic Nalia High Low Jersey Top - White,V0121134,Vivo Basic Nalia High Low Jersey Top
recoverable,223973,Vivo Basic Nalia High Low Jersey Top - Yellow,V0121134,Vivo Basic Nalia High Low Jersey Top
recoverable,224010,Vivo Basic Nalia High-low Chiffon Top - Khaki,V1119024,Vivo Basic Nalia High-low Chiffon Top
recoverable,238610,Vivo Basic Nalia Satin High Low Top - Dust Grey,V0223140,Vivo Basic Nalia Satin High Low Top
recoverable,238616,Vivo Basic Nalia Satin High Low Top - Peach,V0223140,Vivo Basic Nalia Satin High Low Top
recoverable,238633,Vivo Basic Nandi High Slit Kimono - Black / White Print,V1019114,Vivo Basic Nandi High Slit Kimono
recoverable,238637,Vivo Basic Nandi High Slit Kimono - Blue,V1019114,Vivo Basic Nandi High Slit Kimono
recoverable,238661,Vivo Basic Nandi High Slit Kimono - Lime Green / Black Abstract Print,V1019114,Vivo Basic Nandi High Slit Kimono
recoverable,238730,Vivo Basic Neo Extra Long Lily Waterfall - Light Burgundy,V0122114,Vivo Basic Neo Extra Long Lily Waterfall
recoverable,342621,Vivo Basic Open Kaftan  - FS,V0223225,Vivo Basic Open Kaftan
recoverable,238829,Vivo Basic Palazzo Pants - Chocolate,V0819137,Vivo Basic Palazzo Pants
recoverable,238818,Vivo Basic Palazzo Pants - Dark Green,V0819137,Vivo Basic Palazzo Pants
recoverable,342447,Vivo Basic Panelled Leisure Pants  - FS,V0819003,Vivo Basic Panelled Leisure Pants
recoverable,238884,Vivo Basic Pencil Skirt - Dark Grey,V0819034,Vivo Basic Pencil Skirt
recoverable,238907,Vivo Basic Puff Sleeved Bodycon - Burgundy,V0919039,Vivo Basic Puff Sleeved Bodycon
recoverable,238921,Vivo Basic Puff Sleeved Bodycon - Taupe,V0919039,Vivo Basic Puff Sleeved Bodycon
recoverable,342516,Vivo Basic Round Neck Maxi Dress  - FS,V0525075,Vivo Basic Round Neck Maxi Dress
recoverable,238939,Vivo Basic Round Neck Maxi Dress - Black / Orange,V0525075,Vivo Basic Round Neck Maxi Dress
recoverable,238942,Vivo Basic Round Neck Maxi Dress - Chocolate / Orange,V0525075,Vivo Basic Round Neck Maxi Dress
recoverable,342517,Vivo Basic Round Neck Maxi Dress In Crepe  - FS,V0525075,
recoverable,342668,Vivo Basic Satin Bishop Sleeved Top  - FS,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239006,Vivo Basic Satin Bishop Sleeved Top - Blue / Rust Floral Print,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239018,Vivo Basic Satin Bishop Sleeved Top - Dark Teal,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239046,Vivo Basic Satin Bishop Sleeved Top - Navy / Yellow Nina Print,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239047,Vivo Basic Satin Bishop Sleeved Top - Navy Blue,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239051,Vivo Basic Satin Bishop Sleeved Top - Olive,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,239073,Vivo Basic Satin Bishop Sleeved Top - Sea Green,V0121119,Vivo Basic Satin Bishop Sleeved Top
recoverable,342288,Vivo Basic Satin Cap Sleeve Top  - FS,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239107,Vivo Basic Satin Cap Sleeve Top - Beige / Black Bai Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239108,Vivo Basic Satin Cap Sleeve Top - Beige / Green Bai Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239112,Vivo Basic Satin Cap Sleeve Top - Black / Green Bai Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239120,Vivo Basic Satin Cap Sleeve Top - Brown,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239132,Vivo Basic Satin Cap Sleeve Top - Grey,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239134,Vivo Basic Satin Cap Sleeve Top - Hot Pink,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239138,Vivo Basic Satin Cap Sleeve Top - Light Blue,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239142,Vivo Basic Satin Cap Sleeve Top - Lilac / Navy Ullu Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239146,Vivo Basic Satin Cap Sleeve Top - Olive,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239150,Vivo Basic Satin Cap Sleeve Top - Peach,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239163,Vivo Basic Satin Cap Sleeve Top - White,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239164,Vivo Basic Satin Cap Sleeve Top - White / Grey Bia Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239166,Vivo Basic Satin Cap Sleeve Top - White / Mustard Ullu Print,V1221043,Vivo Basic Satin Cap Sleeve Top
recoverable,239182,Vivo Basic Satin Dropped Shoulder Top - Black / Taupe Deli Print,V0324017,Vivo Basic Satin Dropped Shoulder Top
recoverable,239267,Vivo Basic Short Lily Waterfall - Light Taupe,V0719677,Vivo Basic Short Lily Waterfall
recoverable,239269,Vivo Basic Short Lily Waterfall - Mustard,V0719677,Vivo Basic Short Lily Waterfall
recoverable,239270,Vivo Basic Short Lily Waterfall - Navy Blue,V0719677,Vivo Basic Short Lily Waterfall
recoverable,239272,Vivo Basic Short Lily Waterfall - Orange,V0719677,Vivo Basic Short Lily Waterfall
recoverable,239286,Vivo Basic Short May Jersey Waterfall - Light Taupe,V0221013,Vivo Basic Short May Jersey Waterfall
recoverable,342539,Vivo Basic Short Sleeve Top  - FS,V0524192,Vivo Basic Short Sleeve Top
recoverable,342974,Vivo Basic Short Sleeve Top  - FS,V0524192,Vivo Basic Short Sleeve Top
recoverable,239301,Vivo Basic Short Sleeve Top - Hunters Green,V0524192,Vivo Basic Short Sleeve Top
recoverable,342540,Vivo Basic Short Sleeve Top in Jersey  - FS,V0524192,
recoverable,342571,Vivo Basic Sienna Jersey Top  - FS,V0422077,Vivo Basic Sienna Jersey Top
recoverable,239370,Vivo Basic Sienna Jersey Top - Green,V0422077,Vivo Basic Sienna Jersey Top
recoverable,239372,Vivo Basic Sienna Jersey Top - Orange,V0422077,Vivo Basic Sienna Jersey Top
recoverable,239373,Vivo Basic Sienna Jersey Top - Sea Green,V0422077,Vivo Basic Sienna Jersey Top
recoverable,239377,Vivo Basic Sienna Jersey Top - Yellow,V0422077,Vivo Basic Sienna Jersey Top
recoverable,342437,Vivo Basic Sienna Waterfall  - FS,V0819120,Vivo Basic Sienna Waterfall
recoverable,239405,Vivo Basic Sienna Waterfall - Green,V0819120,Vivo Basic Sienna Waterfall
recoverable,239413,Vivo Basic Sienna Waterfall - Navy Blue,V0819120,Vivo Basic Sienna Waterfall
recoverable,338400,Vivo Basic Sienna Waterfall - Safron,V0819120,Vivo Basic Sienna Waterfall
recoverable,239426,Vivo Basic Sienna Waterfall - Tan,V0819120,Vivo Basic Sienna Waterfall
recoverable,239429,Vivo Basic Sienna Waterfall - White,V0819120,Vivo Basic Sienna Waterfall
recoverable,239430,Vivo Basic Sienna Waterfall - Yellow,V0819120,Vivo Basic Sienna Waterfall
recoverable,342436,Vivo Basic Sienna Waterfall In Jersey  - FS,V0819120,Vivo Basic Sienna Waterfall
recoverable,342438,Vivo Basic Sienna Waterfall In Jersey - FS,V0819120,Vivo Basic Sienna Waterfall
recoverable,342590,Vivo Basic Sleeveless Bodysuit in Rayon  - FS,V0324069,Vivo Basic Sleeveless Bodysuit
recoverable,342591,Vivo Basic Sleeveless Bodysuit in Rayon  - FS,V0324069,Vivo Basic Sleeveless Bodysuit
recoverable,239477,Vivo Basic Sleeveless Double Layered Bodycon - Deep Teal,V1119112,Vivo Basic Sleeveless Double Layered Bodycon
recoverable,239480,Vivo Basic Sleeveless Double Layered Bodycon - Mustard,V1119112,Vivo Basic Sleeveless Double Layered Bodycon
recoverable,239482,Vivo Basic Sleeveless Double Layered Bodycon - Navy Blue,V1119112,Vivo Basic Sleeveless Double Layered Bodycon
recoverable,239494,Vivo Basic Sleeveless Double Layered Coat - Black,V0425049,Vivo Basic Sleeveless Double Layered Coat
recoverable,239495,Vivo Basic Sleeveless Double Layered Coat - Buttermilk,V0425049,Vivo Basic Sleeveless Double Layered Coat
recoverable,239496,Vivo Basic Sleeveless Double Layered Coat - Dark Green,V0425049,Vivo Basic Sleeveless Double Layered Coat
recoverable,239506,Vivo Basic Sleeveless Extra Long Lily Waterfall - Orange,V1122193,Vivo Basic Sleeveless Extra Long Lily Waterfall
recoverable,342323,Vivo Basic Sleeveless Kena Tent Dress In Ponte  - FS,V1121019,Vivo Basic Sleeveless Kena Tent Dress
recoverable,342322,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte  - FS,V1121020,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte
recoverable,239571,Vivo Basic Sleeveless Leila Bodycon Dress - Light Taupe,V1019066,Vivo Basic Sleeveless Leila Bodycon Dress
recoverable,239592,Vivo Basic Sleeveless Long Lily Waterfall - Dark Green,V0719839,Vivo Basic Sleeveless Long Lily Waterfall
recoverable,239640,Vivo Basic Sleeveless Ponte Circular Dress - White,V0919022,Vivo Basic Sleeveless Ponte Circular Dress
recoverable,342429,Vivo Basic Sleeveless Tent Dress  - FS,V0822022,Vivo Basic Sleeveless Tent Dress
recoverable,342428,Vivo Basic Sleeveless Tent Dress  - FS,V0822022,Vivo Basic Sleeveless Tent Dress
recoverable,239675,Vivo Basic Sleeveless Tent Dress - Black / White Polka Dot,V0822022,Vivo Basic Sleeveless Tent Dress
recoverable,239684,Vivo Basic Sleeveless Tent Dress - Grey / Black Print,V0822022,Vivo Basic Sleeveless Tent Dress
recoverable,239691,Vivo Basic Sleeveless Tent Dress - Navy / Tan Sika Print,V0822022,Vivo Basic Sleeveless Tent Dress
recoverable,342975,Vivo Basic Sleeveless Tent Dress in Crepe  - FS,V0822022,
recoverable,239717,Vivo Basic Sleeveless Tent Maxi Dress - Black / Orange Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239720,Vivo Basic Sleeveless Tent Maxi Dress - Coral / Black Abstract Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239721,Vivo Basic Sleeveless Tent Maxi Dress - Cream / Chocolate Doret Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239722,Vivo Basic Sleeveless Tent Maxi Dress - Cream / Red Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239731,Vivo Basic Sleeveless Tent Maxi Dress - Orange / Green Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239740,Vivo Basic Sleeveless Tent Maxi Dress - Tan / Black Fan Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239745,Vivo Basic Sleeveless Tent Maxi Dress - Yellow / Black Abstract Print,V0622019,Vivo Basic Sleeveless Tent Maxi Dress
recoverable,239803,Vivo Basic Straight Skirt - Dark Green,V0222135,Vivo Basic Straight Skirt
recoverable,239809,Vivo Basic Straight Skirt - Yellow,V0222135,Vivo Basic Straight Skirt
recoverable,342464,Vivo Basic Tank Top in Jersey  - FS,V0724080,
recoverable,239911,Vivo Basic Tolani Jersey Dress - Forest Green,V0920021,Vivo Tolani Dress
recoverable,239914,Vivo Basic Tolani Jersey Dress - Orange,V0920021,Vivo Tolani Dress
recoverable,239918,Vivo Basic Tolani Jersey Dress - Teal,V0920021,Vivo Tolani Dress
recoverable,342513,Vivo Basic Trench Coat  - FS,V0620079,Vivo Basic Trench Coat
recoverable,239943,Vivo Basic Tsavo Scalloped Chiffon Top - Coral,V0422058,Vivo Basic Tsavo Scalloped Chiffon Top
recoverable,239949,Vivo Basic Tsavo Scalloped Chiffon Top - Hunters,V0422058,Vivo Basic Tsavo Scalloped Chiffon Top
recoverable,239951,Vivo Basic Tsavo Scalloped Chiffon Top - Mustard,V0422058,Vivo Basic Tsavo Scalloped Chiffon Top
recoverable,239968,Vivo Basic Tsavo Scalloped Chiffon Top - White / Hunters Liwi Print,V0422058,Vivo Basic Tsavo Scalloped Chiffon Top
recoverable,239972,Vivo Basic Tulia Long Sleeved Top - Orange,V0620004,Vivo Basic Tulia Long Sleeved Top
recoverable,239993,Vivo Basic Tulip Sweater - Red,V0819126,Vivo Basic Tulip Sweater
recoverable,240151,Vivo Basic V-Neck Long Sleeve Top - Burgundy,V0423052,Vivo Basic V-Neck Long Sleeve Top
recoverable,240152,Vivo Basic V-Neck Long Sleeve Top - Dark Green,V0423052,Vivo Basic V-Neck Long Sleeve Top
recoverable,342594,Vivo Basic V-neck Cap Sleeve Top  - FS,V0323019,Vivo Basic V-neck Cap Sleeve Top
recoverable,240053,Vivo Basic Val Cap Sleeve Top - Burgundy,V1120036,
recoverable,240054,Vivo Basic Val Cap Sleeve Top - Burnt Orange,V1120036,
recoverable,240063,Vivo Basic Val Cap Sleeve Top - Orange,V1120036,
recoverable,240066,Vivo Basic Val Cap Sleeve Top - Safron,V1120036,
recoverable,240069,Vivo Basic Val Cap Sleeve Top - Tan,V1120036,
recoverable,342468,Vivo Basic Val Long Sleeve Top  - FS,V0723043,Vivo Basic Val Long Sleeve Top
recoverable,342470,Vivo Basic Val Long Sleeve Top  - FS,V0723043,Vivo Basic Val Long Sleeve Top
recoverable,240090,Vivo Basic Val Long Sleeve Top - Deep Teal,V0723043,Vivo Basic Val Long Sleeve Top
recoverable,240094,Vivo Basic Val Long Sleeve Top - Light Chocolate,V0723043,Vivo Basic Val Long Sleeve Top
recoverable,342367,Vivo Basic Waridi Pencil Skirt  - FS,V1020057,
