Style Number,Style Name,Product Name (with color),SKU,Barcode,Brand,Category,Subcategory,Status,Original Price,Warehouse,Retired Location,Stores,Online,Total SOH
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL36,70071236,Third Party Brands,Bottoms,Full Length Pants,Retired,700.0,0,0,2.0,0,2
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL32,70071234,Third Party Brands,Bottoms,Full Length Pants,Retired,700.0,0,0,3.0,0,3
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL38,70071237,Third Party Brands,Bottoms,Full Length Pants,Retired,700.0,0,0,1.0,0,1
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL30,70071233,Third Party Brands,Bottoms,Full Length Pants,Retired,700.0,0,0,3.0,0,3
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL42,70071239,Third Party Brands,Bottoms,Full Length Pants,Retired,700.0,0,0,1.0,0,1
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - Fandango Pink,P21DD8012-RBFAPL,70026864,Third Party Brands,Dresses,Midi & Capri Dresses,Retired,2600.0,0,0,1.0,0,1
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Dark Amber,P21DX7936DABL,70057257,Third Party Brands,Dresses,Short & Mini Dresses,Retired,560.0,0,0,1.0,0,1
P21DX80,Lace-Up Back Spaghetti-Strap Dress,Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,P21DX80044WODS,70057261,Third Party Brands,Dresses,Short & Mini Dresses,Retired,640.0,0,0,1.0,0,1
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Black,P21TX9411-RBBLAXL,70042063,Third Party Brands,Tops,Midriff & Crop Tops,Retired,400.0,0,0,1.0,0,1
RFS0125,Vivo Knee length Dress,Vivo Shorts - RFS 3,RFS0125013 - RFS 3,60053497,Vivo,Sale,Sample & Sale Items,Retired,750.0,0,0,1.0,0,1
RFS0125,Vivo Knee length Dress,Vivo Shorts - RFS 4,RFS0125013 - RFS 4,60053498,Vivo,Sale,Sample & Sale Items,Retired,1050.0,0,1.0,0,1,2
RFS0125,Vivo Knee length Dress,Vivo Shorts - RFS 5,RFS0125013 - RFS 5,60053499,Vivo,Sale,Sample & Sale Items,Retired,650.0,0,0,1.0,0,1
S0120016,Safari Reversible Shirt Jacket,Safari Reversible Shirt Jacket - Grey / Print 2,0120016GRY/PR2L,40017473,Safari,Outerwear,Jackets & Coats,Retired,4150.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Baby Blue,S0123088BBLUM,60034153,Safari,Tops,Fitted Tops,Retired,4250.0,0,0,0,3,3
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Baby Blue,S0123088BBLU1X,60034155,Safari,Tops,Fitted Tops,Retired,4250.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Navy Blue,S0123088NABL,60032629,Safari,Tops,Fitted Tops,Retired,4250.0,0,1.0,0,2,3
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Navy Blue,S0123088NABM,60032628,Safari,Tops,Fitted Tops,Retired,4250.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Orange,S0123088ORA1X,60034159,Safari,Tops,Fitted Tops,Retired,2950.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Pink,S0123088PIN4X,60037784,Safari,Tops,Fitted Tops,Retired,1100.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Pink,S0123088PIN2X,60037782,Safari,Tops,Fitted Tops,Retired,1100.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - Pink,S0123088PINXS,60037781,Safari,Tops,Fitted Tops,Retired,1100.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - White,S0123088WHIL,60032637,Safari,Tops,Fitted Tops,Retired,3000.0,0,0,0,3,3
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - White,S0123088WHI1X,60032638,Safari,Tops,Fitted Tops,Retired,3000.0,0,1.0,0,1,2
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top - White,S0123088WHI2X,60037786,Safari,Tops,Fitted Tops,Retired,3000.0,0,0,0,1,1
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari Mali 3/4 Bishop Sleeve Tie Top MG - Taupe,S0123088TAU2X,60057903,Safari,Tops,Fitted Tops,Retired,2950.0,0,0,0,1,1
S0124010,Safari Haya Strappy Tie Back Maxi Dress,Safari Haya Strappy Tie Back Maxi Dress - Dark Green Kiki Print,S0124010PR2S,60031624,Safari,Dresses,Maxi Dresses,Retired,1450.0,0,0,1,0,1
S0124010,Safari Haya Strappy Tie Back Maxi Dress,Safari Haya Strappy Tie Back Maxi Dress - Dark Maroon Koi Print,S0124010PR1S,60031620,Safari,Dresses,Maxi Dresses,Retired,2080.0,0,0,2.0,0,2
S0124010,Safari Haya Strappy Tie Back Maxi Dress,Safari Haya Strappy Tie Back Maxi Dress - Dark Maroon Koi Print,S0124010PR1M,60031621,Safari,Dresses,Maxi Dresses,Retired,2080.0,0,1.0,0,0,1
S0125049,Safari Tiwa Shirred Top,Safari Tiwa Shirred Top - Chocolate,S0125049CHOS,60054983,Safari,Tops,Fitted Tops,Retired,850.0,0,0,0,1,1
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Hunters,S0125056HUNM/L,60053961,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,0,0,0,1,1
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Hunters,S0125056HUNXS/S,60053960,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,1.0,4.0,1.0,0,6
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Lime,S0125056LIMXS/S,60053957,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,1.0,1.0,2.0,1,5
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Lime,S0125056LIMM/L,60053958,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,2.0,2.0,0,1,5
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Rust,S0125056RUSTM/L,60053964,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,0,0,2.0,0,2
S0125056,Safari Tiwa Shirred Midi Dress,Safari Tiwa Shirred Midi Dress - Rust,S0125056RUSTXS/S,60053963,Safari,Dresses,Midi & Capri Dresses,Retired,5800.0,0,1.0,2.0,2,5
S0223023,Safari Nimali Ruffle Sleeve Top,Safari Nimali Ruffle Sleeve Top - Jura Print,S0223023PR3L,60045007,Safari,Tops,Midriff & Crop Tops,Retired,850.0,0,0,0,1,1
S0223023,Safari Nimali Ruffle Sleeve Top,Safari Nimali Ruffle Sleeve Top - Neba Print,S0223023PR5M,60045071,Safari,Tops,Midriff & Crop Tops,Retired,850.0,0,0,1.0,0,1
S0223023,Safari Nimali Ruffle Sleeve Top,Safari Nimali Ruffle Sleeve Top - Shama Print,S0223023PR4M,60045075,Safari,Tops,Midriff & Crop Tops,Retired,2050.0,0,0,1.0,0,1
S0223033,Safari Nimali 3/4 Sleeve Maxi Dress,Safari Kitenge 3/4 sleeve Maxi Dress - Sipo Print,S0223033PR104X,60043101,Safari,Dresses,Maxi Dresses,Retired,4850.0,0,0,0,1,1
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari Mali Bishop Sleeve Tent Dress - Black,S0223179BLAL,60029812,Safari,Dresses,Knee Length Dresses,Retired,3600.0,0,1.0,0,1,2
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari Mali Bishop Sleeve Tent Dress - Black,S0223179BLAM,60029811,Safari,Dresses,Knee Length Dresses,Retired,3600.0,0,0,0,1,1
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari Mali Bishop Sleeve Tent Dress - Teal,S0223179TEAL,60038899,Safari,Dresses,Knee Length Dresses,Retired,5950.0,0,3.0,0,0,3
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari Mali Bishop Sleeve Tent Dress - Teal,S0223179TEA1X,60038900,Safari,Dresses,Knee Length Dresses,Retired,5950.0,0,1.0,0,1,2
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari Mali Bishop Sleeve Tent Dress - Teal,S0223179TEAM,60038898,Safari,Dresses,Knee Length Dresses,Retired,5950.0,0,3.0,0,1,4
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Black,S0223180BLAM,60039155,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,3.0,0,1,4
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Black,S0223180BLA3X,60039363,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,0,0,1,1
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Black,S0223180BLA1X,60039157,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,1.0,0,1,2
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Black,S0223180BLAS,60039154,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,3.0,0,1,4
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Black,S0223180BLAL,60039156,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,1.0,1,1,3
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Khaki,S0223180KHAL,60039161,Safari,Dresses,Knee Length Dresses,Retired,3500.0,0,3.0,0,1,4
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Khaki,S0223180KHAS,60039159,Safari,Dresses,Knee Length Dresses,Retired,3500.0,0,2.0,0,1,3
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Khaki,S0223180KHA1X,60039162,Safari,Dresses,Knee Length Dresses,Retired,3500.0,0,2.0,0,0,2
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Khaki,S0223180KHAM,60039160,Safari,Dresses,Knee Length Dresses,Retired,3500.0,0,6.0,0,1,7
S0223180,Safari Mali Bishop Sleeve Shirt Dress,Safari Mali Bishop Sleeve Shirt Dress - Khaki,S0223180KHA3X,60039417,Safari,Dresses,Knee Length Dresses,Retired,3500.0,0,0,0,1,1
S0223186,Safari Kaya Long Sleeve Shirt Dress,Safari Kaya Long Sleeve Shirt Dress - Navy,S0223186NAVYM,60044376,Safari,Dresses,Knee Length Dresses,Retired,5950.0,1.0,0,0,0,1
S0223186,Safari Kaya Long Sleeve Shirt Dress,Safari Kaya Long Sleeve Shirt Dress - Peach,S0223186PEAM,60015493,Safari,Dresses,Knee Length Dresses,Retired,4150.0,0,0,0,1,1
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari Kaya Sleeveless Tent Shirt Dress - Black,S0224135BLAM,60047206,Safari,Dresses,Knee Length Dresses,Retired,5750.0,0,1.0,0,1,2
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari Kaya Sleeveless Tent Shirt Dress - Black,S0224135BLAL,60047207,Safari,Dresses,Knee Length Dresses,Retired,5750.0,0,0,0,1,1
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari Kaya Sleeveless Tent Shirt Dress - Blue,S0224135BLUM,60032295,Safari,Dresses,Knee Length Dresses,Retired,2850.0,0,0,0,1,1
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari Kaya Sleeveless Tent Shirt Dress - Taupe,S0224135TAUL,60032301,Safari,Dresses,Knee Length Dresses,Retired,4050.0,0,0,0,1,1
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Black,S0224181BLAXS/S,60034993,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,4.0,0,1,5
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Black,S0224181BLAM/L,60034994,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,0,0,1,1
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Black,S0224181BLA1X/2X,60034995,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,1.0,0,1,2
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Hunters Green,S0224181HGNXS/S,60034997,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,6.0,0,2,8
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Hunters Green,S0224181HGN1X/2X,60034999,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,0,0,2,2
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Hunters Green,S0224181HGNM/L,60034998,Safari,Outerwear,Jackets & Coats,Retired,5550.0,0,0,0,1,1
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Navy Blue,S0224181NABM/L,60035002,Safari,Outerwear,Jackets & Coats,Retired,2250.0,0,1.0,0,1,2
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari Kamari Long Sleeve Drawstring Shacket - Navy Blue,S0224181NAB1X/2X,60035003,Safari,Outerwear,Jackets & Coats,Retired,2250.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Baby Blue,S0224190BABS,60036222,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,1.0,0,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Baby Blue,S0224190BABL,60036224,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,1.0,0,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Baby Blue,S0224190BAB2X,60036226,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Baby Blue,S0224190BAB3X,60036227,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Baby Blue,S0224190BABXS,60036221,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,1.0,0,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Beige,S0224190BEIL,60036232,Safari,Tops,Fitted Tops,Retired,650.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Beige,S0224190BEIXS,60036229,Safari,Tops,Fitted Tops,Retired,650.0,0,1.0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Light Blue,S0224190LBLUXS,60035200,Safari,Tops,Fitted Tops,Retired,1150.0,0,1.0,1.0,1,3
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Light Blue,S0224190LBLU4X,60035207,Safari,Tops,Fitted Tops,Retired,1150.0,0,1.0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Light Blue,S0224190LBLUL,60035203,Safari,Tops,Fitted Tops,Retired,1150.0,0,1.0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Light Blue,S0224190LBLU3X,60035206,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Navy Blue,S0224190NABXS,60035208,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,2.0,0,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Navy Blue,S0224190NABS,60035209,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Navy Blue,S0224190NAB3X,60035214,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,2,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Navy Blue,S0224190NAB4X,60035215,Safari,Tops,Fitted Tops,Retired,1150.0,1.0,1.0,0,1,3
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Navy Blue,S0224190NAB1X,60035212,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,1.0,0,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Orange,S0224190ORAS,60036214,Safari,Tops,Fitted Tops,Retired,3050.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Orange,S0224190ORAM,60036215,Safari,Tops,Fitted Tops,Retired,3050.0,0,1.0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Orange,S0224190ORAL,60036216,Safari,Tops,Fitted Tops,Retired,3050.0,0,1.0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Orange,S0224190ORA3X,60036219,Safari,Tops,Fitted Tops,Retired,3050.0,1.0,0,0,0,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Rust Orange,S0224190RUSXS,60035216,Safari,Tops,Fitted Tops,Retired,1150.0,0,0,0,1,1
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Rust Orange,S0224190RUS4X,60035219,Safari,Tops,Fitted Tops,Retired,1150.0,1.0,0,0,1,2
S0224190,Safari Kamari Halter Shirt,Safari Kamari Halter Shirt - Rust Orange,S0224190RUSL,60035163,Safari,Tops,Fitted Tops,Retired,1150.0,0,1.0,0,1,2
S0224193,Safari Kamari Cotton Shorts,Safari Kamari Cotton Shorts - Olive Green,S0224193OLGL,60037649,Safari,Bottoms,Shorts & Skorts,Retired,1650.0,0,0,0,1,1
S0224193,Safari Kamari Cotton Shorts,Safari Kamari Cotton Shorts - Olive Green,S0224193OLG1X,60037650,Safari,Bottoms,Shorts & Skorts,Retired,1650.0,1.0,0,0,0,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Black,S0224196BLAM,60035289,Safari,Bottoms,Full Length Pants,Retired,4750.0,0,0,0,1,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Black,S0224196BLAL,60035290,Safari,Bottoms,Full Length Pants,Retired,4750.0,0,0,0,1,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Hunters Green,S0224196HGNM,60035297,Safari,Bottoms,Full Length Pants,Retired,2900.0,2.0,0,0,0,2
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Hunters Green,S0224196HGN4X,60035302,Safari,Bottoms,Full Length Pants,Retired,2900.0,0,0,1,0,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Navy Blue,S0224196NAB1X,60035307,Safari,Bottoms,Full Length Pants,Retired,1450.0,0,0,1,0,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Navy Blue,S0224196NABS,60035304,Safari,Bottoms,Full Length Pants,Retired,1450.0,0,0,1.0,0,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - Navy Blue,S0224196NABXS,60035303,Safari,Bottoms,Full Length Pants,Retired,1450.0,0,0,1.0,0,1
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - White,S0224196WHIL,60047236,Safari,Bottoms,Full Length Pants,Retired,4750.0,6.0,0,2.0,0,8
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - White,S0224196WHIM,60047235,Safari,Bottoms,Full Length Pants,Retired,4750.0,0,0,1,2,3
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - White,S0224196WHIS,60047234,Safari,Bottoms,Full Length Pants,Retired,4750.0,2.0,0,3.0,0,5
S0224196,Safari Kamari Wide Leg Pants,Safari Kamari Wide Leg Pants - White,S0224196WHI1X,60047237,Safari,Bottoms,Full Length Pants,Retired,4750.0,3.0,0,1,0,4
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHCL,60037217,Safari,Skirts,Short & Mini Skirts,Retired,250.0,0,0,1.0,0,1
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHCS,60037215,Safari,Skirts,Short & Mini Skirts,Retired,250.0,1.0,2.0,0,0,3
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHC1X,60037218,Safari,Skirts,Short & Mini Skirts,Retired,250.0,0,0,1.0,1,2
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHCM,60037216,Safari,Skirts,Short & Mini Skirts,Retired,250.0,0,0,1.0,1,2
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHC3X,60037220,Safari,Skirts,Short & Mini Skirts,Retired,250.0,0,0,0,1,1
S0224199,Safari Kamari Mini Skirt,Safari Kamari Mini Skirt - White Cloud,S0224199WHC4X,60037221,Safari,Skirts,Short & Mini Skirts,Retired,250.0,1.0,5.0,0,1,7
S0322128,Safari Tawi Off Shoulder Knee Length Dress,Safari Tawi Off Shoulder Knee Length Dress - Mustard(Plain Belt),S0322128MUSPB1X,60034386,Safari,Dresses,Knee Length Dresses,Retired,450.0,0,2.0,0,0,2
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari Tawi Bishop Sleeve Tiered Dress - Black,S0322133BLAL,60016888,Safari,Dresses,Knee Length Dresses,Retired,5550.0,1.0,0,0,0,1
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari Tawi Bishop Sleeve Tiered Dress - Orange,S0322133ORAL,60052362,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,0,1.0,0,1
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari Tawi Bishop Sleeve Tiered Dress - Orange,S0322133ORA1X,60052363,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,0,2.0,0,2
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari Tawi Bishop Sleeve Tiered Dress - Orange,S0322133ORAM,60052361,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,0,0,1,1
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari Tawi Bishop Sleeve Tiered Dress - Orange,S0322133ORAS,60052360,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,0,1.0,0,1
S0322135,Safari Tawi Shirt Collar Bishop Sleeve Tiered Dress,Safari Tawi Shirt Collar Bishop Sleeve Tiered Dress - Khaki,S0322135KHA1X,60034799,Safari,Dresses,Knee Length Dresses,Retired,2800.0,2.0,0,0,1,3
S0322138,Safari Tawi Flounce Tent Dress,Safari Tawi Flounce Tent Dress - Lime Green,S0322138LGNXL,60016152,Safari,Dresses,Knee Length Dresses,Retired,4950.0,0,1.0,0,0,1
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Black,S0325016BLAM,60052668,Safari,Tops,Loose Tops,Retired,1150.0,0,0,1.0,0,1
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Black,S0325016BLAS,60052667,Safari,Tops,Loose Tops,Retired,1150.0,0,0,0,1,1
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Lime,S0325016LIM1X,60052666,Safari,Tops,Loose Tops,Retired,1150.0,0,0,1,1,2
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Lime,S0325016LIML,60052665,Safari,Tops,Loose Tops,Retired,1150.0,0,0,2,0,2
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Lime,S0325016LIMM,60052664,Safari,Tops,Loose Tops,Retired,1150.0,0,1.0,2,1,4
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - White,S0325016WHIS,60052659,Safari,Tops,Loose Tops,Retired,850.0,0,0,1,0,1
S0325016,Safari Tawi Off-Shoulder Top,Safari Tawi Off-Shoulder Top - Yellow,S0325016YELM,60052672,Safari,Tops,Loose Tops,Retired,1150.0,0,0,1,0,1
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - Black,S0325031BLAM,60053950,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,3.0,1.0,0,4
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - Black,S0325031BLAS,60053949,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,4.0,2.0,1,7
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - Rust,S0325031RUSTM,60053954,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,0,0,1,1
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - Rust,S0325031RUSTL,60053955,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,1.0,0,1,2
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - Rust,S0325031RUSTS,60053953,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,3.0,0,1,4
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - White,S0325031WHIM,60053946,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,0,0,1,1
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - White,S0325031WHI1X,60053948,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,0,1.0,1,2
S0325031,Safari Tiwa Barell Pants,Safari Tiwa Barell Pants - White,S0325031WHIS,60053945,Safari,Bottoms,Full Length Pants,Retired,5400.0,0,0,1.0,1,2
S0325033,Safari Tiwa Straight Leg Pants,Safari Tiwa Straight Leg Pants - Black,S0325033BLA1X,60053900,Safari,Bottoms,Full Length Pants,Retired,3350.0,0,0,0,1,1
S0325033,Safari Tiwa Straight Leg Pants,Safari Tiwa Straight Leg Pants - Rust,S0325033RUSTL,60053891,Safari,Bottoms,Full Length Pants,Retired,4800.0,0,0,2.0,1,3
S0325033,Safari Tiwa Straight Leg Pants,Safari Tiwa Straight Leg Pants - Rust,S0325033RUSTS,60053889,Safari,Bottoms,Full Length Pants,Retired,4800.0,1.0,0,2.0,1,4
S0325033,Safari Tiwa Straight Leg Pants,Safari Tiwa Straight Leg Pants - Rust,S0325033RUST1X,60053892,Safari,Bottoms,Full Length Pants,Retired,4800.0,0,0,1.0,0,1
