Style Number,Style Name,Product Name (with color),SKU,Barcode,Brand,Category,Subcategory,Status,Original Price,Warehouse,Retired Location,Stores,Online,Total SOH
S0525005,Shiv & Shikie X Safari Faux Collar Printed Shirt,Shiv & Shikie X Safari Faux Collar Printed Shirt - Grey/Black Ezi Print,S0525005PR11X/2X,60056096,Third Party Brands,Tops,Midriff & Crop Tops,Retired,2800.0,0,0,0,1,1
S0525005,Shiv & Shikie X Safari Faux Collar Printed Shirt,Shiv & Shikie X Safari Faux Collar Printed Shirt - Grey/Black Ezi Print,S0525005PR1M/L,60056095,Third Party Brands,Tops,Midriff & Crop Tops,Retired,2800.0,2.0,4.0,0,2,8
S0525005,Shiv & Shikie X Safari Faux Collar Printed Shirt,Shiv & Shikie X Safari Faux Collar Printed Shirt - Taupe/Black Ezi Print,S0525005PR2XS/S,60056102,Third Party Brands,Tops,Midriff & Crop Tops,Retired,2800.0,0,0,0,1,1
S0525067,Safari Tara Crop Shacket,Safari Tara Crop Shacket - Black / Yellow Fali Print,S0525067PR4M,60056591,Safari,Outerwear,Jackets & Coats,Retired,2650.0,0,0,0,1,1
S0525068,Safari Tara Barell Pants,Safari Tara Barrel Pants - Navy / White Print,S0525068PR1S,60056027,Safari,Bottoms,Full Length Pants,Retired,3350.0,1.0,0,0,0,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Maroon / Pink Ara Print,S0525069PR1M,60056477,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,1.0,0,1,2
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Maroon / Pink Ara Print,S0525069PR1S,60056476,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,S0525069PR2S,60056481,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,1.0,0,1,2
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,S0525069PR2L,60056483,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,1.0,0,1,2
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,S0525069PR2M,60056482,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,2.0,0,1,3
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,S0525069PR2XS,60056480,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress - Peach / Blue Sara Print,S0525069PR21X,60056484,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress -Navy / Red Maya Print,S0525069PR3S,60056494,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,1.0,0,1,2
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress -Navy / Red Maya Print,S0525069PR3M,60056495,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress -Navy / Red Maya Print,S0525069PR31X,60056497,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0525069,Safari Tara Bishop Sleeve Dress,Safari Tara Bishop Sleeve Dress -Navy / Red Maya Print,S0525069PR3L,60056496,Safari,Dresses,Knee Length Dresses,Retired,6400.0,0,0,0,1,1
S0623035,Safari Hawi Cargo Pants,Safari Hawi Cargo Pants - Gold,S0623035GOLL,60032701,Safari,Bottoms,Full Length Pants,Retired,3650.0,0,0,0,2,2
S0623035,Safari Hawi Cargo Pants,Safari Hawi Cargo Pants - Light Navy,S0623035LINAL,60046369,Safari,Bottoms,Full Length Pants,Retired,5250.0,0,1.0,2.0,3,6
S0623035,Safari Hawi Cargo Pants,Safari Hawi Cargo Pants - Light Navy,S0623035LINAM,60046368,Safari,Bottoms,Full Length Pants,Retired,5250.0,0,2.0,1.0,1,4
S0623047,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Black,S0623047BLAXL,60024985,Safari,Dresses,Knee Length Dresses,Retired,3700.0,0,0,1.0,0,1
S0623047,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Coral,S0623047CORS,60024986,Safari,Dresses,Knee Length Dresses,Retired,5250.0,0,1.0,0,1,2
S0623047,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUL,60019749,Safari,Dresses,Knee Length Dresses,Retired,5250.0,0,2.0,0,1,3
S0623047,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUM,60019748,Safari,Dresses,Knee Length Dresses,Retired,5250.0,2.0,0,0,1,3
S0623047,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUS,60019747,Safari,Dresses,Knee Length Dresses,Retired,5250.0,0,0,0,1,1
S0623056,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,S0623056PR7M,60029074,Safari,Tops,Midriff & Crop Tops,Retired,650.0,0,1.0,0,1,2
S0623056,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,S0623056PR8S,60029548,Safari,Tops,Midriff & Crop Tops,Retired,960.0,0,0,0,3,3
S0623056,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,S0623056PR8M,60029549,Safari,Tops,Midriff & Crop Tops,Retired,960.0,0,2.0,0,3,5
S0623073,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Black / White Ankara Print,S0623073PR4S,60029873,Safari,Bottoms,Shorts & Skorts,Retired,1500.0,0,0,0,5,5
S0623073,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Green / Orange Print,S0623073PR6S,60030783,Safari,Bottoms,Shorts & Skorts,Retired,1050.0,1.0,0,0,1,2
S0623073,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,S0623073PR1S,60020944,Safari,Bottoms,Shorts & Skorts,Retired,1050.0,0,3.0,0,1,4
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - Hunters,S0624019HUNM,60041679,Safari,Tops,Men's Tops,Retired,4550.0,1.0,0,0,1,2
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - Hunters,S0624019HUNS,60041678,Safari,Tops,Men's Tops,Retired,4550.0,1.0,1.0,0,0,2
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - Hunters,S0624019HUNL,60041680,Safari,Tops,Men's Tops,Retired,4550.0,0,1.0,0,1,2
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - Hunters,S0624019HUN1X,60041681,Safari,Tops,Men's Tops,Retired,4550.0,0,1.0,1.0,1,3
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - White,S0624019WHIS,60041683,Safari,Tops,Men's Tops,Retired,4400.0,0,0,0,1,1
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - White,S0624019WHI1X,60041686,Safari,Tops,Men's Tops,Retired,4400.0,0,1.0,0,1,2
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - White,S0624019WHIM,60041684,Safari,Tops,Men's Tops,Retired,4400.0,0,0,0,1,1
S0624019,Safari Savannah Men's Half Placket Shirt,Safari Savannah Men's Half Placket Shirt - White,S0624019WHIL,60041685,Safari,Tops,Men's Tops,Retired,4400.0,0,1.0,0,1,2
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Black,S0624022BLA(REG)L,60041663,Safari,Bottoms,Men's Bottoms,Retired,3900.0,0,0,2.0,0,2
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Black,S0624022BLA(REG)M,60041662,Safari,Bottoms,Men's Bottoms,Retired,3900.0,0,0,1.0,1,2
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Black,S0624022BLA(REG)1X,60041664,Safari,Bottoms,Men's Bottoms,Retired,3900.0,4.0,0,1.0,1,6
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Black,S0624022BLA(REG)S,60041661,Safari,Bottoms,Men's Bottoms,Retired,3900.0,0,0,2.0,1,3
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Hunters,S0624022(REG)HUNL,60041667,Safari,Bottoms,Men's Bottoms,Retired,1650.0,1.0,0,0,0,1
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Hunters,S0624022(REG)HUNS,60041665,Safari,Bottoms,Men's Bottoms,Retired,1650.0,1.0,0,2.0,0,3
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Regular) - Hunters,S0624022(REG)HUN1X,60041668,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,0,0,1,1
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Black,S0624022BLA(TAL)S,60041652,Safari,Bottoms,Men's Bottoms,Retired,1650.0,1.0,0,2.0,0,3
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Black,S0624022BLA(TAL)1X,60041655,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,1.0,4.0,1,6
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Black,S0624022BLA(TAL)L,60041654,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,0,2.0,0,2
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Black,S0624022BLA(TAL)M,60041653,Safari,Bottoms,Men's Bottoms,Retired,1650.0,1.0,1.0,0,1,3
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Hunters,S0624022HUN(TAL)S,60041656,Safari,Bottoms,Men's Bottoms,Retired,2800.0,0,2.0,1.0,2,5
S0624022,Safari Savannah Men's Drawstring Shorts (Regular),Safari Savannah Men's Drawstring Shorts (Tall) - Hunters,S0624022HUN(TAL)L,60041658,Safari,Bottoms,Men's Bottoms,Retired,2800.0,0,0,0,1,1
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Black,S0624027BLAS,60041696,Safari,Bottoms,Men's Bottoms,Retired,4800.0,1.0,2.0,1,1,5
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Black,S0624027BLAM,60041697,Safari,Bottoms,Men's Bottoms,Retired,4800.0,3.0,0,1,1,5
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Black,S0624027BLA1X,60041699,Safari,Bottoms,Men's Bottoms,Retired,4800.0,0,3.0,0,1,4
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Hunters,S0624027HUNS,60041700,Safari,Bottoms,Men's Bottoms,Retired,3400.0,0,0,1.0,0,1
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Hunters,S0624027HUN1X,60041703,Safari,Bottoms,Men's Bottoms,Retired,3400.0,0,0,0,2,2
S0624027,Safari Savannah Men's Straight Leg Pants,Safari Savannah Men's Straight Leg Pants - Hunters,S0624027HUNL,60041702,Safari,Bottoms,Men's Bottoms,Retired,3400.0,0,2.0,0,0,2
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Black,S0624028BLA1X,60041708,Safari,Outerwear,Jackets & Coats,Retired,1850.0,1.0,0,0,2,3
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Black,S0624028BLAL,60041707,Safari,Outerwear,Jackets & Coats,Retired,1850.0,0,0,0,1,1
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Black,S0624028BLAS,60041705,Safari,Outerwear,Jackets & Coats,Retired,1850.0,0,1.0,0,0,1
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Hunters,S0624028HUNL,60041712,Safari,Outerwear,Jackets & Coats,Retired,2650.0,0,0,1.0,2,3
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Hunters,S0624028HUNM,60041711,Safari,Outerwear,Jackets & Coats,Retired,2650.0,1.0,0,1.0,1,3
S0624028,Safari Savannah Men's Jacket,Safari Savannah Men's Jacket - Hunters,S0624028HUN1X,60041713,Safari,Outerwear,Jackets & Coats,Retired,2650.0,0,0,1.0,0,1
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,S0625014PR1S/M,60055848,Safari,Outerwear,Waterfalls & Kimonos,Retired,6400.0,0,2.0,0,1,3
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,S0625014PR1L/1X,60055849,Safari,Outerwear,Waterfalls & Kimonos,Retired,6400.0,0,1.0,0,1,2
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Off White / Navy Print,S0625014PR2S/M,60056238,Safari,Outerwear,Waterfalls & Kimonos,Retired,4450.0,1.0,0,0,1,2
S0625017,Shiv & Shikie X Safari Short Sleeve Shirt,Shiv & Shikie X Safari Short Sleeve Shirt - White,S0625017WHIL,60057051,Third Party Brands,Tops,Men's Tops,Retired,4800.0,0,0,1.0,0,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Beige,S0724009BEI1X,60051574,Safari,Tops,Fitted Tops,Retired,5250.0,0,1.0,0,1,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Beige,S0724009BEIM,60051572,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,2,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Beige,S0724009BEIXS,60051576,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,2,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Beige,S0724009BEIS,60051571,Safari,Tops,Fitted Tops,Retired,5250.0,0,2.0,0,1,3
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Hunters,S0724009HUNM,60051568,Safari,Tops,Fitted Tops,Retired,5250.0,0,3.0,0,1,4
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Hunters,S0724009HUNL,60051569,Safari,Tops,Fitted Tops,Retired,5250.0,0,1.0,0,0,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Hunters,S0724009HUNXS,60051575,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,2,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Hunters,S0724009HUNS,60051567,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,3,3
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Hunters,S0724009HUN1X,60051570,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,1,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Mustard,S0724009MUSL,60043037,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,3,3
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Mustard,S0724009MUS1X,60043760,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,2,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Mustard,S0724009MUSS,60043035,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,1,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Mustard,S0724009MUSM,60043036,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,2,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Rust,S0724009RSTS,60043045,Safari,Tops,Fitted Tops,Retired,5250.0,1.0,0,0,1,2
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Rust,S0724009RSTM,60043046,Safari,Tops,Fitted Tops,Retired,5250.0,0,2.0,0,1,3
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - Rust,S0724009RSTL,60043047,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,1,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - White,S0724009WHIM,60043057,Safari,Tops,Fitted Tops,Retired,5250.0,2.0,0,0,2,4
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - White,S0724009WHIL,60043039,Safari,Tops,Fitted Tops,Retired,5250.0,0,0,0,1,1
S0724009,Safari Savannah Wrap Top,Safari Savannah Wrap Top - White,S0724009WHIS,60043038,Safari,Tops,Fitted Tops,Retired,5250.0,0,1.0,0,1,2
S0724014,Safari Savannah Front Slit Midi Skirt,Safari Savannah Front Slit Midi Skirt - Ashai Print,S0724014ASHS,60043109,Safari,Skirts,Midi & Capri Skirts,Retired,5550.0,0,1.0,0,1,2
S0724014,Safari Savannah Front Slit Midi Skirt,Safari Savannah Front Slit Midi Skirt - Ashai Print,S0724014ASHL,60043865,Safari,Skirts,Midi & Capri Skirts,Retired,5550.0,0,2.0,0,1,3
S0724014,Safari Savannah Front Slit Midi Skirt,Safari Savannah Front Slit Midi Skirt - Ashai Print,S0724014ASHM,60043110,Safari,Skirts,Midi & Capri Skirts,Retired,5550.0,0,1.0,0,0,1
S0724016,Safari Savannah Men's Long Sleeve Shirt,Safari Savannah Men's Long Sleeve Shirt - White,S0724016WHI1X,60041695,Safari,Tops,Men's Tops,Retired,1850.0,0,1.0,0,1,2
S0724016,Safari Savannah Men's Long Sleeve Shirt,Safari Savannah Men's Long Sleeve Shirt - White,S0724016WHIM,60041693,Safari,Tops,Men's Tops,Retired,1850.0,0,0,0,1,1
S0724016,Safari Savannah Men's Long Sleeve Shirt,Safari Savannah Men's Long Sleeve Shirt - White,S0724016WHIS,60041692,Safari,Tops,Men's Tops,Retired,1850.0,0,2.0,0,2,4
S0724084,Safari Savannah Kitenge Chinese Collar Shirt,Safari Savannah Kitenge Chinese Collar Shirt - Shama Print,S0724084PR2XL,60043874,Safari,Tops,Fitted Tops,Retired,3200.0,0,0,0,1,1
S0724084,Safari Savannah Kitenge Chinese Collar Shirt,Safari Savannah Kitenge Chinese Collar Shirt - Shama Print,S0724084PR2M,60043873,Safari,Tops,Fitted Tops,Retired,3200.0,0,1.0,0,1,2
S0724084,Safari Savannah Kitenge Chinese Collar Shirt,Safari Savannah Kitenge Chinese Collar Shirt - Shama Print,S0724084PR2L,60045664,Safari,Tops,Fitted Tops,Retired,3200.0,0,0,0,2,2
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - Mustard,S0724088MTDM,60043021,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,0,0,0,1,1
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - Mustard,S0724088MTDS,60043020,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,3.0,0,0,1,4
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - Rust,S0724088RSTL,60043431,Safari,Dresses,Midi & Capri Dresses,Retired,6450.0,0,0,0,1,1
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - White,S0724088WHIS,60051559,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,1.0,0,1.0,0,2
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - White,S0724088WHIM,60051560,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,0,0,0,1,1
S0724088,Safari Savannah Midi Wrap Dress,Safari Savannah Midi Wrap Dress - White,S0724088WHIXL,60051561,Safari,Dresses,Midi & Capri Dresses,Retired,9250.0,0,0,0,1,1
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - Beige,S0724125BEIM,60041670,Safari,Tops,Men's Tops,Retired,5950.0,0,3.0,1.0,2,6
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - Beige,S0724125BEI1X,60041672,Safari,Tops,Men's Tops,Retired,5950.0,1.0,2.0,0,5,8
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - Beige,S0724125BEIL,60041671,Safari,Tops,Men's Tops,Retired,5950.0,0,2.0,2.0,1,5
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - Beige,S0724125BEIS,60041669,Safari,Tops,Men's Tops,Retired,5950.0,0,3.0,1.0,0,4
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - White,S0724125WHIM,60041675,Safari,Tops,Men's Tops,Retired,4200.0,0,3.0,0,2,5
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - White,S0724125WHIL,60041676,Safari,Tops,Men's Tops,Retired,4200.0,0,0,1.0,1,2
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - White,S0724125WHIS,60041674,Safari,Tops,Men's Tops,Retired,4200.0,0,0,0,2,2
S0724125,Safari Savannah Men's Short Sleeve Shirt,Safari Savannah Men's Short Sleeve Shirt - White,S0724125WHI1X,60041677,Safari,Tops,Men's Tops,Retired,4200.0,0,0,1.0,1,2
S0724127,Safari Njano Wide Leg Pants,Safari Njano Wide Leg Pants - Shama Print,S0724127PR13X,60045082,Safari,Bottoms,Full Length Pants,Retired,3400.0,0,0,0,1,1
S0724127,Safari Njano Wide Leg Pants,Safari Njano Wide Leg Pants - Shama Print,S0724127PR14X,60045083,Safari,Bottoms,Full Length Pants,Retired,3400.0,0,0,0,2,2
S0724127,Safari Njano Wide Leg Pants,Safari Njano Wide Leg Pants - Shama Print,S0724127PR11X,60044541,Safari,Bottoms,Full Length Pants,Retired,3400.0,0,0,0,1,1
S0724130,Safari Njano Tie Front Wide Top,Safari Njano Tie Front Wide Top - White,S0724130WHIS/M,60044284,Safari,Tops,Loose Tops,Retired,2350.0,0,1.0,0,0,1
S0724130,Safari Njano Tie Front Wide Top,Safari Njano Tie Front Wide Top - White,S0724130WHIL/1X,60044285,Safari,Tops,Loose Tops,Retired,2350.0,0,0,0,1,1
S0724137,Safari Njano Front Drawstring Tunic Top,Safari Njano Front Drawstring Tunic Top - Hunters Green,S0724137HGRNXS/S,60047472,Safari,Tops,Loose Tops,Retired,3450.0,0,1.0,1.0,1,3
S0824026,Safari Njano Mens Bound Neck Shirt,Safari Njano Mens Bound Neck Shirt - Hunters,S0824026HUNTS,60044593,Safari,Tops,Men's Tops,Retired,1550.0,0,0,1.0,0,1
S0824026,Safari Njano Mens Bound Neck Shirt,Safari Njano Mens Bound Neck Shirt - White,S0824026WHTS,60044598,Safari,Tops,Men's Tops,Retired,2950.0,0,0,1.0,0,1
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Hunters Green,S0824028HGNM,60044509,Safari,Bottoms,Men's Bottoms,Retired,4800.0,1.0,1.0,0,1,3
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Hunters Green,S0824028HGNS,60044508,Safari,Bottoms,Men's Bottoms,Retired,4800.0,1.0,0,0,1,2
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Hunters Green,S0824028HGN1X,60044511,Safari,Bottoms,Men's Bottoms,Retired,4800.0,1.0,0,0,0,1
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Hunters Green,S0824028HGNL,60044510,Safari,Bottoms,Men's Bottoms,Retired,4800.0,1.0,0,0,1,2
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Rust,S0824028RUSS,60044512,Safari,Bottoms,Men's Bottoms,Retired,2050.0,0,1.0,0,1,2
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Rust,S0824028RUSM,60044513,Safari,Bottoms,Men's Bottoms,Retired,2050.0,1.0,1.0,0,0,2
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Rust,S0824028RUS1X,60044515,Safari,Bottoms,Men's Bottoms,Retired,2050.0,1.0,1.0,0,1,3
S0824028,Safari Njano Men's Easy Fit Pants,Safari Njano Men's Easy Fit Pants - Rust,S0824028RUSL,60044514,Safari,Bottoms,Men's Bottoms,Retired,2050.0,2.0,1.0,2.0,1,6
S0824029,Safari Njano Men's Straight Leg Pants,Safari Njano Men's Straight Leg Pants - Himo,S0824029PR32X,60049668,Safari,Bottoms,Men's Bottoms,Retired,6250.0,0,0,0,1,1
S0824029,Safari Njano Men's Straight Leg Pants,Safari Njano Men's Straight Leg Pants - Himo,S0824029PR3L,60049666,Safari,Bottoms,Men's Bottoms,Retired,6250.0,0,1.0,1.0,1,3
S0824029,Safari Njano Men's Straight Leg Pants,Safari Njano Men's Straight Leg Pants - Himo,S0824029PR31X,60049667,Safari,Bottoms,Men's Bottoms,Retired,6250.0,0,0,0,2,2
S0824029,Safari Njano Men's Straight Leg Pants,Safari Njano Men's Straight Leg Pants - Obu Print,S0824029PR2L,60044497,Safari,Bottoms,Men's Bottoms,Retired,6250.0,0,3.0,0,1,4
S0824029,Safari Njano Men's Straight Leg Pants,Safari Njano Men's Straight Leg Pants - Obu Print,S0824029PR21X-OBU,60044498,Safari,Bottoms,Men's Bottoms,Retired,6250.0,1.0,0,0,0,1
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Hunters Green,S0824030HGN1X,60044519,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,0,0,1,1
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Hunters Green,S0824030HGNL,60044518,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,1.0,2.0,1,4
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Hunters Green,S0824030HGNS,60044516,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,0,1.0,1,2
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Hunters Green,S0824030HGNM,60044517,Safari,Bottoms,Men's Bottoms,Retired,1650.0,0,0,2.0,0,2
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Rust,S0824030RUSS,60044520,Safari,Bottoms,Men's Bottoms,Retired,1150.0,0,0,1.0,2,3
S0824030,Safari Njano Men's Knee Length Shorts,Safari Njano Men's Knee Length Shorts - Rust,S0824030RUSM,60044521,Safari,Bottoms,Men's Bottoms,Retired,1150.0,0,4.0,1.0,1,6
