product_name,barcode,sku,price,retired_qty
Vivo Chela Tank Top in Stretch Rib - Lilac,60066371,V0225026LIL2X,1500,1
Vivo Chesi V-neck Jumpsuit - Deep Teal,60039077,V0424130DTEA1X,2650,1
Vivo Chesi Wide Leg Pants - Rust / Black Hesi Print,60040356,V0424124PR31X,2750,1
Vivo Chesi Wide Leg Pants - Rust / Black Hesi Print,60040353,V0424124PR3S,2750,1
Vivo Chiffon Shorts - Black,60053197,V0325072BLA1X,3550,1
Vivo Chiffon Shorts - Navy,60053201,V0325072NAV1X,3550,1
Vivo Chiffon Shorts - Navy,60053200,V0325072NAVL,3550,1
Vivo Cotton 3/4 Sleeve Wrap Top - Sea Green,60060460,V0925065SGNS,3900,1
Vivo Cowl Camisole - Black,60035491,V0424158BLAL,1300,1
Vivo Cowl Camisole - Khaki,60035502,V0424158KHA3X,1050,1
Vivo Dalia Off Shoulder Jumpsuit - Cream / Orange Alia Print,60050523,V0322047PR18L/1X,2050,1
Vivo Dalia Sleeveless Gathered Dress In Cotton - Maroon Multicolor Print,60064690,V0226020PR4L,5500,1
Vivo Dalia Sleeveless Gathered Dress In Cotton - Purple Multicolor Print,60064695,V0226020PR5L,5500,1
Vivo Dalia Sleeveless Gathered Dress In Cotton - Purple Multicolor Print,60064694,V0226020PR5M,5500,1
Vivo Dalia Sleeveless Tie Midi Dress in Print Cotton - Olive Multicolor Print ,60065714,V0226035PR4L,6500,1
Vivo Diella 3/4 Sleeve Pleated Dress SD - Mulberry,60057401,V0625028MULS-SD,3900,1
Vivo Diella V-Neck Jumpsuit - Cream / Black Print,60056246,V0525076PR2L,2350,1
Vivo Diella Wide Leg Pants in Crepe - Navy,60056170,V0625016NAVS,3150,1
Vivo Drop Shoulder Shirt in Organza - Off White,60065786,RE0226001OWHI1X,3900,1
Vivo Drop Shoulder Shirt in Organza - Off White,60065785,RE0226001OWHIL,3900,1
Vivo Drop Shoulder Shirt in Organza - Off White,60065784,RE0226001OWHIM,3900,1
Vivo Drop Shoulder Top in Cotton - White,60064842,V0126043WHI1X/2X,3900,1
Vivo Dua 3/4 Sleeved V Neck Shirt in Crepe - Beige,60066083,V0121167BEIXS/S,3500,1
Vivo Dua Dolman Top - Brown,60039127,V0424127BROM/L,1450,1
Vivo Dua Long Bishop Sleeve Top - Taupe Textured,60029859,V0523147TAUTL,1050,1
Vivo Dua Satin Bishop Sleeve Top - Mole Dusty,60052478,V1223014MODUM,2450,1
Vivo Essentials Biker Shorts - Black,60021860,VE0002BLK2X,1750,1
Vivo Essentials Biker Shorts - Mulberry,60021871,VE0002MULXS,1750,1
Vivo Essentials Bodycon - Orange,90000654,VE0008ORA3X,3950,1
Vivo Essentials Bodycon - White,90000661,VE0008WHI3X,3950,1
Vivo Essentials Strappy Cold Shoulder Top - Black,90001703,VE0009BLAS/M,2600,1
Vivo Essentials Tank Top - Mulberry,90000501,VE0001MUL4X,1550,1
Vivo Essentials Tank Top - White,90000528,VE0001WHI4X,1550,1
Vivo Essentials Tank Top - Yellow,90000533,VE0001YEL2X,750,1
Vivo Essi Front Slit Maxi Top In Satin - Orange,60063949,V0725016ORAF,5500,1
Vivo Essi Front Slit Maxi Top In Satin - White,60063952,V0725016WHIF,5500,1
Vivo Essi Wide Leg Pants In Satin - Red,60063592,V0725022RED1X,4900,1
Vivo Essi Wide Leg Pants In Satin - Red,60063591,V0725022REDL,4900,1
Vivo Everyday Cap Sleeve Top in Jersey - Olive,60060338,V1120036OLIL,2200,1
Vivo Everyday Cap Sleeve Top in Jersey - Olive,60060336,V1120036OLIS,2200,1
Vivo Fahari 3/4 Sleeve Shirred Shirt - Dark Mustard,60049792,V1122145DAML,3250,1
Vivo Fahari 3/4 Sleeve Shirred Shirt - Dark Mustard,60049790,V1122145DAMS,3250,1
Vivo Faraji Side Slit Leisure Pants - Hunters Green,60032177,V0122102HGNS,1250,1
Vivo Full Length Kimono - Keri,60049406,V0224241PR103X/4X,5900,1
Vivo Full Length Kimono - Maya,60049410,V0224241PR113X/4X,5900,1
Vivo Full Length Kimono - Maya,60049407,V0224241PR11XS/S,5900,1
Vivo Godet Midi Dress in Crepe - Olive,60066782,V0226044OLI1X,6900,1
Vivo Godet Midi Dress in Crepe - Olive,60066779,V0226044OLIS,6900,1
Vivo Golf Fly Front Shorts - Dark Taupe,60022815,V0823141DTAU4X,560,1
Vivo Hadiya Flounce Sleeve Maxi Dress - Pink,60043813,V0724094PINM,3050,1
Vivo Hadiya Flounce Sleeve Maxi Dress - Pink,60043812,V0724094PINS,3050,1
Vivo Hanabi High Low Top - Gold / Black Koto Print,60060243,V1223038PR8F,2750,1
Vivo Hanabi Tent Maxi Dress - Dark Rust / Black Lia Print,60054518,V1123113PR13M,4850,1
Vivo Hari Flared Sleeve Tunic - Green,60048516,V0924049GREEN1X,1550,1
Vivo Hooded Kimono With Elastic Cuff - Orange,60035230,V0424160ORA1X/2X,1950,1
Vivo Isabi Cowl Top - Black,60052940,V0125036BLAM,1750,1
Vivo Isabi Loose Top In Chiffon - Black,60063948,V0125039BLAF,3900,1
Vivo Iyana Bubble Midi Skirt - Black,60057604,V0625043BLAS,4050,1
Vivo Iyana Bubble Midi Skirt - Green / Pink Iya Print,60057611,V0625043PR11X,4050,1
Vivo Iyana Bubble Midi Skirt - Yellow / Lilac Iya Print,60057614,V0625043PR2L,4900,1
Vivo Iyana Bubble Sleeveless Top - Fuschia / Green Iya Print,60057863,V0625042PR2S,3900,1
Vivo Iyana Shirred Waist Jumpsuit in Crepe - Cream / Rust Azari Print,60065860,V0625050PR5L,6900,1
Vivo Iyana Shirred Waist Jumpsuit in Crepe - Cream / Yellow Azari Print,60065871,V0625050PR71X,6900,1
Vivo Iyana Shirred Waist Jumpsuit in Crepe - Dark Purple,60065875,V0625050DPURL,6900,1
Vivo Iyana Tank Top - White,60057511,V0625044WHI1X,1350,1
Vivo Iyana Tank Top - White,60057508,V0625044WHIS,1350,1
Vivo Iyana Wide Leg Pants - Black,60057818,V0625041BLA1X,4900,1
Vivo Iyana Wide Leg Pants - Navy,60057821,V0625041NAVL,4900,1
Vivo J.O V-Neck Sheath Dress - Navy Blue,50014557,V0621001NABM,4250,1
Vivo J.O V-Neck Sheath Dress - Wine Red,60055821,V0621001WIRL,4250,1
Vivo Jema High Slit Maxi Kimono - Black / Taupe,60041581,V0622009PR20M/L,2950,1
Vivo Jersey Drop Shoulder Top - Dark Green,60061468,V1125001DGRNM,2500,1
Vivo Jersey Drop Shoulder Top - Dark Purple,60061474,V1125001DPUR1X,2500,1
Vivo Jersey Drop Shoulder Top - Dark Purple,60061473,V1125001DPURL,2500,1
Vivo Jersey Halter Neck Tank Top - Green,60061784,V1125002GREE1X,1500,1
Vivo Joggers - Benue,90001556,VE0050BENM,2750,1
Vivo Joggers - Nile,90001575,VE0050NIL4X,2750,1
Vivo Joggers - Nile,90000174,VE0050NILXS,2750,1
Vivo Kala Long Sleeve Top - White,60040300,V0624077WHIM/L,1750,1
Vivo Kelemi 4.0 Halter Maxi Dress - Mustard,60053413,V0325042MUSL,2250,1
Vivo Kelemi 4.0 Kimono - Lilac / Olive Nashe Print,60053664,V0325041PR21X,6950,1
Vivo Kelemi 4.0 Kimono - Lilac / Olive Nashe Print,60053663,V0325041PR2L,6950,1
Vivo Kelemi 4.0 Kimono - Magenta,60053153,V0325041MAGS,4850,1
Vivo Kelemi 4.0 Kimono - Navy,60053164,V0325041NAV1X,4850,1
Vivo Kelemi 4.0 Kimono - Purple,60046587,V0325041PURS,6950,1
Vivo Kelemi 4.0 Sleeveless Top - Lilac / Magenta Nashe Print,60053221,V0325043PR11X,1450,1
Vivo Kelemi 4.0 Sleeveless Top - Lilac / Magenta Nashe Print,60053208,V0325043PR1S,1450,1
Vivo Kelemi 4.0 Sleeveless Top - Navy,60053206,V0325043NAVS,1150,1
Vivo Kelemi 4.0 Sleeveless Top - Navy / Mustard Nashe Print,60053680,V0325043PR31X,1450,1
Vivo Kelemi Flared Sleeve Kimono - Yellow / Green Lana Print,60047438,V0924046PR21X,4850,1
Vivo Kelemi Hooded Kimono - Mustard / Rust Leke Print,60039527,V0324082PR5L,4850,1
Vivo Kelemi Ruffle Sleeve Top - Yellow / Green Lana Print,60047488,V1024029PR2S,4550,1
Vivo Kitenge Infinity Jumpsuit - Zena,60038481,V0524181PR23X/4X,1950,1
Vivo Kitenge Midi Kimono - Shama Print,60042276,VE0049PR11X/2X,3450,1
Vivo Kitenge Strappy Tie Back Top - Obu,90004941,V0624025PR9L,2900,1
Vivo Kitenge Strappy Tie Back Top - Tana,60042621,V0624025PR6S,2050,1
Vivo Kitenge Wide Leg Pants - Juja,60050271,VE0032PR13L,4500,1
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,60059249,VE0032PR19S,4500,1
Vivo Kitenge Wide Leg Pants - Navy / Pink Bakari Print,60059238,VE0032PR16M,4500,1
Vivo Laika Long Sleeve Tie Top - White / Black Una Print,60050239,V0523184PR1S,2750,1
Vivo Lamu Knee Length Chiffon Dress - Navy,60052293,V1120033NAVS,2950,1
Vivo Leila 3/4 Sleeve Tent Knee Length Dress - Teal,60044606,V0423056TEALS,4950,1
Vivo Leila 3/4 Sleeve Tent Knee Length Dress - Teal,60044609,V0423056TEALXL,4950,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - Hunters,60044816,V0423055HUNT2X,4550,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - Hunters,60044700,V0423055HUNTXL,4550,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - Navy Blue,60047308,V0423055NABL,3150,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - Teal,60047314,V0423055TEA1X,3150,1
Vivo Leila Cap Sleeve Tent Knee Length Dress - White,60044707,V0423055WHIL,4550,1
Vivo Leila Cap Sleeved Tent Maxi Dress- Dark Brown,60060591,V0423053DBRN1X,6550,1
Vivo Leila Short Sleeve Bodycon - Burgundy,60045016,V0924074BURGS,3550,1
Vivo Leila Short Sleeve Bodycon - White,60045025,V0924074WHI1X,3550,1
Vivo Leila Short Sleeve Bodycon - White,60045024,V0924074WHIM,3550,1
Vivo Leila Short Waterfall - Dark Olive,60056852,V0423078DAOM/L,3700,1
Vivo Lena Sleeveless Top - Dark Mustard,60059195,V0825016DMUS,2500,1
Vivo Lena Sleeveless Top - Navy,60059200,V0825016NAVM,2500,1
Vivo Lena Sleeveless Top - Navy,60059199,V0825016NAVS,2500,1
Vivo Lindi High Low Dress In Ponte - Orange,60059554,V1120122ORA1X/2X,5500,1
Vivo Liora Drawstring Pants In Satin - Dark Mustard / Black Print,60063665,V0126019PR6M,4500,1
Vivo Liora Front Drawstring Kaftan Dress in Satin - Brown Textured Print,60062456,V1125039PR1F,6200,1
Vivo Liora Kaftan Top - Black,60061329,V1025018BLAXS/S,3900,1
Vivo Liora Kaftan Tunic Top - Light Pink,60062372,V1025019LPINF,4200,1
Vivo Liora Scooped Neck Tank Top in Crepe - Orange / Chocolate Yani Print,60066238,V0226005PR12X,2900,1
Vivo Liora Scooped Neck Tank Top in Crepe - Orange / Chocolate Yani Print,60066236,V0226005PR1L,2900,1
Vivo Liora Shorts - Black,60061668,V0925026BLAL,2500,1
Vivo Liora Strappy Culotte Jumpsuit - Dark Green / Tan Print,60061497,V1125023PR451X/2X,5500,1
Vivo Liora Strappy Culotte Jumpsuit - Dark Green / Tan Print,60061496,V1125023PR45M/L,5500,1
Vivo Liora Strappy Culotte Jumpsuit - Dark Green / Tan Print,60061495,V1125023PR45XS/S,5500,1
Vivo Liora Strappy Culotte Jumpsuit - Navy / Tan Print,60061498,V1125023PR46XS/S,5500,1
Vivo Long Sleeve Blazer - Savannah,90000353,VE0031SAVXS,3900,1
Vivo Lulu Bubble Sleeve Top - Fuschia,60061728,V1125005FUSL,3500,1
Vivo Lulu Cotton Barrel Pants - Black,60061744,V1125006BLA1X,4900,1
Vivo Lulu Cotton Barrel Pants - Black,60061742,V1125006BLAM,4900,1
Vivo Lulu Cotton Barrel Pants - Maroon,60061739,V1125006MAR1X,4900,1
Vivo Lulu Cotton Barrel Pants - Maroon,60061740,V1125006MAR2X,4900,1
Vivo Lulu Cotton Barrel Pants - Rust,60061635,V1125006RUSS,4900,1
Vivo Lulu Cotton Bubble Sleeveless Top - Black Flower Print,60061683,V1025004PR2L,3500,1
Vivo Lulu Cotton Bubble Sleeveless Top - Black Flower Print,60061682,V1025004PR2M,3500,1
Vivo Lulu Cotton Tent Mini Dress - Lilac,60063493,V1025002LILS,5900,1
Vivo Lulu Drawstring Top in Cotton - Light Orange,60061099,V1025053LORAS/M,3900,1
Vivo Mandla High Neck A-Line Dress - Grey,60045220,V0924042GREYS,950,1
Vivo Mandla High Neck A-Line Dress - Navy,60045224,V0924042NAVS,1900,1
Vivo Mandla Side Flap A-Line Dress - Beige / Rust Manla Print,60045466,V0924043PR7M,3800,1
Vivo Meli Puff Sleeve Shift Dress - Royal Blue,60049233,V1124145RBLUM,2950,1
Vivo Meli Ruffle Sleeve Top - Brown,60048333,V1124143BROM,3550,1
Vivo Meli Ruffle Sleeve Top - Grey,60048339,V1124143GRY1X,1350,1
Vivo Meli Ruffle Sleeve Top - Navy Blue,60048356,V1124143NABS,1250,1
Vivo Meli Sleeveless Coat - Black,60047622,V1124076BLA1X/2X,3250,1
Vivo Merika Knee Length Wrap Dress - Rust,60048688,V1024002RSTM,1650,1
Vivo Merika Satin Wrap Top - Navy,60053968,V1024048NAVM,3500,1
Vivo Merika Satin Wrap Top - Sea Green,60058782,V1024048SEGM,2450,1
Vivo Mini Dress - SAMPLE 1,40014345,V0720038SAM1,750,1
Vivo Mira Reversible Wrap Top - PEACH / BROWN FAN PRINT,60030611,V1123158PR1L,950,1
Vivo Mira Straight Leg Pants - Teal / Black Print,60054933,V1123154PR7S,3150,1
Vivo Mock Maxi Dress - Taupe,60040375,V0719553TAUL,3350,1
Vivo Mock Maxi Dress - Taupe,60040374,V0719553TAUM,3350,1
Vivo Must Have Shorts - Bukavu,60038328,V0224240PR3XS,2450,1
Vivo Must Have Shorts - Chari Print,60038343,V0224240PR44X-CHA,1250,1
Vivo Must Have Shorts - Hawi Print,90002116,V0224240PR2S,2450,1
Vivo Must Have Shorts - Lira Print,90002131,V0224240PR4XS-LIR,2450,1
Vivo Must Have Shorts - Sai,60042710,V0224240SAIL,2450,1
Vivo Must Have Shorts - Shama,60042716,V0224240SHAS,3550,1
Vivo Must Have Shorts - Tana Print,60034893,V0224240PR73X-TAN,950,1
Vivo Must Have Shorts - Tusi Print,90002154,V0224240PR54X-TUS,2450,1
Vivo Must Have Shorts in Zena Print,60034896,V0224240ZENS,1050,1
Vivo Nala Shift Dress - Olive,60033114,V0224204OLL,1950,1
Vivo Nala Shirt Dress - Dark Navy Blue,60048977,V0224125DNABL,5750,1
Vivo Nala Shirt Dress - Navy Blue,60048982,V0224125NAB1X,5750,1
Vivo Nala Shirt Dress - Navy Blue,60048981,V0224125NABL,5750,1
Vivo Nala Shirt Dress - Navy Blue,60048979,V0224125NABS,5750,1
Vivo Nala Shirt Dress - Teal,60033110,V0224125TEAL,5750,1
Vivo Nasinka Ruffle Sleeve Jumpsuit - Dark Mustard / Black Sinka Print,60040448,V0624032PR11X,5500,1
Vivo Nasinka V-Neck Maxi Dress - Black,60051946,V0724027BLAM,6950,1
Vivo Nasinka V-Neck Maxi Dress - Black,60052009,V0724027BLAS,6950,1
Vivo Nasinka V-Neck Maxi Dress - Fuschia,60051942,V0724027FUSM,4850,1
Vivo Nasinka V-Neck Maxi Dress - Fuschia,60051997,V0724027FUSS,4850,1
Vivo Naya Bishop Sleeve Shift Dress - White,60061211,V0925015WHIM,5500,1
Vivo Naya One Shoulder Flounce Jumpsuit - Pweza Print,60023365,V0823125PR2S,1100,1
Vivo Naya One Shoulder Flounce Top - Alizeti,60023617,V0823129PR11X,700,1
Vivo Naya One Shoulder Flounce Top - Tausi,60023620,V0823L129PR2L,700,1
Vivo Naya One Shoulder Flounce Top - Tawi,60023627,V0823129PR33X,700,1
Vivo Niari Boat Neck Dress - Black,60052790,V0325003BLA1X,4950,1
Vivo Niari Boat Neck Dress - Black,60052787,V0325003BLAS,4950,1
Vivo Niari Boat Neck Dress - Light Olive,60052782,V0325003LOLI1X,3550,1
Vivo Niari Full Length Pants - Dusty Green,60054643,V0525002DGRNL,1950,1
Vivo Niari Full Length Pants - Dusty Green,60054641,V0525002DGRNS,1950,1
Vivo Niari Full Length Pants - Grey,60054639,V0525002GREL,1950,1
Vivo Niari Full Length Pants - Olive Pinstripes,60054624,V0525002PR11X,3900,1
Vivo Niari Pleated Dress in Crepe - Dark Pink,60063332,V1025011DPI2X,4900,1
Vivo Niari Pleated Dress in Crepe - Dark Pink,60063329,V1025011DPIM,4900,1
Vivo Niari Shorts - Light Olive / White Stripes,60053004,V0225027PR1S,850,1
Vivo Niari Tent Dress - Grey,60063082,V0125070GRYS,4900,1
Vivo Niari straight leg Pants - Black,60053014,V0225011BLAM,3950,1
Vivo Niari straight leg Pants - Navy,60053124,V0225011NAVS,2750,1
Vivo Nimali Satin Blouse - Black,90001389,VE0057BLAL,2450,1
Vivo Nimali Satin Blouse - Mustard,90000457,VE0057MUSXS,2450,1
Vivo Nimali Satin Blouse - Orange,90001420,VE0057ORA3X,1450,1
Vivo Nimali Satin Halter Top - Dark Green,90001193,VE0054DAGR4X,1750,1
Vivo Nimali Satin Halter Top - Lilac,90001209,VE0054LIL4X,950,1
Vivo Nimali Satin Halter Top - Lilac,90001204,VE0054LILM,950,1
Vivo Nimali Satin Halter Top - Purple,90001212,VE0054PURM,1350,1
Vivo Nimali Satin Joggers,90001240,VE0055BROS,1450,1
Vivo Nimali Satin Joggers - Blue,90001239,VE0055BLU4X,1450,1
Vivo Nimali Satin Joggers - Blue,90001233,VE0055BLUS,1450,1
Vivo Nimali Satin Joggers - Gold,90001262,VE0055GOLM,1450,1
Vivo Nimali Satin Joggers - Gold,90001261,VE0055GOLS,1450,1
Vivo Nimali Satin Joggers - Grey,90001270,VE0055GREL,1450,1
Vivo Nimali Satin Joggers - Lilac,90001280,VE0055LIL3X,1450,1
Vivo Nimali Satin Joggers - Lilac,90001281,VE0055LIL4X,1450,1
Vivo Nimali Satin Joggers - Lilac,90001276,VE0055LILM,1450,1
Vivo Nimali Satin Joggers - Pink,90000212,VE0055PINXS,1450,1
Vivo Nimali Satin Joggers - Rust,90001301,VE0055RUS3X,1450,1
Vivo Nimali Satin Joggers - Rust,90001296,VE0055RUSS,1450,1
Vivo Nimali Satin Joggers - White,90000216,VE0055WHIXS,2050,1
Vivo Nimali Satin Shorts - Blue,90001312,VE0056BLUL,2950,1
Vivo Nimali Satin Shorts - Blue,90000225,VE0056BLUXS,2950,1
Vivo Nimali Satin Shorts - Brown,90001322,VE0056BRO3X,2950,1
Vivo Nimali Satin Shorts - Brown,90001318,VE0056BROM,2950,1
Vivo Nimali Satin Shorts - Brown,90001317,VE0056BROS,2950,1
Vivo Nimali Satin Shorts - Gold,90001342,VE0056GOL2X,2950,1
Vivo Nimali Satin Shorts - Gold,90001339,VE0056GOLM,2950,1
Vivo Nimali Satin Shorts - Grey,90001350,VE0056GRE3X,2950,1
Vivo Nimali Satin Shorts - Grey,90001351,VE0056GRE4X,2950,1
Vivo Nimali Satin Shorts - Grey,90001345,VE0056GRES,2950,1
Vivo Nimali Satin Shorts - Lilac,90001358,VE0056LIL4X,2950,1
Vivo Nimali Satin Shorts - Pink,90001365,VE0056PIN4X,1450,1
Vivo Nimali Satin Shorts - Pink,90001360,VE0056PINM,1450,1
Vivo Nimali Satin Shorts - Red,90001370,VE0056RED2X,2950,1
Vivo Nimali Satin Shorts - Red,90001371,VE0056RED3X,2950,1
Vivo Nimali Satin Shorts - Red,90001366,VE0056REDS,2950,1
Vivo Nimali Satin Shorts - White,90001386,VE0056WHI4X,2050,1
Vivo Nkasi Asymmetrical Top - Burgundy / Orange Kasi Print,60041617,V0724037PR1M/L,2250,1
Vivo Nkasi Asymmetrical Top - Teal / Burgundy Kasi Print,60041620,V0724037PR2XS/S,2250,1
Vivo Nkasi Wide Leg Pants - Teal / Burgundy Kasi Print,60041640,V0724047PR2S,4250,1
Vivo Nkasi Wide Top - Teal / Burgundy Kasi Print,60041624,V0724038PR1F,1350,1
Vivo Nora 3/4 Sleeve Peplum Top - Hunters,60058542,V0825009HUNL,2250,1
Vivo Nora 3/4 Sleeve Peplum Top - Hunters,60058540,V0825009HUNS,2250,1
Vivo Nora 3/4 Sleeve Peplum Top - Navy,60058555,V0825009NAV1X,2900,1
Vivo Nora 3/4 Sleeve Peplum Top - Navy,60058554,V0825009NAVL,2900,1
Vivo Nora 3/4 Sleeve Peplum Top - Purple,60058558,V0825009PURL,2900,1
Vivo Nora 3/4 Sleeve Peplum Top - Taupe,60058546,V0825009TAUL,2900,1
Vivo Nora Front Pleat Knee Length Dress - Black,60058866,V0825014BLA1X,2250,1
Vivo Nora Front Pleat Knee Length Dress - Chocolate,60058887,V0825014CHOS,2250,1
Vivo Nora Front Pleat Knee Length Dress - Dark Red,60058877,V0825014DREL,2250,1
Vivo Nora Front Pleat Knee Length Dress - Dark Red,60058875,V0825014DRES,2250,1
Vivo Nora Front Pleat Knee Length Dress - Navy,60058869,V0825014NAVL,2250,1
Vivo Nora Front Pleat Knee Length Dress - Pink,60058886,V0825014PIN1X,2250,1
Vivo Off Shoulder Dress in Print Cotton - Yellow Multicolor Print ,60065410,V0226003PR42X,5500,1
Vivo Off Shoulder Dress in Print Cotton - Yellow Multicolor Print ,60065406,V0226003PR4S,5500,1
Vivo Paji Boat Neck Sheath Dress - Navy Dotted,60051627,V0724107PR5S,4250,1
Vivo Paji Dress Coat - Navy,60043016,V0824034NVY1X,750,1
Vivo Pelia Kimono - Black / White Meni Print,60046396,V1024045PR5F,950,1
Vivo Pelia Round Neck Dress - Dusty Green,60062872,V0924104DGRNS,5900,1
Vivo Pesi Basic Long Sleeve Shirt - Lime Stripes,60054031,V0922015LIMSL,1950,1
Vivo Pesi Drop Shoulder Tunic - Black / White Una Print,60049694,V0922009PR4M,2050,1
Vivo Ponte Back Pleat Maxi Dress - Black,50014142,V0921084BLAL,3850,1
Vivo Ponte Back Pleat Maxi Dress - Black,50014140,V0921084BLAS,3850,1
Vivo Rayon Jersey Slip Dress - Black,60062023,V1025038BLAL,2800,1
Vivo Rayon Jersey Slip Dress - Chocolate,60062040,V1025038CHO2X,2800,1
Vivo Rayon Jersey Slip Dress - White,60062030,V1025038WHI2X,2800,1
Vivo Reba Gathered Dress - Green / Mustard Eba Print,60048518,V0224221PR4S,1150,1
Vivo Reba Gathered Dress - Red / Navy Eba Print,60048525,V0224221PR5L,2350,1
Vivo Reba Tent Shirt Dress - Orange,60035854,V0424016ORA1X,3450,1
Vivo Rema High Low Maxi Dress - Royal Blue,60054656,V0425007RBLUS,2750,1
Vivo Rema Straight Leg Pants - Lilac,60057117,V0525011LILL,3500,1
Vivo Rema Waterfall - Dark Taupe,60054494,V0425003DTAU1X/2X,3900,1
Vivo Rema Waterfall - Dark Taupe,60054492,V0425003DTAUXS/S,3900,1
Vivo Ria A-Line Dress - Chocolate,60058464,V0725049CHOL,3450,1
Vivo Ria Drop Shoulder Top - Dark Mustard,60058497,V0825022DMU1X,2500,1
Vivo Ria Drop Shoulder Top - Dark Mustard,60058494,V0825022DMUS,2500,1
Vivo Ria Drop Shoulder Top - Dark Olive,60058487,V0825022DOLM,2500,1
Vivo Ria Drop Shoulder Top - Dark Olive,60058486,V0825022DOLS,2500,1
Vivo Ria Drop Shoulder Top - Teal,60058501,V0825022TEA1X,1750,1
Vivo Ria Drop Shoulder Top - Teal,60058500,V0825022TEAL,1750,1
Vivo Ria Mock Neck Top - Fuschia,60058734,V0725045FUSM,1750,1
Vivo Ria Mock Neck Top - Grey,60058677,V0725045GRE1X,2500,1
Vivo Ria Mock Neck Top - Rust,60058735,V0725045RUSM,2500,1
Vivo Ria Mock Neck Top - Rust,60058727,V0725045RUSS,2500,1
Vivo Ruched Maxi Top in Textured Satin - Light Gold / Black Print,60064846,V0126011PR1F,4900,1
Vivo Safa Drawstring Wide Top - Black,60053396,V0325010BLCKSM,2950,1
Vivo Safa Pallazo Pants - Mustard,60053509,V0325070MUSTM,950,1
Vivo Safa Skirt - Black,60058511,V0325007BLA1X,2950,1
Vivo Safa Skirt - Chocolate,60053300,V0325007CHOS,2050,1
Vivo Safa Skirt - Dark Taupe,60058518,V0325007DTAUL,2950,1
Vivo Safa Skirt - Dark Taupe,60058517,V0325007DTAUM,2950,1
Vivo Safa Skirt - Dark Taupe,60058516,V0325007DTAUS,2950,1
Vivo Safa Skirt - Rust,60053324,V0325007RUSS,2050,1
Vivo Safa Skirt - Taupe,60058515,V0325007TAU1X,2950,1
Vivo Safa Slit Side Top - Mustard,60053533,V0325071MUSS,3550,1
Vivo Safiya Gathered Shoulder Maxi Dress - Navy,60032991,V0224216NAVS,3400,1
Vivo Saida Cigarrets Pants - Navy,60036925,V0424027NAVXS,750,1
Vivo Samira Cape Dress - Black,60063175,V1025014BLAF,5900,1
Vivo Samira Cape Dress - White / Black Print,60060609,V1025014PR5F,4150,1
Vivo Samira Maxi Kimono - Dark Navy / Gold Print,60056005,V0525043PR3S/M,5900,1
Vivo Sanali Off - Shoulder Maxi Dress - Mustard / Black Lifi Print,60038426,V1123144PR101X/2X,4150,1
Vivo Sanali Trench Coat - Black,60034187,V1123126BLAM,2320,1
Vivo Sanyu Pleated Pants - Purple,60028789,V1023086PURL,1350,1
Vivo Sarong Skirt - Burgundy / Tan Print,60057721,V0424161PR6F,1550,1
Vivo Selah Midi Skirt - Buttermilk,60055623,V0525054BUT1X,2900,1
Vivo Seli Maxi Skirt - Black,60051427,V1124111BLAXS,2950,1
Vivo Seli Maxi Skirt - Navy Blue,60051066,V1124111NABS,1750,1
Vivo Seli Strappy Tent Top - Black,60051223,V0125047BLA1X,750,1
Vivo Seli Strappy Tent Top - White / Black Esli Print,60051225,V0125047PR1M,750,1
Vivo Seli Wide Top - Navy Blue,60051059,V0125014NABM/L,3900,1
Vivo Serwa Crepe Pants - Dark Navy,60047940,V1124094DNAVXS,2950,1
Vivo Serwa Square Neck Maxi Dress - Pink / Navy Sera Print,60046265,V0924101PR31X/2X,2750,1
Vivo Serwa Tiered Maxi Skirt - Blue / Black Wera Print,60046267,V0924099PR2S,2450,1
Vivo Serwa Wide Leg Jumpsuit - Blue / Black Sera Print,60046288,V0924103PR61X/2X,1950,1
Vivo Shorts - Kidal,90000371,VE0034KIDXS,2450,1
Vivo Shorts - Moabi,90000357,VE0034MOAXS,2450,1
Vivo Shorts - RFS 4,60053498,RFS0125013 - RFS 4,1050,1
Vivo Sierra Bishop Sleeve Top - Brown / Yellow Lika Print,60050361,V0121031PR17S,1350,1
Vivo Situ Side Slit Midi Kimono - Black,60032373,V1223041BLAL,5250,1
Vivo Sleeveless Bodycon in Stretch Rib - Wine Red,60064788,W0226007WRED2X,5900,1
Vivo Sleeveless Side Slit Midi Waterfall - Burgundy,60033732,V0324063RASL/XL,5250,1
Vivo Sleeveless Side Slit Midi Waterfall - Teal,60033742,V0324063TEAL/1X,5250,1
Vivo Sleeveless Vest in Ponte - Rust,60065688,V0226006RUSM,3500,1
Vivo Solei Shorts(without lining) - Black / White Print,60035531,V0424156PR43X,3450,1
Vivo Solei Shorts(without lining) - Black / White Print,60035525,V0424156PR4XS,3450,1
Vivo Solei Shorts(without lining) - Grey / Black Print,60035539,V0424156PR33X,3450,1
Vivo Solei Shorts(without lining) - Grey / Black Print,60035540,V0424156PR34X,3450,1
Vivo Solei Shorts(without lining) - Grey / Black Print,60035534,V0424156PR3S,3450,1
