Odoo ID,Odoo Link,Product Name,Style Name,Style Number,Status,Fabric Barcode,Fabric Plain/Print,Fabric Source Country,Fabric Source City,Fabric Structure,Fabric Category,Fabric Sub-Category,Fabric Primary Color,Fabric Width (m),Fabric GSM,Supplier Fabric Code,Supplier Fabric Colour Code
345154,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=345154,test products 123456789,3/4 Sleeve Bodysuit,1020001,Archived,[302123] YIYI 8340 - Navy Blue,Plain,China,Hangzhou,Woven,Nylon,Light Nylon,Blue,1.5,140,YIYI 8340,
345078,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=345078,10% on products,,,Active,,,,,,,,,,,,
343947,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=343947,10% on specific products,,,Active,,,,,,,,,,,,
341581,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=341581,15% on specific products,,,Active,Vivo Orange Bag - Fabric,Plain,,,,,,,,,,
344890,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=344890,15% on your order,,,Active,,,,,,,,,,,,
333686,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=333686,2000 KSh on specific products,,,Active,,,,,,,,,,,,
343112,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=343112,3/4 Sleeve Bodysuit - Black,3/4 Sleeve Bodysuit,N/A,Archived,,,,,,,,,,,,
343828,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=343828,99% on specific products,,,Active,,,,,,,,,,,,
304674,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304674,Alladin Wrangler Long Sleeve T-Shirt - 100% Polyester - Navy Blue,Alladin Wrangler Long Sleeve T-Shirt - 100% Polyester,N/A,Archived,,,,,,,,,,,,
58804,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58804,Anika Assymetrical Thick Strap Top - Baby Pink,Anika Assymetrical Thick Strap Top,N/A,Archived,,,,,,,,,,,,
58825,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58825,Anika Corduroy Side Slit Mini Skirt - Purple,Anika Corduroy Side Slit Mini Skirt,N/A,Archived,,,,,,,,,,,,
58829,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58829,Anika Double Layer Tank - Black,Anika Double Layer Tank,N/A,Archived,,,,,,,,,,,,
304676,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304676,Anika Infinity Neck Open Back Maxi Dress - Teal,Anika Infinity Neck Open Back Maxi Dress,N/A,Archived,,,,,,,,,,,,
304677,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304677,Anika Long Sleeved Sweater Top With Halter Neck Design-White,Anika Long Sleeved Sweater Top With Halter Neck Design,N/A,Archived,,,,,,,,,,,,
58872,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58872,Anika Pleated Highwaist Aline Side Zipper Short Skater Skirt - Grey,Anika Pleated Highwaist Aline Side Zipper Short Skater Skirt,N/A,Archived,,,,,,,,,,,,
304678,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304678,Anika Ribbed Pencil Skirt - Old Rose,Anika Ribbed Pencil Skirt,N/A,Archived,,,,,,,,,,,,
58878,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58878,Anika Ribbed Pencil Skirt - Paradise Green,Anika Ribbed Pencil Skirt,N/A,Archived,,,,,,,,,,,,
58898,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=58898,Anika Straight Cargo Pants With Pockets - Black,Anika Straight Cargo Pants With Pockets,N/A,Archived,,,,,,,,,,,,
271676,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271676,Cowl Lined Midi Halter Dress - Fandango Pink,Cowl Lined Midi Halter Dress,N/A,Archived,,,,,,,,,,,,
59021,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59021,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,Denim Haven High Rise Skinny Ripped Jeans,N/A,Archived,,,,,,,,,,,,
304679,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304679,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,Denim Haven High Rise Skinny Ripped Jeans,N/A,Archived,,,,,,,,,,,,
304680,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304680,Denim Haven High Rise Skinny Ripped Jeans - Light Blue,Denim Haven High Rise Skinny Ripped Jeans,N/A,Archived,,,,,,,,,,,,
320461,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=320461,Denim Haven High Rise Skinny Ripped Jeans - Light Blue,Denim Haven High Rise Skinny Ripped Jeans,N/A,Archived,,,,,,,,,,,,
59029,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59029,Double O-ring Cami Dress - Dark Amber,Double O-ring Cami Dress,N/A,Archived,,,,,,,,,,,,
305162,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=305162,Everyday Cap Sleeve Top in Jersey-Black,Vivo Everyday Cap Sleeve Top,V1120036,Active,,,,,,,,,,,,
344715,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=344715,Gift Card,,,Active,,,,,,,,,,,,
344742,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=344742,Gift Card,,,Active,,,,,,,,,,,,
342900,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=342900,Grace10 promo discount (10%),,,,,,,,,,,,,,,
59070,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59070,Key Hole Halter with Seamed Body - Black,Key Hole Halter with Seamed Body,N/A,Archived,,,,,,,,,,,,
59089,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59089,Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,Lace-Up Back Spaghetti-Strap Dress,N/A,Archived,,,,,,,,,,,,
304682,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304682,Lola Front Knot Shoulder Tie Crop Tie - Army Green,Lola Front Knot Shoulder Tie Crop Tie,N/A,Archived,,,,,,,,,,,,
304683,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304683,Lola Front Knot Shoulder Tie Crop Tie - Cream,Lola Front Knot Shoulder Tie Crop Tie,N/A,Archived,,,,,,,,,,,,
304684,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304684,Lola Long Sleeved Above Knee Ruched Dress - Camel,Lola Long Sleeved Above Knee Ruched Dress,N/A,Archived,,,,,,,,,,,,
59281,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59281,Nimali Ruffle Sleeve Short Dress - Black / Red Ankara Print,Nimali Ruffle Sleeve Short Dress,N/A,Archived,,,,,,,,,,,,
271688,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271688,Nimali Ruffle Sleeve Short Dress - Black / White Ankara Print,Nimali Ruffle Sleeve Short Dress,N/A,Archived,,,,,,,,,,,,
271689,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271689,Popular 21 Ponte Scoop Neck Midi Bodycon Dress - Victoria Blue,Popular 21 Ponte Scoop Neck Midi Bodycon Dress,N/A,Archived,,,,,,,,,,,,
59342,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59342,Popular 21 Ribbed Long-Sleeve Mini Dress - Mauve,Popular 21 Ribbed Long-Sleeve Mini Dress,N/A,Archived,,,,,,,,,,,,
59349,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59349,Popular 21 Sleeveless Square-Neck Dress - Wine,Popular 21 Sleeveless Square-Neck Dress,N/A,Archived,,,,,,,,,,,,
271690,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271690,Popular 21 Thick Strap Rib Dress - Elfin Yellow,Popular 21 Thick Strap Rib Dress,N/A,Archived,,,,,,,,,,,,
59356,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59356,Racer Front & Back Mini Dress - Peach,Racer Front & Back Mini Dress,N/A,Archived,,,,,,,,,,,,
59357,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59357,Racer Front & Back Mini Dress - Prism Pink,Racer Front & Back Mini Dress,N/A,Archived,,,,,,,,,,,,
59358,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59358,Racer Front & Back Mini Dress - Winsome Orchid,Racer Front & Back Mini Dress,N/A,Archived,,,,,,,,,,,,
59362,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59362,Ribbed Sleeveless Maxi Dress - Orchid Bloom,Ribbed Sleeveless Maxi Dress,N/A,Archived,,,,,,,,,,,,
344694,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=344694,Rwanda Vivo Shopping Bags - Medium,,,Active,[302123] YIYI 8340 - Navy Blue,Plain,China,Hangzhou,Woven,Nylon,Light Nylon,Blue,1.5,140,YIYI 8340,
59367,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59367,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,Safari 3/4 Sleeve Maxi Kimono With Headwrap,S0625014,Retired,,,,,,,,,,,,
59368,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59368,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Off White / Navy Print,Safari 3/4 Sleeve Maxi Kimono With Headwrap,S0625014,Retired,,,,,,,,,,,,
59369,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59369,Safari Anga Drawstring Cargo Pants - Black,Safari Anga Drawstring Cargo Pants,S0623054,Archived,,,,,,,,,,,,
59373,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59373,Safari Anga Drawstring Cargo Pants - Red,Safari Anga Drawstring Cargo Pants,S0623054,Archived,,,,,,,,,,,,
59375,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59375,Safari Anga Drawstring Cargo Pants - White,Safari Anga Drawstring Cargo Pants,S0623054,Archived,,,,,,,,,,,,
59390,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59390,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,Safari Anga Puffy Short Sleeve Tie Top,S0623056,Retired,,,,,,,,,,,,
59393,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59393,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Green Ankara Print,Safari Anga Puffy Short Sleeve Tie Top,S0623056,Retired,,,,,,,,,,,,
304686,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304686,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,Safari Anga Puffy Short Sleeve Tie Top,S0623056,Retired,,,,,,,,,,,,
304687,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304687,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,Safari Anga Puffy Short Sleeve Tie Top,S0623056,Retired,,,,,,,,,,,,
59409,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59409,Safari Anga Sleeveless Halter A-Line Dress - Black,Safari Anga Sleeveless Halter A-Line Dress,S0623038,Archived,,,,,,,,,,,,
304688,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304688,Safari Anga Wide Shorts - Black / White Ankara Print,Safari Anga Wide Shorts,S0623073,Retired,,,,,,,,,,,,
304689,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304689,Safari Anga Wide Shorts - Blue / Taupe Print,Safari Anga Wide Shorts,S0623073,Retired,,,,,,,,,,,,
59440,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59440,Safari Anga Wide Shorts - Green / Orange Print,Safari Anga Wide Shorts,S0623073,Retired,,,,,,,,,,,,
304690,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304690,Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,Safari Anga Wide Shorts,S0623073,Retired,,,,,,,,,,,,
271691,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271691,Safari Basic Bishop Sleeve Top - Burgundy Animal Print,Safari Basic Bishop Sleeve Top,S0621198,Archived,,,,,,,,,,,,
59606,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59606,Safari Basic Ribbed Tank Top - Dark Green,Safari Basic Ribbed Tank Top,S1120077,Archived,,,,,,,,,,,,
271705,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271705,Safari Basic Satin Cap Sleeved Top - Black / White Print,Safari Basic Satin Cap Sleeved Top,S1121018,Archived,,,,,,,,,,,,
59631,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59631,Safari Basic Shirt Tent Dress - Black,Safari Basic Shirt Tent Dress,S0623047,Retired,,,,,,,,,,,,
304691,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304691,Safari Basic Shirt Tent Dress - Coral,Safari Basic Shirt Tent Dress,S0623047,Retired,,,,,,,,,,,,
59636,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59636,Safari Basic Shirt Tent Dress - Taupe,Safari Basic Shirt Tent Dress,S0623047,Retired,,,,,,,,,,,,
59674,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59674,Safari Bush 3/4 Sleeve Top - Hunters,Safari Bush 3/4 Sleeve Top,S0424061,Retired,[300256] MAZIWA Tshirt Fabric 141 - Hunters,Plain,Kenya,Nairobi,Knit,Rayon Jersey,Light Rayon Jersey,Green,1.65,141,MAZIWA Tshirt Fabric 141,
59676,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59676,Safari Bush 3/4 Sleeve Top - Taupe,Safari Bush 3/4 Sleeve Top,S0424061,Retired,[300258] MAZIWA Tshirt Fabric 147 - Light Taupe,Plain,Kenya,Nairobi,Knit,Rayon Jersey,Light Rayon Jersey,Brown,1.65,147,MAZIWA Tshirt Fabric 147,
342705,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=342705,Safari Bush Asymmetrical Sweater Poncho  - FS,Safari Bush Asymmetrical Sweater Poncho,Sample & Sale Items,Sample,,,,,,,,,,,,
59677,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59677,Safari Bush Asymmetrical Sweater Poncho - Off White,Safari Bush Asymmetrical Sweater Poncho,S0424050,Retired,,,,,,,,,,,,
59679,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59679,Safari Bush Cropped Short Sleeve Shacket - Gold,Safari Bush Cropped Short Sleeve Shacket,S0424073,Retired,,,,,,,,,,,,
304693,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304693,Safari Bush Drawstring Shorts - Black,Safari Bush Drawstring Shorts,S0424082,Retired,,,,,,,,,,,,
59688,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59688,Safari Bush Drop Shoulder Long Sleeve Top - Hunters Green,Safari Bush Drop Shoulder Long Sleeve Top,S0424064,Retired,,,,,,,,,,,,
59689,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59689,Safari Bush Drop Shoulder Long Sleeve Top - Mustard,Safari Bush Drop Shoulder Long Sleeve Top,S0424064,Retired,,,,,,,,,,,,
59698,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59698,Safari Bush Men's Long Sleeve T-shirt - Grey,Safari Bush Men's Long Sleeve T-shirt,S0724020,Retired,[300239] MAZIWA JERSEY RIB 457 GREY,Plain,,,Knit,Rib,Heavy Rib,,,,,
59696,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59696,Safari Bush Men's Long Sleeve T-shirt - Hunters Green,Safari Bush Men's Long Sleeve T-shirt,S0724020,Retired,,,,,,,,,,,,
304694,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304694,Safari Bush Sweatshirt - Teal,Safari Bush Sweatshirt,S0424053,Retired,,,,,,,,,,,,
59706,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59706,Safari Bush Yoga Wrap - Off White,Safari Bush Yoga Wrap,S0424060,Retired,,,,,,,,,,,,
271722,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271722,Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,Safari By Vivo Mens Cotton Long Sleeve Shirt,S0925062,Retired,,,,,,,,,,,,
342684,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=342684,Safari By Vivo Mens Cotton Pants  - FS,Safari By Vivo Mens Cotton Pants,Sample & Sale Items,Sample,,,,,,,,,,,,
271723,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271723,Safari By Vivo Mens Cotton Pants - Khaki Green,Safari By Vivo Mens Cotton Pants,S0925061,Retired,[302140] YIYI Y760 - Khaki Green,Plain,China,Hangzhou,Woven,Cotton Twill,Medium Cotton Twill,Green,1.5,220,YIYI Y760,
271724,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271724,Safari By Vivo Mens Cotton Pants - Navy Blue,Safari By Vivo Mens Cotton Pants,S0925061,Retired,[302148] YIYI Y760 - Navy Blue,,China,Hangzhou,Woven,Cotton Twill,Medium Cotton Twill,Blue,1.5,220,YIYI Y760,
271725,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271725,Safari By Vivo Mens Cotton Short Sleeve Shirt - White / Black Print,Safari By Vivo Mens Cotton Short Sleeve Shirt,S0925060,Retired,,,,,,,,,,,,
271726,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271726,Safari By Vivo Mens Cotton Shorts - Dark Grey,Safari By Vivo Mens Cotton Shorts,S0925059,Retired,[304668] YIYI Y760 - Dark Grey,Plain,China,Hangzhou,Woven,Cotton Twill,Medium Cotton Twill,Grey,1.5,220,YIYI Y760,
271727,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271727,Safari By Vivo Mens Cotton Shorts - Khaki Tan,Safari By Vivo Mens Cotton Shorts,S0925059,Retired,[302144] YIYI Y760 - Khaki Tan,Plain,China,Hangzhou,Woven,Cotton Twill,Medium Cotton Twill,Brown,1.5,220,YIYI Y760,
59719,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59719,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,Safari Chui 3/4 Sleeve A-Line Dress,S1024009,Retired,,,,,,,,,,,,
59720,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59720,Safari Chui 3/4 Sleeve A-Line Dress - White,Safari Chui 3/4 Sleeve A-Line Dress,S1024009,Retired,,,,,,,,,,,,
59723,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59723,Safari Chui Cropped Jacket - White Cloud,Safari Chui Cropped Jacket,S1024007,Retired,,,,,,,,,,,,
59724,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59724,Safari Chui Heavy Shirt - Red,Safari Chui Heavy Shirt,S1024013,Retired,,,,,,,,,,,,
59726,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59726,Safari Chui Heavy Shirt - Taupe,Safari Chui Heavy Shirt,S1024013,Retired,,,,,,,,,,,,
59727,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59727,Safari Chui Heavy Shirt - White,Safari Chui Heavy Shirt,S1024013,Retired,,,,,,,,,,,,
59730,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59730,Safari Chui Jodhpur Pants - White Cloud,Safari Chui Jodhpur Pants,S1024019,Retired,,,,,,,,,,,,
59732,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59732,Safari Chui Lined Jacket - White Cloud,Safari Chui Lined Jacket,S1024005,Retired,,,,,,,,,,,,
304695,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304695,Safari Chui Placket Top - Chui Print,Safari Chui Placket Top,S1024011,Retired,,,,,,,,,,,,
59734,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59734,Safari Chui Placket Top - Marara Print,Safari Chui Placket Top,S1024011,Retired,,,,,,,,,,,,
305939,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=305939,Safari Chui Wide Leg Waistband Shorts - Black,Safari Chui Wide Leg Waistband Shorts,S1024014,Archived,,,,,,,,,,,,
305946,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=305946,Safari Chui Wide Leg Waistband Shorts - Grey,Safari Chui Wide Leg Waistband Shorts,S1024014,Archived,,,,,,,,,,,,
304696,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304696,Safari Dila  Poncho - Teal / Black,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59763,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59763,Safari Dila Poncho - Black / Mustard,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59764,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59764,Safari Dila Poncho - Chocolate Brown / Tangerine,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59759,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59759,Safari Dila Poncho - Dark Sage / Ivory,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
304699,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304699,Safari Dila Poncho - Fuschia / Light Navy Blue,Safari Dila Poncho,S0724017,Retired,,,,,,,,,,,,
59760,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59760,Safari Dila Poncho - Mustard / Black,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59766,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59766,Safari Dila Poncho - Raspberry / Light Grey,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59767,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59767,Safari Dila Poncho - Rust / Black,Safari Dila Poncho,S0724017,Active,,,,,,,,,,,,
59768,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59768,Safari Dila Poncho - Teal / Taupe,Safari Dila Poncho,S0724017,Retired,,,,,,,,,,,,
304703,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304703,Safari Fitted Top - Sample 1,Safari Fitted Top,Sample & Sale Items,Sample,,,,,,,,,,,,
59812,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59812,Safari Full Length Pants - Sample 1,Safari Full Length Pants,Sample & Sale Items,Sample,,,,,,,,,,,,
344991,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=344991,Safari Full Length Pants - Sample 2,Safari Full Length Pants,Sample & Sale Items,Sample,,,,,,,,,,,,
59819,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59819,Safari Hawi 3/4 Sleeve Reversible Kimono - Blue / Black Ankara Print,Safari Hawi 3/4 Sleeve Reversible Kimono,S0423060,Retired,,,,,,,,,,,,
59821,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59821,Safari Hawi 3/4 Sleeve Reversible Kimono - Green / Brown Ankara Print,Safari Hawi 3/4 Sleeve Reversible Kimono,S0423060,Retired,,,,,,,,,,,,
271754,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=271754,Safari Hawi 3/4 Sleeve Reversible Kimono - Orange / Taupe Ankara Print,Safari Hawi 3/4 Sleeve Reversible Kimono,S0423060,Retired,,,,,,,,,,,,
59828,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59828,Safari Hawi Bishop Sleeve Tent Shirt Dress - Pink,Safari Hawi Bishop Sleeve Tent Shirt Dress,S0523149,Retired,,,,,,,,,,,,
59832,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59832,Safari Hawi Cargo Pants - Black,Safari Hawi Cargo Pants,S0623035,Retired,,,,,,,,,,,,
304704,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=304704,Safari Hawi Cargo Pants - Gold,Safari Hawi Cargo Pants,S0623035,Retired,,,,,,,,,,,,
59835,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59835,Safari Hawi Cargo Pants - Light Navy,Safari Hawi Cargo Pants,S0623035,Retired,,,,,,,,,,,,
59837,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59837,Safari Hawi Cargo Pants - Olive Green,Safari Hawi Cargo Pants,S0623035,Retired,,,,,,,,,,,,
59838,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59838,Safari Hawi Double Breasted Kimono Coat - Khaki Brown,Safari Hawi Double Breasted Kimono Coat,S0423057,Archived,,,,,,,,,,,,
59840,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59840,Safari Hawi Lapel Poncho - Grey,Safari Hawi Lapel Poncho,S0423059,Archived,,,,,,,,,,,,
59841,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59841,Safari Hawi Lapel Poncho - Hunters Green,Safari Hawi Lapel Poncho,S0423059,Archived,,,,,,,,,,,,
59842,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59842,Safari Hawi Lapel Poncho - Mustard,Safari Hawi Lapel Poncho,S0423059,Archived,,,,,,,,,,,,
59856,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59856,Safari Hawi Off Shoulder Bishop Sleeve Tunic Top - Light Blue,Safari Hawi Off Shoulder Bishop Sleeve Tunic Top,S0423066,Archived,,,,,,,,,,,,
59858,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59858,Safari Hawi Off Shoulder Bishop Sleeve Tunic Top - Taupe,Safari Hawi Off Shoulder Bishop Sleeve Tunic Top,S0423066,Archived,,,,,,,,,,,,
59860,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59860,Safari Hawi Peplum Bishop Sleeve Wrap Coat - Black,Safari Hawi Peplum Bishop Sleeve Wrap Coat,S0423069,Retired,[301086] MAZIWA Heavy Cotton - Black,Plain,Kenya,Nairobi,Woven,Cotton Twill,Heavy Cotton Twill,Black,1.65,383,MAZIWA Heavy Cotton,
59861,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59861,Safari Hawi Peplum Bishop Sleeve Wrap Coat - Cherry,Safari Hawi Peplum Bishop Sleeve Wrap Coat,S0423069,Retired,,,,,,,,,,,,
59863,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59863,Safari Hawi Peplum Bishop Sleeve Wrap Coat - Mustard,Safari Hawi Peplum Bishop Sleeve Wrap Coat,S0423069,Retired,,,,,,,,,,,,
59864,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59864,Safari Hawi Peplum Bishop Sleeve Wrap Coat - Navy Blue,Safari Hawi Peplum Bishop Sleeve Wrap Coat,S0423069,Retired,,,,,,,,,,,,
59870,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59870,Safari Haya 0ne Shoulder Asymmetrical Side Tie Top - Dark Green Kiki Print,Safari Haya 0ne Shoulder Asymmetrical Side Tie Top,S0124008,Retired,,,,,,,,,,,,
59871,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59871,Safari Haya 0ne Shoulder Asymmetrical Side Tie Top - Gold Kiki print,Safari Haya 0ne Shoulder Asymmetrical Side Tie Top,S0124008,Retired,,,,,,,,,,,,
59876,https://vivofashiongroup.odoo.com/web#model=product.template&view_type=form&id=59876,Safari Haya Drop Shoulder Side Tie Top - Maroon Koi Print,Safari Haya Drop Shoulder Side Tie Top,S0124007,Retired,,,,,,,,,,,,
