id,name,active,default_code,barcode,categ_id,product_variant_count,x_vivo_attr_18,x_style_number_text,x_studio_style_name_gi,x_vivo_attr_16,x_style_name_text,x_vivo_attr_97,x_vivo_attr_99,x_colour_way_sku_text,x_vivo_attr_112,x_studio_fabric_ref,x_studio_brand,x_vivo_attr_22,x_studio_categories,x_vivo_categories,x_studio_fab_100,x_vivo_attr_100,x_studio_fab_101,x_vivo_attr_101,x_studio_fab_102,x_vivo_attr_102,x_studio_fab_103,x_vivo_attr_103,x_studio_fab_124,x_vivo_attr_124,x_studio_fab_125,x_vivo_attr_125,x_studio_fab_25,x_vivo_attr_25,x_studio_fab_38,x_vivo_attr_38,x_studio_fab_43,x_vivo_attr_43,x_studio_fab_48,x_vivo_attr_48,x_vivo_duplicate_key,x_vivo_duplicate_cleanup_state
345087,Black Sublimation Ink - Fedar (ml),True,105456,105456,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345206,Black Sublimation Ink - Reggiani (ml),True,130000003,130000003,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345089,Cyan Sublimation Ink - Fedar (ml),True,105457,105457,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345208,Cyan Sublimation Ink - Reggiani (ml),True,130000005,130000005,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245868,General office supplies (Services),True,,,3||9. Expenses,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345091,Magenta Sublimation Ink - Fedar (ml),True,105458,105458,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345209,Magenta Sublimation Ink - Reggiani (ml),True,130000006,130000006,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345138,Protective Paper 1.62m*1100m,True,130000001,130000001,19||03. Accessories & Trims,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341415,Sublimation Paper 1.62m*200m,True,50018642,50018642,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345176,Sublimation Paper 1.80m(W)*200m(L),True,130000002,130000002,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345090,Yellow Sublimation Ink - Fedar (ml),True,105459,105459,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345207,Yellow Sublimation Ink - Reggiani (ml),True,130000004,130000004,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345154,test products 123456789,True,,,17||01. Finished Goods Inventory,2,24349||1020001,1020001,13962||3/4 Sleeve Bodysuit,13962||3/4 Sleeve Bodysuit,3/4 Sleeve Bodysuit,62424||Archived,62140||Archived,0720040SAM2,64051||0720040SAM2,609110||[302123] YIYI 8340 - Navy Blue,,24992||Safari by Vivo,,7832||Skirts,60022||Plain,60022||Plain,60026||Woven,60026||Woven,60049||Nylon,60049||Nylon,61353||Light Nylon,61353||Light Nylon,61043||Hangzhou,61043||Hangzhou,61044||China,61044||China,60246||1.5,60246||1.5,60323||140,60323||140,61668||YIYI 8340,61668||YIYI 8340,61692||Blue,61692||Blue,,
308538,1% on specific products,True,DISC,,4||PoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345078,10% on products,True,,,17||01. Finished Goods Inventory,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343947,10% on specific products,True,,,17||01. Finished Goods Inventory,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345149,10% on your order,True,,,4||PoS,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316725,13MM Elastic,True,60024257,60024257,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316726,13MM Elastic,True,60024258,60024258,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341581,15% on specific products,True,,,17||01. Finished Goods Inventory,1,,Discountcd,,,discountcd,59958||Active,,Discountcd,66369||Discountcd,679939||Vivo Orange Bag - Fabric,,,,7840||N/A,60022||Plain,60022||Plain,,,,,,,,,,,,,,,,,,,,
344890,15% on your order,True,,,17||01. Finished Goods Inventory,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316728,19MM Elastic,True,60024256,60024256,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316727,19MM Elastic,True,60024255,60024255,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314532,2 Hole-Coconut Shell-Button-Brown-12mm,True,303956,303956,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314533,2 Hole-Coconut Shell-Button-Brown-15mm,True,303954,303954,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314534,2 Hole-Coconut Shell-Button-Brown-18mm,True,303955,303955,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314535,2 Hole-Coconut Shell-Button-Brown-22mm,True,303953,303953,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333686,2000 KSh on specific products,True,,,17||01. Finished Goods Inventory,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316729,25MM Elastic - Black,True,50021762,50021762,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316730,25MM Elastic - White,True,50021763,50021763,19||03. Accessories & Trims,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316731,2MM Elastic,True,60024253,60024253,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316732,2MM Elastic,True,60024254,60024254,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343112,3/4 Sleeve Bodysuit - Black,True,,,17||01. Finished Goods Inventory,7,22009||N/A,N/A,13962||3/4 Sleeve Bodysuit,13962||3/4 Sleeve Bodysuit,3/4 Sleeve Bodysuit,62424||Archived,62140||Archived,,,,,24989||Third Party Brand,,,,,,,,,,,,,,,,,,,,,,,,
316733,32MM Elastic - Black,True,50021765,50021765,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316734,32MM Elastic - White,True,50021766,50021766,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316735,38MM Elastic - Black,True,50021902,50021902,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316736,38MM Elastic - White,True,50021768,50021768,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316737,3MM Elastic - Black,True,50021755,50021755,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316738,3MM Elastic - White,True,50021756,50021756,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314949,5 ply plain cartons size (60*45*40),True,302439,302439,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316739,50MM Elastic - White,True,50021903,50021903,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316740,6MM Elastic - Black,True,50021752,50021752,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316741,6MM Elastic - White,True,50021754,50021754,19||03. Accessories & Trims,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343828,99% on specific products,True,,,17||01. Finished Goods Inventory,1,,,,,,59958||Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311287,AA EPZ LIGHT SCUBA 240 Black,True,40016859,40016859,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,,,,,,,,,,,,,,,,,,,
310289,AL SAWAE 106 - White,True,60021413,60021413,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61319||Poly Cotton Blend,,61333||Light Poly Cotton Blend,,61168||Nairobi,,61115||Kenya,,60247||1.52,,60316||106,,61359||AL SAWAE 106,,60880||White,,
341649,AL SAWAE Ahlam Polyester Crepe - Black,True,305442,305442,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60516||195,,61360||AL SAWAE Ahlam Polyester Crepe,,61685||Black,,
341650,AL SAWAE Ahlam Polyester Crepe - Dark Hunters,True,305441,305441,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60516||195,,61360||AL SAWAE Ahlam Polyester Crepe,,61687||Green,,
341652,AL SAWAE Ahlam Polyester Crepe - Off White,True,305443,305443,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60516||195,,61360||AL SAWAE Ahlam Polyester Crepe,,60880||White,,
341651,AL SAWAE Ahlam Polyester Crepe - White,True,305440,305440,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60516||195,,61360||AL SAWAE Ahlam Polyester Crepe,,60880||White,,
341428,AL SAWAE Almas Rivira - White,True,303983,303983,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60133||Light Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60474||88,,61361||AL SAWAE Almas Rivira,,60880||White,,
310257,AL SAWAE Canada - Red,True,300597,300597,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61320||Rayon Scuba,,61334||Medium Rayon Scuba,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60512||254,,61362||AL SAWAE Canada,,61688||Red,,
310010,AL SAWAE Light Chiffon - Lilac,True,304030,304030,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,60662||Light Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60320||114,,61363||AL SAWAE Light Chiffon,,61689||Purple,,
310011,AL SAWAE Light Chiffon - Maroon,True,304027,304027,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,60662||Light Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60320||114,,61363||AL SAWAE Light Chiffon,,61688||Red,,
341429,AL SAWAE Linen - Beige,True,304109,304109,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60269||191,,61364||AL SAWAE Linen,,61691||Brown,,
343512,AL SAWAE Linen - Beige / Black Loiya Print,True,105044,105044,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60023||Print,,,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60268||180,,61364||AL SAWAE Linen,,60882||Multicolor,,
344458,AL SAWAE Linen - Beige / Brown Polka Dot ,True,105370,105370,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60530||1.44,,60484||198,,61364||AL SAWAE Linen,,60882||Multicolor,,
344913,AL SAWAE Linen - Beige / Dark Chocolate Witu Print,True,105417,105417,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,62385||202,,61364||AL SAWAE Linen,,60882||Multicolor,,
344914,AL SAWAE Linen - Beige / Dark Green Witu Print,True,105418,105418,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,62385||202,,61364||AL SAWAE Linen,,60882||Multicolor,,
334328,AL SAWAE Linen - Black,True,304129,304129,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60476||167,,61364||AL SAWAE Linen,,61685||Black,,
343745,AL SAWAE Linen - Buttermilk / Brown Siolo Print ,True,105150,105150,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
343744,AL SAWAE Linen - Buttermilk / Dark Green Siolo Print,True,105149,105149,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
334330,AL SAWAE Linen - Dark Brown,True,304125,304125,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60482||189,,61364||AL SAWAE Linen,,61691||Brown,,
341430,AL SAWAE Linen - Dark Mustard,True,304126,304126,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60480||183,,61364||AL SAWAE Linen,,61690||Yellow,,
344459,AL SAWAE Linen - Dark Mustard / Black Polka Dot,True,105367,105367,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
343742,AL SAWAE Linen - Dark Mustard / Black Siolo Print,True,105147,105147,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
341758,AL SAWAE Linen - Dark Olive Green,True,304127,304127,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60477||177,,61364||AL SAWAE Linen,,61687||Green,,
341432,AL SAWAE Linen - Dark Peach,True,304116,304116,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60480||183,,61364||AL SAWAE Linen,,60881||Orange,,
334329,AL SAWAE Linen - Hunters Green,True,304124,304124,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60268||180,,61364||AL SAWAE Linen,,61687||Green,,
341433,AL SAWAE Linen - Light Mustard,True,305212,305212,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60328||185,,61364||AL SAWAE Linen,,61690||Yellow,,
343743,AL SAWAE Linen - Mint / Black Siolo Print,True,105148,105148,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
334331,AL SAWAE Linen - Navy Blue,True,304113,304113,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60269||191,,61364||AL SAWAE Linen,,61692||Blue,,
341305,AL SAWAE Linen - Off White,True,304886,304886,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60294||1.54,,60324||160,,61364||AL SAWAE Linen,,60880||White,,
343511,AL SAWAE Linen - PRT 2622963225 MOD3 Beige / Black Loiya Print,True,105088,105088,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60023||Print,,,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60268||180,,61364||AL SAWAE Linen,,60882||Multicolor,,
341757,AL SAWAE Linen - Peach,True,304108,304108,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60054||Polyester Slub,,60188||Medium Polyester Slub,,61113||Eastleigh,,61115||Kenya,,60245||1.48,,60329||190,,,,,,
343500,AL SAWAE Linen - Peach / Black Loiya Print,True,105091,105091,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60023||Print,,,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60293||1.47,,60268||180,,61364||AL SAWAE Linen,,60882||Multicolor,,
341759,AL SAWAE Linen - Red,True,304128,304128,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60268||180,,61364||AL SAWAE Linen,,61688||Red,,
344457,AL SAWAE Linen - Red / Black Polka Dot,True,105369,105369,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60268||180,,61364||AL SAWAE Linen,,60882||Multicolor,,
344460,AL SAWAE Linen - Rose Pink / Black Polka Dot ,True,105368,105368,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60481||188,,61364||AL SAWAE Linen,,60882||Multicolor,,
344891,AL SAWAE Linen - Rose Pink / Brown Witu Print,True,105415,105415,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,,,,,61364||AL SAWAE Linen,,60882||Multicolor,,
341437,AL SAWAE Linen - Taupe,True,305213,305213,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60329||190,,61364||AL SAWAE Linen,,61691||Brown,,
343746,AL SAWAE Linen - Taupe / Chocolate Siolo Print,True,105151,105151,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,60270||200,,61364||AL SAWAE Linen,,60882||Multicolor,,
341438,AL SAWAE Linen - White,True,304949,304949,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60488||1.49,,60329||190,,61364||AL SAWAE Linen,,60880||White,,
344854,AL SAWAE Linen - White / Black Witu Print ,True,105404,105404,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,,,,,61364||AL SAWAE Linen,,60882||Multicolor,,
344648,AL SAWAE Linen - White / Burgundy Witu Print,True,105399,105399,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60487||1.46,,62384||203,,61364||AL SAWAE Linen,,60882||Multicolor,,
344647,AL SAWAE Linen - White / Lilac Witu Print,True,105398,105398,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,60244||1.45,,62385||202,,61364||AL SAWAE Linen,,60882||Multicolor,,
344855,AL SAWAE Linen - White / Orange Witu Print  ,True,105408,105408,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60053||Polyester Crepe,,60185||Medium Polyester Crepe,,61168||Nairobi,,61115||Kenya,,,,,,61364||AL SAWAE Linen,,60882||Multicolor,,
310276,AL SAWAE Madona - Mustard,True,40019757,40019757,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60267||155,,61365||AL SAWAE Madona,,61686||Unknown,,
309991,AL SAWAE Medium Chiffon - Black,True,304072,304072,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60261||120,,61366||AL SAWAE Medium Chiffon,,61685||Black,,
309992,AL SAWAE Medium Chiffon - Brown,True,304139,304139,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60521||152,,61366||AL SAWAE Medium Chiffon,,61691||Brown,,
309995,AL SAWAE Medium Chiffon - Hunters Green,True,304141,304141,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60310||90,,61366||AL SAWAE Medium Chiffon,,61687||Green,,
309998,AL SAWAE Medium Chiffon - Light Brown,True,304138,304138,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60521||152,,61366||AL SAWAE Medium Chiffon,,61691||Brown,,
310003,AL SAWAE Medium Chiffon - Navy Blue,True,304075,304075,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60261||120,,61366||AL SAWAE Medium Chiffon,,61692||Blue,,
310004,AL SAWAE Medium Chiffon - Purple,True,304076,304076,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,,,,,60245||1.48,,60261||120,,61366||AL SAWAE Medium Chiffon,,,,
341306,AL SAWAE Medium Chiffon - White,True,304069,304069,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,,,,,60245||1.48,,60261||120,,61366||AL SAWAE Medium Chiffon,,,,
310006,AL SAWAE Medium Chiffon - Yellow,True,304073,304073,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,61036||Polyester Chiffon,,61037||Medium Polyester Chiffon,,,,,,60245||1.48,,60261||120,,61366||AL SAWAE Medium Chiffon,,,,
310278,AL SAWAE Medium Satin - ??,True,300888,300888,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60267||155,,61355||AL SAWAE Heavy Satin,,61686||Unknown,,
342846,AL SAWAE Medium Satin - Baby Blue/Navy Shina Print,True,305469,305469,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60023||Print,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60480||183,,61355||AL SAWAE Heavy Satin,,60882||Multicolor,,
310279,AL SAWAE Medium Satin - Black,True,300811,300811,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60246||1.5,,60267||155,,61355||AL SAWAE Heavy Satin,,61686||Unknown,,
341419,AL SAWAE Medium Satin - Dark Brown,True,305134,305134,18||02. Raw Materials-Fabric,1,,,,,,,,,,,,,,,,60022||Plain,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60483||193,,61355||AL SAWAE Heavy Satin,,61691||Brown,,
341420,AL SAWAE Medium Satin - Dark Green,True,305142,305142,18||02. Raw Materials-Fabric,1,,,,,,59958||Active,,,,,,,,,,60022||Plain,,60026||Woven,,60218||Polyester Satin,,60649||Medium Polyester Satin,,61168||Nairobi,,61115||Kenya,,60245||1.48,,60484||198,,61355||AL SAWAE Heavy Satin,,61687||Green,,
