barcode,sku,product_name,style_name,style_number,product_type,category,price,warehouse_available,online_available,suggested_online_alloc,flag
60064645,V0525036PR6M,Vivo Zawadi Shift Dress in Chiffon - Sea Green / Navy Print,Vivo Zawadi Shift Dress,V0525036,Knee Length Dresses,Dresses,5500.0,14.0,0,3,WAREHOUSE NOT ONLINE
60003387,V0422070BLAS,Vivo Basic Cap Sleeve Bodycon in Rayon - Black,Vivo Basic Cap Sleeve Bodycon in Rayon,V0422070,Knee Length Dresses,Dresses,3900.0,14.0,0,3,WAREHOUSE NOT ONLINE
60067630,V0426035LTAUS,Vivo Izzy Bishop Sleeve Top in Textured Satin - Light Taupe,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,14.0,0,3,WAREHOUSE NOT ONLINE
60067610,V0426035OGRNS,Vivo Izzy Bishop Sleeve Top in Textured Satin - Olive Green,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,14.0,0,3,WAREHOUSE NOT ONLINE
40004856,V0819031NABS,Vivo Basic Double Layered Capri Skirt - Navy Blue,Vivo Basic Lined Capri Skirt,V0819031,Midi & Capri Skirts,Skirts,3500.0,14.0,0,3,WAREHOUSE NOT ONLINE
60030462,V0719290BURXS/S,Vivo Basic Extra Long Lily Waterfall in Jersey - Burgundy,Vivo Basic Extra Long Lily Waterfall,V0719290,Waterfalls & Kimonos,Outerwear,5500.0,14.0,0,3,WAREHOUSE NOT ONLINE
60054367,V0622002PINL,Vivo Basic Drop Shoulder Top - Pink,Vivo Basic Drop Shoulder Top,V0622002,Loose Tops,Tops,950.0,14.0,0,3,WAREHOUSE NOT ONLINE
60067836,V0426003DGRNM,Vivo Extended Sleeve Maxi Dress in Jersey - Dark Green,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,14.0,0,3,WAREHOUSE NOT ONLINE
60066392,V1025034HUN1X,Vivo Lulu Contrast Stitch Tent Dress in Cotton - Hunters,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,14.0,0,3,WAREHOUSE NOT ONLINE
60068189,V0526012MARL/1X,Vivo Dolman Sweater in Rib - Maroon,Vivo Dolman Sweater in Rib,V0526012,Sweaters & Ponchos,Outerwear,3900.0,14.0,0,3,WAREHOUSE NOT ONLINE
60055426,S0425039BLAS,Shiv & Shikie X Safari Barrel Pants - Black,Shiv & Shikie X Safari Barrel Pants,S0425039,Full Length Pants,Bottoms,4800.0,13.0,0,3,WAREHOUSE NOT ONLINE
60068185,V0526012TANL/1X,Vivo Dolman Sweater in Rib - Tan,Vivo Dolman Sweater in Rib,V0526012,Sweaters & Ponchos,Outerwear,3900.0,13.0,0,3,WAREHOUSE NOT ONLINE
60067615,V0426035RUSS,Vivo Izzy Bishop Sleeve Top in Textured Satin - Rust,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,13.0,0,3,WAREHOUSE NOT ONLINE
,V0424116NABM,Vivo X This Is Essential Raceback Bralette - Navy Blue - NAVY BLUE / V0424116 / M,Vivo X This Is Essential Raceback Bralette,V0424116,Bodysuits,Tops,0.0,13.0,0,3,WAREHOUSE NOT ONLINE
,V0825009NAVS,Vivo Nora 3/4 Sleeve Peplum Top - Navy - NAVY / V0825009 / S,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,Loose Tops,Tops,0.0,13.0,0,3,WAREHOUSE NOT ONLINE
60066389,V1025034HUNS,Vivo Lulu Contrast Stitch Tent Dress in Cotton - Hunters,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,13.0,0,3,WAREHOUSE NOT ONLINE
60068071,V0426044OLIM,Vivo Studio Flared Pants in Rib - Olive Green,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,12.0,0,3,WAREHOUSE NOT ONLINE
40015831,V0620049DREDS/M,Vivo Basic Leila Maxi Waterfall - Dark Red,Vivo Basic Leila Maxi Waterfall,V0620049,Waterfalls & Kimonos,Outerwear,4900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60068051,V0526011OLIM,Vivo Studio Bell Sleeve Tunic Top in Rib - Olive Green,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,12.0,0,3,WAREHOUSE NOT ONLINE
60067702,V0226036BLAS,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Black,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60067710,V0226036HUN1X,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Hunters,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60052545,V0220059BLAL-V2,Vivo Basic Leisure Pants in Ponte - Black,Vivo Basic Leisure Pants,V0220059,Full Length Pants,Bottoms,3900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60032734,V0220059BURS,Vivo Basic Leisure Pants - Burgundy,Vivo Basic Leisure Pants,V0220059,Full Length Pants,Bottoms,3550.0,12.0,0,3,WAREHOUSE NOT ONLINE
60059199,V0825016NAVS,Vivo Lena Sleeveless Top - Navy,Vivo Lena Sleeveless Top,V0825016,Fitted Tops,Tops,2500.0,12.0,0,3,WAREHOUSE NOT ONLINE
40013394,V0819036BLA1X,Vivo Basic Bodycon Dress in Rayon - Black,Vivo Basic Bodycon,V0819036,Knee Length Dresses,Dresses,3900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60067707,V0226036HUNS,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Hunters,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,12.0,0,3,WAREHOUSE NOT ONLINE
60067705,V0226036BLA1X,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Black,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,12.0,0,3,WAREHOUSE NOT ONLINE
,VS0426005,[VS0426005] Vivo Skirts - Sample 9,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,0.0,12.0,0,3,WAREHOUSE NOT ONLINE
50017368,V0121168BLAM,Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe - Black,Vivo Basic Cap Sleeve Knee Length Tent Dress,V0121168,Knee Length Dresses,Dresses,5500.0,11.0,0,3,WAREHOUSE NOT ONLINE
,V0126014LGRS,Vivo Studio Shoulder Tie Top in Jersey - Lime Green - LIME GREEN / V0126014 / S,Vivo Studio Shoulder Tie Top in Jersey,V0126014,Loose Tops,Tops,0.0,11.0,0,3,WAREHOUSE NOT ONLINE
60030463,V0719290BURM/L,Vivo Basic Extra Long Lily Waterfall in Jersey - Burgundy,Vivo Basic Extra Long Lily Waterfall,V0719290,Waterfalls & Kimonos,Outerwear,5500.0,11.0,0,3,WAREHOUSE NOT ONLINE
60067838,V0426003DGRN1X,Vivo Extended Sleeve Maxi Dress in Jersey - Dark Green,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,10.0,0,3,WAREHOUSE NOT ONLINE
60068081,V0426044BLAM,Vivo Studio Flared Pants in Rib - Black,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,10.0,0,3,WAREHOUSE NOT ONLINE
60063950,V0725016NAVF,Vivo Essi Front Slit Maxi Top In Satin - Navy,Vivo Essi Front Slit Maxi Top In Satin,V0725016,Loose Tops,Tops,5500.0,10.0,0,3,WAREHOUSE NOT ONLINE
60067835,V0426003DGRNS,Vivo Extended Sleeve Maxi Dress in Jersey - Dark Green,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,10.0,0,3,WAREHOUSE NOT ONLINE
60068057,V0526011TAUL,Vivo Studio Bell Sleeve Tunic Top in Rib - Taupe,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,10.0,0,3,WAREHOUSE NOT ONLINE
50017369,V0121168BLAL,Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe - Black,Vivo Basic Cap Sleeve Knee Length Tent Dress,V0121168,Knee Length Dresses,Dresses,5500.0,9.0,0,3,WAREHOUSE NOT ONLINE
60053861,S0125059BLAS,Safari by Vivo Tiwa Wide Leg Pants in Linen - Black,Safari by Vivo Tiwa Wide Leg Pants in Linen,S0125059,Full Length Pants,Bottoms,6400.0,9.0,0,3,WAREHOUSE NOT ONLINE
60056903,V0822077CHBL,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,Bodysuits,Tops,2700.0,9.0,0,3,WAREHOUSE NOT ONLINE
40002067,V0819034NABS,Vivo Basic Pencil Skirt - Navy Blue,Vivo Basic Pencil Skirt,V0819034,Knee Length Skirts,Skirts,2950.0,9.0,0,3,WAREHOUSE NOT ONLINE
60068061,V0526011BLAM,Vivo Studio Bell Sleeve Tunic Top in Rib - Black,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,9.0,0,3,WAREHOUSE NOT ONLINE
60067979,V0426025PR32X,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe - Lime / Black Talo Print,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe,V0426025,Knee Length Dresses,Dresses,5900.0,9.0,0,3,WAREHOUSE NOT ONLINE
60003388,V0422070BLAM,Vivo Basic Cap Sleeve Bodycon in Rayon - Black,Vivo Basic Cap Sleeve Bodycon in Rayon,V0422070,Knee Length Dresses,Dresses,3900.0,9.0,0,3,WAREHOUSE NOT ONLINE
50008543,V0819102OFWF,Vivo Basic Double Layered Wrap Poncho - Off White,Vivo Basic Double Layered Wrap Poncho (Without Fringe),V0523123,Sweaters & Ponchos,Outerwear,5550.0,9.0,0,3,WAREHOUSE NOT ONLINE
60035696,S0424145KHAM,Safari Men's Long Sleeve Shirt - Khaki,Safari Men's Long Sleeve Shirt,S0424145,Loose Tops,Tops,1250.0,9.0,0,3,WAREHOUSE NOT ONLINE
60052094,V0622041PR7F,Vivo Mistari 3/4 Sleeve V - Neck Collared Tunic Top - Black Stripes,Vivo Mistari 3/4 Sleeve V,V0622041,Loose Tops,Tops,3550.0,9.0,0,3,WAREHOUSE NOT ONLINE
60068077,V0426044TAUL,Vivo Studio Flared Pants in Rib - Taupe,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,9.0,0,3,WAREHOUSE NOT ONLINE
60068062,V0526011BLAL,Vivo Studio Bell Sleeve Tunic Top in Rib - Black,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,8.0,0,3,WAREHOUSE NOT ONLINE
60053563,V0325012OWHS/M,Vivo Safa Sweater - Off White,Vivo Safa Sweater,V0325012,Sweaters & Ponchos,Outerwear,2050.0,8.0,0,3,WAREHOUSE NOT ONLINE
60010069,V0822077DGNL,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,Bodysuits,Tops,2700.0,8.0,0,3,WAREHOUSE NOT ONLINE
60037939,S0424064MUSXS/S,Safari Bush Drop Shoulder Long Sleeve Top - Mustard,Safari Bush Drop Shoulder Long Sleeve Top,S0424064,T-shirts & Tank Tops,Tops,1750.0,8.0,0,3,WAREHOUSE NOT ONLINE
60068076,V0426044TAUM,Vivo Studio Flared Pants in Rib - Taupe,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,8.0,0,3,WAREHOUSE NOT ONLINE
,V0823158REDXXS,Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Red - RED / V0823158 / XXS,Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit,V0823158,Bodysuits,Tops,0.0,8.0,0,3,WAREHOUSE NOT ONLINE
60068067,V0426044MUSL,Vivo Studio Flared Pants in Rib - Mustard,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,8.0,0,3,WAREHOUSE NOT ONLINE
60065813,S0825039CHOCS,Safari Solana Bubble Midi Skirt in Cotton - Chocolate,Safari Solana Bubble Midi Skirt in Cotton,S0825039,Midi & Capri Skirts,Skirts,5800.0,8.0,0,3,WAREHOUSE NOT ONLINE
60067984,V0426025PR42X,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe - Fuschia / Black Talo Print,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe,V0426025,Knee Length Dresses,Dresses,5900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60064134,V0126029PR7M/L-V2,Vivo Maisha Strappy Cover Up Jumpsuit In Rayon - White / Blue Print,Vivo Maisha Strappy Cover Up Jumpsuit In Rayon,V0126029,Jumpsuits & Playsuits,Bottoms,5500.0,8.0,0,3,WAREHOUSE NOT ONLINE
60066397,V1025034WHI1X,Vivo Lulu Contrast Stitch Tent Dress in Cotton - White,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60067624,V0426035DBRWN2X,Vivo Izzy Bishop Sleeve Top in Textured Satin - Dark Brown,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60067696,V0226036PR12X,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Light Blue / Navy Arah Print,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60039835,V0622002MUSL,Vivo Basic Drop Shoulder Top - Mustard,Vivo Basic Drop Shoulder Top,V0622002,Loose Tops,Tops,2550.0,8.0,0,3,WAREHOUSE NOT ONLINE
40019247,V0919035NABL,Vivo Everyday 3/4 Sleeve Double Layered Bodycon Dress - Navy Blue,Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress,V0919035,Knee Length Dresses,Dresses,4900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60055820,V0621001WIRM,Vivo J.O V-Neck Sheath Dress - Wine Red,Vivo J.O V-Neck Sheath Dress,V0621001,Knee Length Dresses,Dresses,4250.0,8.0,0,3,WAREHOUSE NOT ONLINE
60067614,V0426035OGRN2X,Vivo Izzy Bishop Sleeve Top in Textured Satin - Olive Green,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60067629,V0426035MUS2X,Vivo Izzy Bishop Sleeve Top in Textured Satin - Mustard,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,8.0,0,3,WAREHOUSE NOT ONLINE
60065878,S0825039WHI2X,Safari Solana Bubble Midi Skirt in Cotton - White,Safari Solana Bubble Midi Skirt in Cotton,S0825039,Midi & Capri Skirts,Skirts,5800.0,8.0,0,3,WAREHOUSE NOT ONLINE
60068046,V0526011MUSM,Vivo Studio Bell Sleeve Tunic Top in Rib - Mustard,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,8.0,0,3,WAREHOUSE NOT ONLINE
60042091,JR222001-GG10,Soko Dash Coil Ring (Size 10) - Gold,Soko Dash Coil Ring (Size 10),JR22200,Accessories,Accessories,9400.0,7.0,0,3,WAREHOUSE NOT ONLINE
60066394,V1025034WHIS,Vivo Lulu Contrast Stitch Tent Dress in Cotton - White,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60065044,V0126014MUSS,Vivo Studio Shoulder Tie Top in Jersey - Mustard,Vivo Studio Shoulder Tie Top in Jersey,V0126014,Fitted Tops,Tops,3200.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067969,V0426025PR12X,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe - Rust / Black Talo Print,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe,V0426025,Knee Length Dresses,Dresses,5900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60055819,V0621001WIRS,Vivo J.O V-Neck Sheath Dress - Wine Red,Vivo J.O V-Neck Sheath Dress,V0621001,Knee Length Dresses,Dresses,4250.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067619,V0426035RUS2X,Vivo Izzy Bishop Sleeve Top in Textured Satin - Rust,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60068066,V0426044MUSM,Vivo Studio Flared Pants in Rib - Mustard,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067974,V0426025PR22X,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe - Off White / Black Talo Print,Vivo Pendo 3/4 Sleeve A Line Dress in Crepe,V0426025,Knee Length Dresses,Dresses,5900.0,7.0,0,3,WAREHOUSE NOT ONLINE
,V0823155WHI2X,Vivo X This Is Essential Strappy Bodysuit - White - WHITE / V0823155 / 2X,Vivo X This Is Essential Strappy Bodysuit,V0823155,Bodysuits,Tops,0.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067711,V0226036HUN2X,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Hunters,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60068056,V0526011TAUM,Vivo Studio Bell Sleeve Tunic Top in Rib - Taupe,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,7.0,0,3,WAREHOUSE NOT ONLINE
60068082,V0426044BLAL,Vivo Studio Flared Pants in Rib - Black,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,7.0,0,3,WAREHOUSE NOT ONLINE
60065356,V0126009MARM,Vivo Button Up Shirt in Chiffon - Maroon,Vivo Button Up Shirt in Chiffon,V0126009,Fitted Tops,Tops,4500.0,7.0,0,3,WAREHOUSE NOT ONLINE
50017367,V0121168BLAS,Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe - Black,Vivo Basic Cap Sleeve Knee Length Tent Dress,V0121168,Knee Length Dresses,Dresses,5500.0,7.0,0,3,WAREHOUSE NOT ONLINE
60068047,V0526011MUSL,Vivo Studio Bell Sleeve Tunic Top in Rib - Mustard,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,7.0,0,3,WAREHOUSE NOT ONLINE
,V0823154CHOCXXS,Vivo X This Is Essential  Sleeveless High Neck Bodysuit - Chocolate - CHOCOLATE / V0823154 / XXS,Vivo X This Is Essential  Sleeveless High Neck Bodysuit,V0823154,Bodysuits,Tops,0.0,7.0,0,3,WAREHOUSE NOT ONLINE
50014556,V0621001NABS,Vivo J.O V-Neck Sheath Dress - Navy Blue,Vivo J.O V-Neck Sheath Dress,V0621001,Knee Length Dresses,Dresses,4250.0,7.0,0,3,WAREHOUSE NOT ONLINE
60036293,S1023060RUSM,Safari Zene Off Shoulder Top - Rust,Safari Zene Off Shoulder Top,S1023060,Loose Tops,Tops,1050.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067706,V0226036BLA2X,Vivo Sierra Sleeveless Double Layered Top in Chiffon - Black,Vivo Sierra Sleeveless Double Layered Top in Chiffon,V0226036,Fitted Tops,Tops,2900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60066393,V1025034HUN2X,Vivo Lulu Contrast Stitch Tent Dress in Cotton - Hunters,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067634,V0426035LTAU2X,Vivo Izzy Bishop Sleeve Top in Textured Satin - Light Taupe,Vivo Izzy Bishop Sleeve Top in Textured Satin,V0426035,Fitted Tops,Tops,3900.0,7.0,0,3,WAREHOUSE NOT ONLINE
60067842,V0426003DMUSL,Vivo Extended Sleeve Maxi Dress in Jersey - Dark Mustard,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,6.0,0,3,WAREHOUSE NOT ONLINE
60067492,S0326022LILL,Safari by Vivo Pintuck Shirt Dress in Cotton - Lilac,Safari by Vivo Pintuck Shirt Dress in Cotton,S0326022,Knee Length Dresses,Dresses,7400.0,6.0,0,3,WAREHOUSE NOT ONLINE
60061768,V1025034YELLL,Vivo Lulu Contrast Stitch Tent Dress in Cotton - Yellow,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60061767,V1025034YELLM,Vivo Lulu Contrast Stitch Tent Dress in Cotton - Yellow,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60065242,V0920021FUSM,Vivo Basic Tolani Dress in Jersey - Fuschia,Vivo Basic Tolani Jersey Dress,V0920021,Knee Length Dresses,Dresses,4900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60003570,V0620049NABL/XL,Vivo Basic Leila Maxi Waterfall - Navy Blue,Vivo Basic Leila Maxi Waterfall,V0620049,Waterfalls & Kimonos,Outerwear,4900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60064046,V0126015PR1L,Vivo Studio Striped Pants In Crepe - Maroon Striped Print,Vivo Studio Striped Pants In Crepe,V0126015,Full Length Pants,Bottoms,4900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60068052,V0526011OLIL,Vivo Studio Bell Sleeve Tunic Top in Rib - Olive Green,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,6.0,0,3,WAREHOUSE NOT ONLINE
40008533,V0819124NABS,Vivo Basic Ali Jacket - Navy Blue,Vivo Basic Ali Jacket,V0819124,Jackets & Coats,Outerwear,2950.0,6.0,0,3,WAREHOUSE NOT ONLINE
60058113,V0725026PR1F,Vivo Sanali Loose Top - Purple / Peach,Vivo Sanali Loose Top,V0725026,Loose Tops,Tops,1550.0,6.0,0,3,WAREHOUSE NOT ONLINE
40016187,Y1020001RBM120,Ythera Tuber Rose Fine Fragrance Mist,Ythera Tuber Rose Fine Fragrance Mist,Y1020001,Accessories,Accessories,1200.0,6.0,0,3,WAREHOUSE NOT ONLINE
60068072,V0426044OLIL,Vivo Studio Flared Pants in Rib - Olive Green,Vivo Studio Flared Pants in Rib,V0426044,Full Length Pants,Bottoms,4200.0,6.0,0,3,WAREHOUSE NOT ONLINE
50001124,V1019069WHIM,Vivo Basic Escape A-Line Dress - White,Vivo Basic Escape A-Line Dress,V1019069,Knee Length Dresses,Dresses,4900.0,6.0,0,3,WAREHOUSE NOT ONLINE
60034668,V0224109NABM,Vivo X This Is Essential Short Unitard - Navy Blue,Vivo X This Is Essential Short Unitard,V0224109,Jumpsuits & Playsuits,Bottoms,3250.0,6.0,0,3,WAREHOUSE NOT ONLINE
60067847,V0426003DOLIL,Vivo Extended Sleeve Maxi Dress in Jersey - Dark Olive,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,6.0,0,3,WAREHOUSE NOT ONLINE
60067851,V0426003CHOCM,Vivo Extended Sleeve Maxi Dress in Jersey - Chocolate,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,6.0,0,3,WAREHOUSE NOT ONLINE
60067852,V0426003CHOCL,Vivo Extended Sleeve Maxi Dress in Jersey - Chocolate,Vivo Extended Sleeve Maxi Dress in Jersey,V0426003,Maxi Dresses,Dresses,6200.0,6.0,0,3,WAREHOUSE NOT ONLINE
,V0424116NAB2X,Vivo X This Is Essential Raceback Bralette - Navy Blue - NAVY BLUE / V0424116 / 2X,Vivo X This Is Essential Raceback Bralette,V0424116,Bodysuits,Tops,0.0,5.0,0,3,WAREHOUSE NOT ONLINE
60047317,S0824069NABL/1X,Safari by Vivo Njano Drawstring Top in Cotton - Navy Blue,Safari by Vivo Njano Drawstring Top in Cotton,S0824069,Loose Tops,Tops,3800.0,5.0,0,3,WAREHOUSE NOT ONLINE
,V0424116BLAXS,Vivo X This Is Essential Raceback Bralette - Black - BLACK / V0424116 / XS,Vivo X This Is Essential Raceback Bralette,V0424116,Bodysuits,Tops,0.0,5.0,0,3,WAREHOUSE NOT ONLINE
60035281,S0224195WHIM,Safari Kamari Capri Cargo Pants - White,Safari Kamari Capri Cargo Pants,S0224195,Culottes & Capri Pants,Bottoms,4750.0,5.0,0,3,WAREHOUSE NOT ONLINE
50017370,V0121168BLA1X,Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe - Black,Vivo Basic Cap Sleeve Knee Length Tent Dress,V0121168,Knee Length Dresses,Dresses,5500.0,5.0,0,3,WAREHOUSE NOT ONLINE
60035282,S0224195WHIL,Safari Kamari Capri Cargo Pants - White,Safari Kamari Capri Cargo Pants,S0224195,Culottes & Capri Pants,Bottoms,4750.0,5.0,0,3,WAREHOUSE NOT ONLINE
60066253,V0126041PR5XS/S,Vivo Maxi Kimono in Chiffon - Mint / Black Print,Vivo Maxi Kimono in Chiffon,V0126041,Waterfalls & Kimonos,Outerwear,4900.0,5.0,0,3,WAREHOUSE NOT ONLINE
60066398,V1025034WHI2X,Vivo Lulu Contrast Stitch Tent Dress in Cotton - White,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,5.0,0,3,WAREHOUSE NOT ONLINE
60036655,V0719290NAB1X/2X,Vivo Basic Extra Long Lily Waterfall - Navy Blue,Vivo Basic Extra Long Lily Waterfall,V0719290,Waterfalls & Kimonos,Outerwear,5500.0,5.0,0,3,WAREHOUSE NOT ONLINE
60037665,S0424073HGN3X,Safari Kamari Ribbed Top - Hunters Green,Safari Kamari Ribbed Top,S0424073,T-shirts & Tank Tops,Tops,1100.0,5.0,0,3,WAREHOUSE NOT ONLINE
60044409,V0121134MUS1X/2X,Vivo Basic Nalia High Low Jersey Top - Mustard,Vivo Basic Nalia High Low Jersey Top,V0121134,T-shirts & Tank Tops,Tops,1350.0,5.0,0,3,WAREHOUSE NOT ONLINE
40002069,V0819034NABL,Vivo Basic Pencil Skirt - Navy Blue,Vivo Basic Pencil Skirt,V0819034,Knee Length Skirts,Skirts,2950.0,5.0,0,3,WAREHOUSE NOT ONLINE
60068058,V0526011TAU1X,Vivo Studio Bell Sleeve Tunic Top in Rib - Taupe,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,5.0,0,3,WAREHOUSE NOT ONLINE
60068050,V0526011OLIS,Vivo Studio Bell Sleeve Tunic Top in Rib - Olive Green,Vivo Studio Bell Sleeve Tunic Top in Rib,V0526011,Fitted Tops,Tops,3500.0,5.0,0,3,WAREHOUSE NOT ONLINE
40007722,V0819102BLAF,Vivo Basic Double Layered Wrap Poncho - Black,Vivo Basic Double Layered Wrap Poncho,V0819102,Sweaters & Ponchos,Outerwear,5550.0,5.0,0,3,WAREHOUSE NOT ONLINE
60056300,V0625012CHOS,Vivo Selah Mock Neck Top in Stretch Rib - Chocolate,Vivo Selah Mock Neck Top in Stretch Rib,V0625012,Fitted Tops,Tops,2500.0,5.0,0,3,WAREHOUSE NOT ONLINE
