brand,missing,product_name
"Vivo","both","Vivo Tatili Bishop Long Sleeve Top In Satin  - FS"
"Vivo","both","Vivo Tatili Long Sleeve Bishop Top  - FS"
"Vivo","both","Vivo Tatili Pinstripe Pants in Medium Crepe  - FS"
"Vivo","both","Vivo Tatili Wide Leg Pants  - FS"
"Vivo","both","Vivo Thando Mock Neck Maxi Dress  - FS"
"Vivo","both","Vivo Tulia Palazzo Pants"
"Vivo","both","Vivo Tunu Long Sleeve Front Pleat Top - Navy Blue"
"Vivo","both","Vivo Upe Wide Leg Pants in Ponte  - FS"
"Vivo","both","Vivo Upe Wide Leg Pants in Ponte - FS"
"Vivo","both","Vivo V-Neck Camisole in Satin - FS"
"Vivo","both","Vivo V-Neck Dress in Stretch Rib  - FS"
"Vivo","both","Vivo Waridi Pencil Skirt in Ponte  - FS"
"Vivo","both","Vivo Wastani 3/4 Shirred Sleeve Wide Tunic  - FS"
"Vivo","both","Vivo Wastani Drawstring Pants  - FS"
"Vivo","both","Vivo Wastani Shirred Sleeve Easy Fit Shirt  - FS"
"Vivo","both","Vivo Waterfalls & Kimonos - FS 8"
"Vivo","both","Vivo Wena Wrap Dress  - FS"
"Vivo","both","Vivo Wide Leg Pants in Heavy Crepe  - FS"
"Vivo","both","Vivo Wide Top in Satin  - FS"
"Vivo","both","Vivo Wila Cowl Poncho - Rust"
"Vivo","both","Vivo Wrap Shawl in Sweater  - FS"
"Vivo","both","Vivo Wrap Shawl in Sweater  - FS"
"Vivo","both","Vivo Yumi Cap Sleeve Dress  - FS"
"Vivo","both","Vivo Yumi Cap Sleeve Dress  - FS"
"Vivo","both","Vivo Yumi Cap Sleeve Dress In Crepe  - FS"
"Vivo","both","Vivo Yumi Maxi Shirt Dress  - FS"
"Vivo","both","Vivo Yumi Maxi Shirt Dress  - FS"
"Vivo","both","Vivo Yumi Off Shoulder Jumpsuit  - FS"
"Vivo","both","Vivo Yumi Off Shoulder Jumpsuit  - FS"
"Vivo","both","Vivo Yumi Off Shoulder Jumpsuit In Crepe  - FS"
"Vivo","both","Vivo Yumi Off Shoulder Maxi Dress  - FS"
"Vivo","both","Vivo Zahari 3/4 Sleeve Off Shoulder Jumpsuit  - FS"
"Vivo","both","Vivo Zahari 3/4 Sleeve Off Shoulder Jumpsuit  - FS"
"Vivo","both","Vivo Zahari 3/4 Sleeve Off Shoulder Jumpsuit In Crepe  - FS"
"Vivo","both","Vivo Zahari 3/4 Sleeve Off-Shoulder Jumpsuit  - FS"
"Vivo","both","Vivo Zawadi Shift Dress in Chiffon  - FS"
"Vivo","both","Vivo Zelda Panelled Dress In Crepe  - FS"
"Vivo","both","Vivo Zena Shirred Waist Maxi Shirt Dress  - FS"
"Vivo","both","Vivo Zena Shirred Waist Maxi Shirt Dress in Crepe  - FS"
"Vivo","both","Vivo Zena Sleeveless Shawl Collar Overcoat  - FS"
"Vivo","both","Vivo Zola V Neck Cap Sleeve Maxi Dress  - FS"
"Vivo","both","Vivo Zola V Neck Maxi Dress in Crepe  - FS"
"Vivo","both","Vivo Zuri Cap Sleeve Knee Length Dress  - FS"
"Vivo","both","Vivo shopping bags"
"Zoya","both","Zoya Basic Bodycon - Taupe"
"Zoya","both","Zoya Basic Jersey Bandaeu - Rust OLD"
"Zoya","both","Zoya Basic Tank Top - Burgundy"
"Zoya","both","Zoya Fitted Top - Sample 1"
"Zoya","both","Zoya Hoodie/ Sweatshirt - Sample 1"
"Zoya","both","Zoya Jumpsuit - Sample 1"
"Zoya","both","Zoya Loose Tops - Sample 1"
"Zoya","both","Zoya Midi Jackets & Coats - Sample 1"
"Zoya","both","Zoya Playsuit - Sample 3"
"Zoya","both","Zoya Shorts & Skorts - Sample 1"
"Safari","number","Safari Anga Drawstring Cargo Pants - Black"
"Safari","number","Safari Anga Drawstring Cargo Pants - Red"
"Safari","number","Safari Anga Drawstring Cargo Pants - White"
"Safari","number","Safari Basic Bishop Sleeve Top - Burgundy Animal Print"
"Safari","number","Safari Hawi 3/4 Sleeve Reversible Kimono - Blue / Black Ankara Print"
"Safari","number","Safari Hawi 3/4 Sleeve Reversible Kimono - Green / Brown Ankara Print"
"Safari","number","Safari Hawi 3/4 Sleeve Reversible Kimono - Orange / Taupe Ankara Print"
"Safari","number","Safari Hawi Double Breasted Kimono Coat - Khaki Brown"
"Safari","number","Safari Hawi Lapel Poncho - Grey"
"Safari","number","Safari Hawi Lapel Poncho - Hunters Green"
"Safari","number","Safari Hawi Lapel Poncho - Mustard"
"Safari","number","Safari Hawi Off Shoulder Bishop Sleeve Tunic Top - Light Blue"
"Safari","number","Safari Hawi Off Shoulder Bishop Sleeve Tunic Top - Taupe"
"Safari","number","Safari Kaya Tappered Pants - Black"
"Safari","number","Safari Kikoy Tunic High Low Top With Side Slits - Light Blue Print"
"Safari","number","Safari Kikoy Tunic High Low Top With Side Slits - Maroon Print"
"Safari","number","Safari Kikoy Wide Elastic Shorts - Pink Print"
"Safari","number","Safari Kikoy Wide Leg Pants -Black"
"Safari","number","Safari Kitenge 3/4 sleeve Maxi Dress - Neba Print"
"Safari","number","Safari Kitenge T-Shirt - White / Chari Print"
"Safari","number","Safari Kitenge T-Shirt - White / Tari Print"
"Safari","number","Safari Lira Drawstring Jacket - Black"
"Safari","number","Safari Lira Drawstring Jacket - Hunters"
"Safari","number","Safari Lira Sleeveless Coat - Taupe"
"Safari","number","Safari Long Sleeve Waterfall - Hunters"
"Safari","number","Safari Maisha Tunic Top - Black Print"
"Safari","number","Safari Mali Gathered Flounce Sleeve Shirt Dress - Mustard"
"Safari","number","Safari Mali Turn Up Hem Pants - Navy Blue"
"Safari","number","Safari Mali Wrap Lapel Top - Navy Blue"
"Safari","number","Safari Men's Cargo Shorts - Beige"
"Safari","number","Safari Nazari Maxi Shirt Dress - Yellow / Cream Print"
"Safari","number","Safari Njano Joggers - Hunters Green / Shama Print"
"Safari","number","Safari Shorts - Almasi"
"Safari","number","Safari Tawi 3/4 Sleeve Off Shoulder Maxi - Purple"
"Safari","number","Safari Tawi A-Line Long Sleeve Shirt Dress - Purple"
"Safari","number","Safari Tawi Bishop Sleeve Tiered Dress - Chocolate"
"Safari","number","Safari Tawi Bishop Sleeve Tiered Dress - Purple"
"Safari","number","Safari Tawi Denim Shirt Dress - Light Blue"
"Safari","number","Safari Tawi Denim Shirt Dress - Midnight Blue"
"Safari","number","Safari Tawi Flounce Tent Dress - Navy Blue"
"Safari","number","Safari Tawi Off Shoulder Knee Length Dress - Pink(Plain Belt)"
"Safari","number","Safari by Vivo Adinkra Tank in Rib - Grey"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress -  Orange"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton -  Mustard"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Black"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Hunters"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Light Green"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Mulberry"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Navy Blue"
"Safari","number","Safari by Vivo Mansi Wide Hem Embroidered Tent Dress in Cotton - Olive Green"
"Vivo","number","Vivo 3/4 Sleeve J.O Jersey A-line Knee Length Dress - Hunters Green"
"Vivo","number","Vivo Adisa Flounce Sleeve Open Jacket - Purple"
"Vivo","number","Vivo Ajani Blouse - Olive"
"Vivo","number","Vivo Ajani Mandarin V-Neck Collar Top - Gold / Navy Blue"
"Vivo","number","Vivo Ajani Mandarin V-Neck Collar Top - Navy Blue / Gold"
"Vivo","number","Vivo Ajani V-Neck Shift Dress - Beige"
"Vivo","number","Vivo Ajani V-Neck Top - Beige / Brown Print"
"Vivo","number","Vivo Ajani V-Neck Top - Black / Forest Green Print"
"Vivo","number","Vivo Ajani V-Neck Top - Black / Grey Chui Print"
"Vivo","number","Vivo Ajani V-Neck Top - Dark Mustard / Black Print"
"Vivo","number","Vivo Ajani V-Neck Top - Multi-Blue Print"
"Vivo","number","Vivo Ajani V-Neck Top - Mustard / Purple Print"
"Vivo","number","Vivo Ajani V-Neck Top - Sea Green / Orange Print"
"Vivo","number","Vivo Ajani V-Neck Top - White / Grey Print"
"Vivo","number","Vivo Ajani Wide Leg Pants - Burgundy"
"Vivo","number","Vivo Alek 3/4 Sleeve A-Line Maxi Kimono - Blue / White print"
"Vivo","number","Vivo Alek 3/4 Sleeve A-Line Maxi Kimono - Brown / White print"
"Vivo","number","Vivo Alek 3/4 Sleeve A-Line Maxi Kimono - Peach / White print"
"Vivo","number","Vivo Alek Halter Neck Maxi Dress - Black / White Mistari Print"
"Vivo","number","Vivo Alek Halter Neck Maxi Dress - Orange / Black Mistari Print"
"Vivo","number","Vivo Alek Shirred Off- Shoulder Jumpsuit - Brown / White Print"
"Vivo","number","Vivo Alek Shirred Off- Shoulder Jumpsuit - Hunters / White Print"
"Vivo","number","Vivo Alek Shirred Off- Shoulder Jumpsuit - Taupe / Black Haro Print"
"Vivo","number","Vivo Alek Shirred Off- Shoulder Jumpsuit - Taupe Jazah Print"
"Vivo","number","Vivo Alika Layered Dress - Green / Navy Blue Siri Print"
"Vivo","number","Vivo Alora 3/4 Sleeve Shift Dress - Tan"
"Vivo","number","Vivo Alora Long Sleeve Top - Black"
"Vivo","number","Vivo Alora Long Sleeve Top - Cream"
"Vivo","number","Vivo Alora Pleated Pants - Taupe"
"Vivo","number","Vivo Alora Round Neck Top - Chocolate"
"Vivo","number","Vivo Alora Shift Dress - Rose"
"Vivo","number","Vivo Amai Asymmetrical Cape - Pink / Blue Biya Print"
"Vivo","number","Vivo Amai Cape Top - Black"
"Vivo","number","Vivo Amai Hi-Low Top - Buttermilk Wingu Print"
"Vivo","number","Vivo Amai Hi-Low Top - Cream Wingu Print"
"Vivo","number","Vivo Amai Hi-Low Top - Navy / Blue Izza Print"
"Vivo","number","Vivo Amai Hi-Low Top - Navy Wingu Print"
"Vivo","number","Vivo Amai Hi-Low Top - Rust"
"Vivo","number","Vivo Amai Hi-Low Top - Taupe Wingu Print"
"Vivo","number","Vivo Amai Off-Shoulder Maxi Dress - Green / Navy Biya Print"
"Vivo","number","Vivo Amai Off-Shoulder Maxi Dress - Hot Pink / Black Biya Print"
"Vivo","number","Vivo Amai Off-Shoulder Maxi Dress - Navy / Blue Biya Print"
"Vivo","number","Vivo Amai Off-Shoulder Maxi Dress - Purple / Black Biya Print"
"Vivo","number","Vivo Amali 3/4 Sleeve Turtleneck Tent Knee Length Dress - Burgundy / Pink Abstract Print"
"Vivo","number","Vivo Amali Wide Leg Rib Pants - Lilac"
"Vivo","number","Vivo Amara Asymmetric Top - Black / Mustard Sanna Print"
"Vivo","number","Vivo Amara Back Pleat Dress - Burgundy / Hunters Bemba Print"
"Vivo","number","Vivo Amara Back Pleat Dress - Green"
"Vivo","number","Vivo Amara Drawstring Maxi Dress - Hunters Green"
"Vivo","number","Vivo Amara Drawstring Maxi Dress - Navy Blue"
"Vivo","number","Vivo Amara Drop Shoulder Kimono - Navy Blue"
"Vivo","number","Vivo Amara Drop Shoulder Kimono - Safron"
"Vivo","number","Vivo Amara Drop Shoulder Kimono - Tan"
"Vivo","number","Vivo Amara Midi Waterfall - Tan"
"Vivo","number","Vivo Amara Sleeveless High Low Top - Hunters"
"Vivo","number","Vivo Amara Sleeveless High Low Top - Safron"
"Vivo","number","Vivo Amara V-Neck Maxi Dress - Safron"
"Vivo","number","Vivo Analo Wide Hem Tent Dress - Grey"
"Vivo","number","Vivo Analo Wide Hem Tent Dress - Light Purple"
"Vivo","number","Vivo Analo Wide Leg Pants - Navy"
"Vivo","number","Vivo Analo Wide Leg Pants - Olive"
"Vivo","number","Vivo Arafa Long Sleeve Tie Dress - Green / Orange Rafa Print"
"Vivo","number","Vivo Arafa Short Sleeve Shift Dress - Navy Blue"
"Vivo","number","Vivo Arafa Sleeveless Jacket - Dark Green"
"Vivo","number","Vivo Arafa V-Neck Bodycon - Navy Blue"
"Vivo","number","Vivo Arafa V-Neck Bodycon - Navy Blue / White"
"Vivo","number","Vivo Arafa Wrap Dress - Maroon"
"Vivo","number","Vivo Asha Drop Shoulder Knee Length Dress - Black / Yellow Floral Print"
"Vivo","number","Vivo Asha Drop Shoulder Knee Length Dress - Dark Navy / Cream Samara Print"
"Vivo","number","Vivo Asha Drop Shoulder Knee Length Dress - White / Black Floral Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Beige / Black Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Blue / Black Weni Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Dark Green"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Dark Mustard / Black Weni Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Mustard / Black Lala Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Navy / Cream Bia Print"
"Vivo","number","Vivo Asha Drop Shoulder Maxi Shirt Dress - Tan / Black Bia Print"
"Vivo","number","Vivo Asha Sleeveless Knee Length Dress - Cream / Navy Print"
"Vivo","number","Vivo Asha Sleeveless Knee Length Dress - Grey / Black Print"
"Vivo","number","Vivo Asha Sleeveless Knee Length Dress - White / Black Jilo Print"
"Vivo","number","Vivo Asha Sleeveless Knee Length Dress - White / Navy Print"
"Vivo","number","Vivo Asha Sleeveless Maxi Dress - Burgundy Peli Print"
"Vivo","number","Vivo Asha Sleeveless Maxi Dress - Light Olive / Navy Ela Print"
"Vivo","number","Vivo Asha Sleeveless Maxi Dress - Mustard / Brown Lalo Print"
"Vivo","number","Vivo Asha Sleeveless Maxi Dress - Taupe / Black Tuli Print"
"Vivo","number","Vivo Asha Sleeveless Maxi Dress - White Peli Print"
"Vivo","number","Vivo Ava 3/4 Sleeve Kimono - Off White"
"Vivo","number","Vivo Ava 3/4 Sleeve Kimono -White"
"Vivo","number","Vivo Ava Front Pleat Knee Length Dress - Peach / White Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Black / Rust Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Brown"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Brown / Black Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Grey / Rust Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Navy / Mustard Ama Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Orange / Black Ala Print"
"Vivo","number","Vivo Ava Front Pleat Maxi Dress - Red"
"Vivo","number","Vivo Ava Tent Flounce Maxi Dress - Beige / White Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Grey / Black Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Hunters Green / Cream Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Lilac / Lime Abasi Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Lime / Yellow Abasi Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Orange / Lilac Abasi Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Pink / Hunters Green Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Purple / Black Nurra Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - Purple / Black Savi Print"
"Vivo","number","Vivo Ava Tent Knee Length Dress - White / Pink Abasi Print"
"Vivo","number","Vivo Ava Tent Maxi Dress - Cream / Orange Print"
"Vivo","number","Vivo Ava Tent Maxi Dress - Mustard / Black Jilo Print"
"Vivo","number","Vivo Ava Tent Maxi Dress - Orange / Off White Print"
"Vivo","number","Vivo Ayah Bishop Sleeve Mock Neck Top - Purple"
"Vivo","number","Vivo Ayah Kimono - Lilac / Black Tullu Print"
"Vivo","number","Vivo Ayana Cap Sleeve High Low Tent Dress - Green Print"
"Vivo","number","Vivo Ayana Cap Sleeve High Low Tent Dress - Mustard / Navy Print"
"Vivo","number","Vivo Ayana Cap Sleeve High Low Tent Dress - Mustard Print"
"Vivo","number","Vivo Ayana Cap Sleeve High Low Tent Dress - Navy / Brown Yana Print"
"Vivo","number","Vivo Ayana Cap Sleeve High Low Tent Dress - Rust / Hunters Print"
"Vivo","number","Vivo Ayla Crepe Pants - Light Dust Pink / Black Lala Print"
"Vivo","number","Vivo Ayla Crepe Pants - Mustard / Black Lala Print"
"Vivo","number","Vivo Ayla Crepe Pants - Navy / Burgundy Hali Print"
"Vivo","number","Vivo Ayla Drop Shoulder Jumpsuit - Navy / Orange Print"
"Vivo","number","Vivo Ayla Drop Shoulder Jumpsuit - Navy/ Cream Print"
"Vivo","number","Vivo Ayla Loose Top - Caramel"
"Vivo","number","Vivo Ayla Loose Top - Rust"
"Vivo","number","Vivo Ayla Off-Shoulder Dress - Blush Pink/ Black Meti Print"
"Vivo","number","Vivo Ayla Off-Shoulder Dress - Cream / Black Meti Print"
"Vivo","number","Vivo Ayla Off-Shoulder Jumpsuit - Light Taupe / Black Lala Print"
"Vivo","number","Vivo Ayla Off-Shoulder Jumpsuit -Black / Taupe Umbo Print"
"Vivo","number","Vivo Ayo Tent Dress - Green / White Print"
"Vivo","number","Vivo Ayo Tent Dress - Mint Green / Black Print"
"Vivo","number","Vivo Ayo Tent Dress - Peach / Off-White Abstract Print"
"Vivo","number","Vivo Ayo Tent Dress - White / Taupe Print"
"Vivo","number","Vivo Ayo Tent Dress - Yellow / Black Print"
"Vivo","number","Vivo Azawi Cap Sleeve Panelled Dress - Black / White"
"Vivo","number","Vivo Azawi Pencil Skirt - Black / White"
"Vivo","number","Vivo Azawi Sleeveless Overcoat - Burgundy"
"Vivo","number","Vivo Azawi Sleeveless Overcoat - Hunters Green"
"Vivo","number","Vivo Bana Batwing Top - Burgundy"
"Vivo","number","Vivo Bana Front Tie Cap Sleeve Bodysuit - Burgundy"
"Vivo","number","Vivo Basic 3/4 Sleeve A-Line Maxi Dress - Burgundy"
"Vivo","number","Vivo Basic 3/4 Sleeve A-Line Maxi Dress - Hunters Green"
"Vivo","number","Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress - Burgundy"
"Vivo","number","Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Green"
"Vivo","number","Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Hunters"
"Vivo","number","Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Orange"
"Vivo","number","Vivo Basic 3/4 Sleeve Kim Bodycon Dress - Navy Blue"
"Vivo","number","Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Burgundy"
"Vivo","number","Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Navy Blue"
"Vivo","number","Vivo Basic 3/4 Sleeve Top - Green"
"Vivo","number","Vivo Basic 3/4 Sleeve Top - Navy Blue"
"Vivo","number","Vivo Basic 3/4 Sleeve Top - Orange"
"Vivo","number","Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Buttermilk"
"Vivo","number","Vivo Basic Abby Loose Top - Blue"
"Vivo","number","Vivo Basic Abby Loose Top - Navy Blue"
"Vivo","number","Vivo Basic Abby Loose Top - Orange"
"Vivo","number","Vivo Basic Abby Loose Top - White"
"Vivo","number","Vivo Basic Angela Cowl Loose Top - Dark Teal"
"Vivo","number","Vivo Basic Angela Cowl Loose Top - Yellow"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Black / Brown Print"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Cream / Navy Print"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Navy / Brown Print"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Navy / Orange Iyo Print"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Navy / Peach Print"
"Vivo","number","Vivo Basic Ayo Bishop Sleeve Dress - Navy / Pink Print"
"Vivo","number","Vivo Basic Aziza Belt - Blue / Yellow Print"
"Vivo","number","Vivo Basic Aziza Belt - Jua Print"
"Vivo","number","Vivo Basic Aziza Belt - Mshale Print"
"Vivo","number","Vivo Basic Bodycon Dress - Light Grey"
"Vivo","number","Vivo Basic Bodycon Dress - White"
"Vivo","number","Vivo Basic Boundneck Puff Sleeve Top - Blue"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Dress - Beige / Brown Abstract Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Dress - Black / White Floral Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Dress - Dark Navy / Mustard Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Dress - Mint Green / Black Floral Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Dress - White / Black Floral Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress - Black / White Biana Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress - Blue / Black Capi Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress - Hunters / Grey Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress - Navy / Mustard Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress - White / Red Stawi Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress -Olive / Black Capi Print"
"Vivo","number","Vivo Basic Cap Sleeve Knee Length Tent Dress -Tan/ Black Capi Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Black / White Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Dark Green / Black Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Khaki / Black Abeni Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Navy / Mustard Tanta Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Navy Polka Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Pink / Black Abeni Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Rust / Black Abeni Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Taupe Polka Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - White / Orange Sabi Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - White / Red Print"
"Vivo","number","Vivo Basic Cap Sleeve Maxi Tent Dress - Yellow / Black Diti Print"
"Vivo","number","Vivo Basic Cap Sleeve Tent Knee Length Dress - Black / White Kamai Print"
"Vivo","number","Vivo Basic Cap Sleeve Tent Knee Length Dress - Black / White Print"
"Vivo","number","Vivo Basic Cap Sleeve Tent Knee Length Dress - Buttermilk"
"Vivo","number","Vivo Basic Cap Sleeve Tent Knee Length Dress - Green / White Oken Print"
"Vivo","number","Vivo Basic Cap Sleeved Bodysuit - Grey"
"Vivo","number","Vivo Basic Cap Sleeved Bodysuit - Pink"
"Vivo","number","Vivo Basic Cap Sleeved Bodysuit - Purple"
"Vivo","number","Vivo Basic Cap Sleeved Leila Dress - Burgundy"
"Vivo","number","Vivo Basic Chiffon Bishop Sleeve Top (Double Layered) - Magenta"
"Vivo","number","Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Dark Tan"
"Vivo","number","Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Light Navy"
"Vivo","number","Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Light Taupe"
"Vivo","number","Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Lilac Lusture"
"Vivo","number","Vivo Basic Chiffon Drop Shoulder Top - Black Textured"
"Vivo","number","Vivo Basic Chiffon Dropped Shoulder Top - Hunters Green"
"Vivo","number","Vivo Basic Chiffon Dropped Shoulder Top - Taupe"
"Vivo","number","Vivo Basic Cowl Jersey Top - Black"
"Vivo","number","Vivo Basic Cowl Jersey Tunic Top - Black"
"Vivo","number","Vivo Basic Crepe Cap Sleeve Top - Jungle Green"
"Vivo","number","Vivo Basic Crepe Cap Sleeved Top - Beige / Brown Print"
"Vivo","number","Vivo Basic Crepe Cap Sleeved Top - Black / White Meni Print"
"Vivo","number","Vivo Basic Crepe Cap Sleeved Top - Dusty Pink / Black Meti print"
"Vivo","number","Vivo Basic Crepe Cap Sleeved Top In Crepe - Mustard"
"Vivo","number","Vivo Basic Crepe Pants - Purple"
"Vivo","number","Vivo Basic Cuffed Dolman Jersey Dress - Burgundy"
"Vivo","number","Vivo Basic Cuffed Dolman Jersey Dress - Safron"
"Vivo","number","Vivo Basic Dolman Maxi Dress - Dark Green"
"Vivo","number","Vivo Basic Dolman Maxi Dress - Light Orange"
"Vivo","number","Vivo Basic Dolman Maxi Dress - Navy Blue"
"Vivo","number","Vivo Basic Dolman Maxi Dress - Tan"
"Vivo","number","Vivo Basic Dolman Maxi Dress - Taupe"
"Vivo","number","Vivo Basic Double Layered Long Sleeved Bodysuit - Dark Green"
"Vivo","number","Vivo Basic Double Layered Long Sleeved Bodysuit - Taupe"
"Vivo","number","Vivo Basic Double Layered Long Sleeved Bodysuit - Yellow"
"Vivo","number","Vivo Basic Drop Shoulder Dolman Dress - Navy Blue"
"Vivo","number","Vivo Basic Escape A-Line Dress - Taupe / Burgundy Esai Print"
"Vivo","number","Vivo Basic Extra Long Lily Waterfall - Taupe"
"Vivo","number","Vivo Basic Extra Long Lily Waterfall - White"
"Vivo","number","Vivo Basic Faux Pocket Leisure Pants - Dark Green"
"Vivo","number","Vivo Basic Imelda Cowl Sweater - White"
"Vivo","number","Vivo Basic Imelda Top - Orange"
"Vivo","number","Vivo Basic Imelda Top - Rust"
"Vivo","number","Vivo Basic Imelda Top - Tan"
"Vivo","number","Vivo Basic Jersey Cascade Waterfall - Green"
"Vivo","number","Vivo Basic Jersey Cascade Waterfall - Rust"
"Vivo","number","Vivo Basic Jersey Cascade Waterfall - Safron"
"Vivo","number","Vivo Basic Julia Back Pleat Knee Length Dress - Black"
"Vivo","number","Vivo Basic Julia Back Pleat Knee Length Dress - Orange"
"Vivo","number","Vivo Basic Julia Back Pleat Maxi Dress - Orange"
"Vivo","number","Vivo Basic Kena Tent Knee Length Dress - Taupe"
"Vivo","number","Vivo Basic Knee Length Shirt Dress - Cream / Navy Print"
"Vivo","number","Vivo Basic Knee Length Shirt Dress - Rust / Navy Print"
"Vivo","number","Vivo Basic Leila Long Sleeve Asymmetrical Waterfall - White"
"Vivo","number","Vivo Basic Leila Maxi Waterfall - Black"
"Vivo","number","Vivo Basic Leila Maxi Waterfall - Buttermilk"
"Vivo","number","Vivo Basic Leila Maxi Waterfall - Taupe"
"Vivo","number","Vivo Basic Leila Short Waterfall - Mustard"
"Vivo","number","Vivo Basic Leisure Pants - Grey"
"Vivo","number","Vivo Basic Leisure Pants - Maroon"
"Vivo","number","Vivo Basic Lined Capri Skirt - Dark Green"
"Vivo","number","Vivo Basic Lined Capri Skirt - Raspberry"
"Vivo","number","Vivo Basic Long Lily Waterfall - Sea Green"
"Vivo","number","Vivo Basic Long Sleeve Bodysuit (Seamless) - Black"
"Vivo","number","Vivo Basic Long Sleeve Bodysuit (Seamless) - Grey"
"Vivo","number","Vivo Basic Long Sleeve Tent Shirt Dress - Beige / Black Print"
"Vivo","number","Vivo Basic Long Sleeve Tent Shirt Dress - Dark Green"
"Vivo","number","Vivo Basic Long Sleeved Bishop Top - Black Textured"
"Vivo","number","Vivo Basic Long Sleeved Bishop Top - Green / White Ifi Print"
"Vivo","number","Vivo Basic Long Sleeved Bishop Top - Mint"
"Vivo","number","Vivo Basic Long Sleeved Bishop Top - Red / White Ifi Print"
"Vivo","number","Vivo Basic Long Sleeved Bodysuit in Jersey - Safron"
"Vivo","number","Vivo Basic Long Sleeved Double Layered Bodycon - Black"
