style_number,style_name,odoo_product_name,sku,barcode,active_in_odoo,match_method
AN00237,Anika Pleated Highwaist Aline Side Zipper Short Skater Skirt,Anika Pleated Highwaist Aline Side Zipper Short Skater Skirt - Grey,AN00237GRYS-M,70080050,True,style_number
CXSZSX7,Anika Ribbed Pencil Skirt,Anika Ribbed Pencil Skirt - Old Rose,CXSZSX7089-PYOLRM,70081036,True,style_name
CXSZSX7,Anika Ribbed Pencil Skirt,Anika Ribbed Pencil Skirt - Paradise Green,CXSZSX7089-PYGRL,70081040,True,style_name
CXSZSX7,Anika Ribbed Pencil Skirt,Anika Ribbed Pencil Skirt - Paradise Green,CXSZSX7089-PYGRS,70081038,True,style_name
CXSZSX7,Anika Ribbed Pencil Skirt,Anika Ribbed Pencil Skirt - Paradise Green,CXSZSX7089-PYGRM,70081039,True,style_name
LOL2210,Black Leopard Print Cut-out One Shoulder Bodycon Dress,Black Leopard Print Cut-out One Shoulder Bodycon Dress - Black,LOL2210085-2BLAXL,70045983,True,style_name
LOL2210,Black Leopard Print Cut-out One Shoulder Bodycon Dress,Black Leopard Print Cut-out One Shoulder Bodycon Dress - Black,LOL2210085-2BLAL,70045982,True,style_name
LOL2210,Black Leopard Print Cut-out One Shoulder Bodycon Dress,Black Leopard Print Cut-out One Shoulder Bodycon Dress - Black,LOL2210085-2BLAM,70045981,True,style_name
P21SX70,Classic Flared Miniskirt,Classic Flared Miniskirt - Black,P21SX7087BLAL,70074625,True,style_name
P21SX70,Classic Flared Miniskirt,Classic Flared Miniskirt - Black,P21SX7087BLAS,70074623,True,style_name
P21SX70,Classic Flared Miniskirt,Classic Flared Miniskirt - Black,P21SX7087BLAM,70074624,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - Fandango Pink,P21DD8012-RBFAPXL,70028250,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - Fandango Pink,P21DD8012-RBFAPM,70026863,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - Fandango Pink,P21DD8012-RBFAPL,70026864,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - Fandango Pink,P21DD8012-RBFAPS,70026862,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - White,P21DD8012-RBWHIXL,70028252,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - White,P21DD8012-RBWHIM,70026869,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - White,P21DD8012-RBWHIL,70026870,True,style_name
P21DD80,Cowl Lined Midi Halter Dress,Cowl Lined Midi Halter Dress - White,P21DD8012-RBWHIS,70026868,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL30,70071233,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL32,70071234,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL34,70071235,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL36,70071236,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL38,70071237,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Deep Blue,DH0001DBL42,70071239,True,style_name
DH0001D,Denim Haven High Rise Skinny Ripped Jeans,Denim Haven High Rise Skinny Ripped Jeans - Light Blue,DH0001LBL34,70071242,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Dark Amber,P21DX7936DABL,70057257,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Dark Amber,P21DX7936DABS,70057255,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Dark Amber,P21DX7936DABM,70057256,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Sphinx,P21DX7936SPXL,70057260,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Sphinx,P21DX7936SPS,70057258,True,style_name
P21DX79,Double O-ring Cami Dress,Double O-ring Cami Dress - Sphinx,P21DX7936SPXM,70057259,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Amethyst Orchid,P21TX9411-RBAODL,70042059,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Black,P21TX9411-RBBLAXL,70042063,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Black,P21TX9411-RBBLAL,70042062,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Black,P21TX9411-RBBLAS,70041944,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Black,P21TX9411-RBBLAM,70042061,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Sulphur Springs,P21TX9411-RBSSGXL,70042066,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Sulphur Springs,P21TX9411-RBSSGL,70042065,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Sulphur Springs,P21TX9411-RBSSGS,70041945,True,style_name
P21TX94,Key Hole Halter with Seamed Body,Key Hole Halter with Seamed Body - Sulphur Springs,P21TX9411-RBSSGM,70042064,True,style_name
P21DX80,Lace-Up Back Spaghetti-Strap Dress,Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,P21DX80044WODL,70057263,True,style_name
P21DX80,Lace-Up Back Spaghetti-Strap Dress,Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,P21DX80044WODS,70057261,True,style_name
P21DX80,Lace-Up Back Spaghetti-Strap Dress,Lace-Up Back Spaghetti-Strap Dress - Winsome Orchid,P21DX80044WODM,70057262,True,style_name
P21DZ77,Popular 21 Ribbed Long-Sleeve Mini Dress,Popular 21 Ribbed Long-Sleeve Mini Dress - Mauve,P21DZ7700MAUL,70057194,True,style_name
P21DZ77,Popular 21 Ribbed Long-Sleeve Mini Dress,Popular 21 Ribbed Long-Sleeve Mini Dress - Mauve,P21DZ7700MAUS,70057192,True,style_name
P21DZ77,Popular 21 Ribbed Long-Sleeve Mini Dress,Popular 21 Ribbed Long-Sleeve Mini Dress - Mauve,P21DZ7700MAUM,70057193,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Peach,P21DX8337PCHL,70057164,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Peach,P21DX8337PCHS,70057162,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Peach,P21DX8337PCHM,70057163,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Prism Pink,P21DX8337PPKL,70057167,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Prism Pink,P21DX8337PPKS,70057165,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Prism Pink,P21DX8337PPKM,70063209,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Winsome Orchid,P21DX8337WODL,70057176,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Winsome Orchid,P21DX8337WODS,70057174,True,style_name
P21DX83,Racer Front & Back Mini Dress,Racer Front & Back Mini Dress - Winsome Orchid,P21DX8337WODM,70057175,True,style_name
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,S0625014PR1L/1X,60055849,True,style_name
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,S0625014PR1S/M,60055848,True,style_name
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Off White / Navy Print,S0625014PR2L/1X,60056239,True,style_name
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari 3/4 Sleeve Maxi Kimono With Headwrap - Off White / Navy Print,S0625014PR2S/M,60056238,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,S0623056PR71X,60029076,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,S0623056PR7L,60029075,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,S0623056PR7S,60029073,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Lime Green / Black Ankara Print,S0623056PR7M,60029074,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Green Ankara Print,S0623056PR61X,60029072,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Green Ankara Print,S0623056PR6L,60029071,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Green Ankara Print,S0623056PR6S,60029069,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Green Ankara Print,S0623056PR6M,60029070,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,S0623056PR1L,60020838,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,S0623056PR11X,60020839,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,S0623056PR1M,60020837,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Orange Ankara Print,S0623056PR1S,60020836,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,S0623056PR8M,60029549,True,style_name
V1023084,Safari Anga Puffy Short Sleeve Tie Top,Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,S0623056PR8S,60029548,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Black / White Ankara Print,S0623073PR4S,60029873,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Blue / Taupe Print,S0623073PR7S,60030787,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Green / Orange Print,S0623073PR61X,60030786,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Green / Orange Print,S0623073PR6L,60030785,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Green / Orange Print,S0623073PR6S,60030783,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Green / Orange Print,S0623073PR6M,60030784,True,style_name
V0723042,Safari Anga Wide Shorts,Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,S0623073PR1S,60020944,True,style_name
S1120077,Safari Basic Ribbed Tank Top,Safari Basic Ribbed Tank Top - Dark Green,S1120077DGNXS,60010264,True,style_number
S1120077,Safari Basic Ribbed Tank Top,Safari Basic Ribbed Tank Top - Dark Green,S1120077DGNXL,60010268,True,style_number
S1120077,Safari Basic Ribbed Tank Top,Safari Basic Ribbed Tank Top - Dark Green,S1120077DGNL,60010267,True,style_number
S1120077,Safari Basic Ribbed Tank Top,Safari Basic Ribbed Tank Top - Dark Green,S1120077DGNS,60010265,True,style_number
S1120077,Safari Basic Ribbed Tank Top,Safari Basic Ribbed Tank Top - Dark Green,S1120077DGNM,60010266,True,style_number
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Black,S0623047BLAXL,60024985,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Black,S0623047BLAL,60024984,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Black,S0623047BLAS,60024982,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Black,S0623047BLAM,60024983,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Coral,S0623047CORXL,60024989,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Coral,S0623047CORS,60024986,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUXL,60019750,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUL,60019749,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUS,60019747,True,style_name
S0724014,Safari Basic Shirt Tent Dress,Safari Basic Shirt Tent Dress - Taupe,S0623047TAUM,60019748,True,style_name
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Light Olive,S0825052LOL1X,60062838,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Light Olive,S0825052LOL2X,60063143,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Light Olive,S0825052LOLL,60062837,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Light Olive,S0825052LOLM,60062836,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Light Olive,S0825052LOLS,60062835,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Lilac,S0825052LIL1X,60062834,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Lilac,S0825052LIL2X,60063144,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Lilac,S0825052LILL,60062833,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Lilac,S0825052LILM,60062832,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Lilac,S0825052LILS,60062831,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Pink,S0825052PIN1X,60062846,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Pink,S0825052PIN2X,60063141,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Pink,S0825052PINL,60062845,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Pink,S0825052PINM,60062844,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - Pink,S0825052PINS,60062843,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - White,S0825052WHI1X,60062842,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - White,S0825052WHI2X,60063142,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - White,S0825052WHIL,60062841,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - White,S0825052WHIM,60062840,True,style_number
S0825052,Safari Bush 3/4 Sleeve Top,Safari by Vivo Zehra Cotton High Low Shirt - White,S0825052WHIS,60062839,True,style_number
V1024033,Safari Bush Asymmetrical Sweater Poncho,Safari Bush Asymmetrical Sweater Poncho - Off White,S0424050OWHF,60037627,True,style_name
S0424073,Safari Bush Cropped Short Sleeve Shacket,Safari Bush Cropped Short Sleeve Shacket - Gold,S0424073GOL1X/2X,60038484,True,style_name
S0424073,Safari Bush Cropped Short Sleeve Shacket,Safari Bush Cropped Short Sleeve Shacket - Gold,S0424073GOLM/L,60038483,True,style_name
S0424073,Safari Bush Cropped Short Sleeve Shacket,Safari Bush Cropped Short Sleeve Shacket - Gold,S0424073GOLXS/S,60038482,True,style_name
S0623073,Safari Bush Drawstring Shorts,Safari Anga Wide Shorts - Black / White Ankara Print,S0623073PR4S,60029873,True,style_number
S0623073,Safari Bush Drawstring Shorts,Safari Anga Wide Shorts - Blue / Taupe Print,S0623073PR7S,60030787,True,style_number
S0623073,Safari Bush Drawstring Shorts,Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,S0623073PR1S,60020944,True,style_number
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Hunters Green,S0424064HGN1X/2X,60037938,True,style_name
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Hunters Green,S0424064HGNM/L,60037937,True,style_name
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Hunters Green,S0424064HGNXS/S,60037936,True,style_name
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Mustard,S0424064MUS1X/2X,60037941,True,style_name
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Mustard,S0424064MUSM/L,60037940,True,style_name
S0424064,Safari Bush Drop Shoulder Long Sleeve Top,Safari Bush Drop Shoulder Long Sleeve Top - Mustard,S0424064MUSXS/S,60037939,True,style_name
S1023059,Safari Bush Men's Long Sleeve T-shirt,Safari Zene Drop Shoulder Top - Light Orange,S1023059LORAM,60040877,True,style_number
S1023059,Safari Bush Men's Long Sleeve T-shirt,Safari Zene Drop Shoulder Top - Light Orange,S1023059LORAS,60040876,True,style_number
S1023059,Safari Bush Men's Long Sleeve T-shirt,Safari Zene Drop Shoulder Top - Mustard,S1023059MUSM,60044768,True,style_number
S1023059,Safari Bush Men's Long Sleeve T-shirt,Safari Zene Drop Shoulder Top - Taupe,S1023059TAUM,60040882,True,style_number
S1023059,Safari Bush Men's Long Sleeve T-shirt,Safari Zene Drop Shoulder Top - Yellow,S1023059YELL,60027362,True,style_number
S0424053,Safari Bush Sweatshirt,Safari Bush Sweatshirt - Teal,S0424053TEA,60039361,True,style_name
S0424053,Safari Bush Sweatshirt,Safari Bush Sweatshirt - Teal,S0424053TEAL,60039360,True,style_name
S0424053,Safari Bush Sweatshirt,Safari Bush Sweatshirt - Teal,S0424053TEAS,60039358,True,style_name
S0424053,Safari Bush Sweatshirt,Safari Bush Sweatshirt - Teal,S0424053TEAM,60039359,True,style_name
S0424053,Safari Bush Sweatshirt,Safari Bush Sweatshirt - Teal,S0524187TEAS,60037643,True,style_name
S0925062,Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,S0925062PR11X,60060672,True,style_number
S0925062,Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,S0925062PR1M,60060670,True,style_number
S0925062,Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,S0925062PR1L,60060671,True,style_number
S0925062,Safari By Vivo Mens Cotton Long Sleeve Shirt,Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,S0925062PR1S,60060669,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Khaki Green,S0925061KGRN1X,60061168,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Khaki Green,S0925061KGRNM,60061166,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Khaki Green,S0925061KGRNL,60061167,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Khaki Green,S0925061KGRNS,60061165,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Navy Blue,S0925061NBLU1X,60061172,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Navy Blue,S0925061NBLUM,60061170,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Navy Blue,S0925061NBLUL,60061171,True,style_number
S0925061,Safari By Vivo Mens Cotton Pants,Safari By Vivo Mens Cotton Pants - Navy Blue,S0925061NBLUS,60061169,True,style_number
S0925060,Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari By Vivo Mens Cotton Short Sleeve Shirt - White / Black Print,S0925060PR11X,60060533,True,style_number
S0925060,Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari By Vivo Mens Cotton Short Sleeve Shirt - White / Black Print,S0925060PR1M,60060531,True,style_number
S0925060,Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari By Vivo Mens Cotton Short Sleeve Shirt - White / Black Print,S0925060PR1L,60060532,True,style_number
S0925060,Safari By Vivo Mens Cotton Short Sleeve Shirt,Safari By Vivo Mens Cotton Short Sleeve Shirt - White / Black Print,S0925060PR1S,60060530,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Dark Grey,S0925059DGRY1X,60061002,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Dark Grey,S0925059DGRYM,60061000,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Dark Grey,S0925059DGRYL,60061001,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Dark Grey,S0925059DGRYS,60060999,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Khaki Tan,S0925059KTAN1X,60061006,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Khaki Tan,S0925059KTANM,60061004,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Khaki Tan,S0925059KTANL,60061005,True,style_number
S0925059,Safari By Vivo Mens Cotton Shorts,Safari By Vivo Mens Cotton Shorts - Khaki Tan,S0925059KTANS,60061003,True,style_number
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,S1024009TAUXS,60048229,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,S1024009TAU1X,60047549,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,S1024009TAUL,60047548,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,S1024009TAUS,60047546,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - Taupe,S1024009TAUM,60047547,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - White,S1024009WHIXS,60048230,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - White,S1024009WHI1X,60047553,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - White,S1024009WHIL,60047552,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - White,S1024009WHIS,60047550,True,style_name
719261,Safari Chui 3/4 Sleeve A-Line Dress,Safari Chui 3/4 Sleeve A-Line Dress - White,S1024009WHIM,60047551,True,style_name
V0323020,Safari Chui Cropped Jacket,Vivo Basic Long Sleeve A-Line Maxi Dress - Burgundy,V0323020BURL,60017352,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Beige / White Print,V1024063PR1S,60052186,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Black / Abstract Print,V1024063PR12S,60057012,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Black / Green Print,V1024063PR8S,60056996,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Black / Mint Print,V1024063PR5S,60052190,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Black / Yellow Print,V1024063PR3S,60052188,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - Mustard / Purple Print,V1024063PR2S,60052187,True,style_number
V1024063,Safari Chui Heavy Shirt,Vivo Basic Hooded Kimono - White / Brown Print,V1024063PR14S,60057020,True,style_number
V0523212,Safari Chui Jodhpur Pants,Safari Chui Jodhpur Pants - White Cloud,S1024019WHICXS,60048321,True,style_name
V0523212,Safari Chui Jodhpur Pants,Safari Chui Jodhpur Pants - White Cloud,S1024019WHIC1X,60047577,True,style_name
V0523212,Safari Chui Jodhpur Pants,Safari Chui Jodhpur Pants - White Cloud,S1024019WHICL,60047576,True,style_name
V0523212,Safari Chui Jodhpur Pants,Safari Chui Jodhpur Pants - White Cloud,S1024019WHICS,60047574,True,style_name
V0523212,Safari Chui Jodhpur Pants,Safari Chui Jodhpur Pants - White Cloud,S1024019WHICM,60047575,True,style_name
V0525079,Safari Chui Lined Jacket,Vivo Maisha Top & Pant Set- Cream / Black Print,V0525079PR13S,60055519,True,style_number
V0525079,Safari Chui Lined Jacket,Vivo Maisha Top & Pant Set- Mint/Black Print,V0525079PR20S,60055325,True,style_number
V0525079,Safari Chui Lined Jacket,Vivo Maisha Top & Pant Set- Orange / Pink Print,V0525079PR16S,60055528,True,style_number
V0525079,Safari Chui Lined Jacket,Vivo Maisha Top & Pant Set- Pink/Black Print,V0525079PR23S,60055336,True,style_number
V0525079,Safari Chui Lined Jacket,Vivo Maisha Top & Pant Set-Burgundy / Lime Print,V0525079PR8M,60055505,True,style_number
Z1124121,Safari Chui Placket Top,Safari Chui Placket Top - Chui Print,S1024011PR21X,60047527,True,style_name
Z1124121,Safari Chui Placket Top,Safari Chui Placket Top - Chui Print,S1024011PR2L,60047526,True,style_name
Z1124121,Safari Chui Placket Top,Safari Chui Placket Top - Chui Print,S1024011PR2M,60047525,True,style_name
Z1124121,Safari Chui Placket Top,Safari Chui Placket Top - Chui Print,S1024011PR2S,60047524,True,style_name
Z1124121,Safari Chui Placket Top,Safari Chui Placket Top - Chui Print,S1024011PR2XS,60048387,True,style_name
