sku,product_name,style_name,style_number,brand,product_type,price,price_source,retired_qty
Z0124037BLAXS,Zoya Luna Halter Neck Top - Black,Zoya Luna Halter Neck Top,Z0124037,Zoya,Midriff & Crop Tops,1750,odoo,1
Z0124037NAVL,Zoya Luna Halter Neck Top -Navy,Zoya Luna Halter Neck Top,Z0124037,Zoya,Midriff & Crop Tops,900,odoo,1
Z0124041NAV1X,Zoya Luna High Slit Dress - Navy,Zoya Luna High Slit Dress,Z0124041,Zoya,Maxi Dresses,550,odoo,1
Z0124041NAV3X,Zoya Luna High Slit Dress - Navy,Zoya Luna High Slit Dress,Z0124041,Zoya,Maxi Dresses,550,odoo,1
Z0822096PR3L,Zoya Nia  Long Sleeved Crop Shacket - Blue / White Floral Print - PRINT / Z0822096 / L,Zoya Nia  Long Sleeved Crop Shacket,Z0822096,Zoya,Accessories,2950,odoo,1
Z0822110LILM,Zoya Nia  Puff Sleeve Off Shoulder Romper - Lilac - PURPLE / Z0822110 / M,Zoya Nia  Puff Sleeve Off Shoulder Romper,Z0822110,Zoya,Jumpsuits & Playsuits,2750,odoo,1
Z0822110LILS,Zoya Nia  Puff Sleeve Off Shoulder Romper - Lilac,Zoya Nia  Puff Sleeve Off Shoulder Romper,Z0822110,Zoya,Jumpsuits & Playsuits,2750,odoo,1
Z0822110WHIXL,Zoya Nia  Puff Sleeve Off Shoulder Romper - White,Zoya Nia  Puff Sleeve Off Shoulder Romper,Z0822110,Zoya,Jumpsuits & Playsuits,2750,odoo,1
Z0822112NABS,Zoya Nia Cargo Overalls - Navy Blue,Zoya Nia Cargo Overalls,Z0822112,Zoya,Jumpsuits & Playsuits,3950,catalog,1
Z0822099BLAL,Zoya Nia Cargo Shorts - Black - BLACK / Z0822099 / L,Zoya Nia Cargo Shorts,Z0822099,Zoya,Shorts & Skorts,2550,odoo,1
Z0822099BLAXS,Zoya Nia Cargo Shorts - Black - BLACK / Z0822099 / XS,Zoya Nia Cargo Shorts,Z0822099,Zoya,Shorts & Skorts,2550,odoo,1
Z0822082LILM,Zoya Nia Off Shoulder Knee Length Dress - Lilac,Zoya Nia Off Shoulder Knee Length Dress,Z0822082,Zoya,Knee Length Dresses,3550,odoo,1
Z0822081LBLUS/M,Zoya Nia Off Shoulder Puff Sleeve Top - Light Blue,Zoya Nia Off Shoulder Puff Sleeve Top,Z0822081,Zoya,Loose Tops,2250,odoo,1
Z0822081LGRYL/XL,Zoya Nia Off Shoulder Puff Sleeve Top - Light Grey,Zoya Nia Off Shoulder Puff Sleeve Top,Z0822081,Zoya,Loose Tops,450,odoo,1
Z0822081PEAL/XL,Zoya Nia Off Shoulder Puff Sleeve Top - Peach,Zoya Nia Off Shoulder Puff Sleeve Top,Z0822081,Zoya,Loose Tops,2250,odoo,1
Z0822081PEAS/M,Zoya Nia Off Shoulder Puff Sleeve Top - Peach - PEACH / Z0822081 / S/M,Zoya Nia Off Shoulder Puff Sleeve Top,Z0822081,Zoya,Loose Tops,2250,odoo,1
Z0822086BLAL,Zoya Nia Oversized Denim Shirt - Black,Zoya Nia Oversized Denim Shirt,Z0822086,Zoya,Jackets & Coats,2950,odoo,1
Z0822097BEIM,Zoya Nia Wide Cargo Wide Leg Pants - Beige - BEIGE / Z0822097 / M,Zoya Nia Wide Cargo Wide Leg Pants,Z0822097,Zoya,Full Length Pants,2950,odoo,1
Z0822098PR2L,Zoya Nia Wide Leg Denim Pants - Tickling Stripes Print - PRINT / Z0822098 / L,Zoya Nia Wide Leg Denim Pants,Z0822098,Zoya,Full Length Pants,2950,odoo,1
Z0822098PR2XL,Zoya Nia Wide Leg Denim Pants - Tickling Stripes Print - TICKLING STRIPES PRINT / Z0822098 / XL,Zoya Nia Wide Leg Denim Pants,Z0822098,Zoya,Full Length Pants,2950,odoo,1
Z0822087PR1S,Zoya Nia Wide Leg Shorts - Blue/Lime Green Abstract print - BLUE / LIME GREEN ABSTRACT PRINT / Z0822087 / S,Zoya Nia Wide Leg Shorts,Z0822087,Zoya,Shorts & Skorts,2550,odoo,1
Z1123052PR12X,Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,Zoya Party Cowl Bare Back Mini Dress,Z1123052,Zoya,Short & Mini Dresses,2750,odoo,1
Z1123052PR13X,Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,Zoya Party Cowl Bare Back Mini Dress,Z1123052,Zoya,Short & Mini Dresses,2750,odoo,1
Z1123052PR14X,Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,Zoya Party Cowl Bare Back Mini Dress,Z1123052,Zoya,Short & Mini Dresses,2750,odoo,1
Z1123052PR21X,Zoya Party Cowl Bare Back Mini Dress - Safron / Mustard Waridi Print,Zoya Party Cowl Bare Back Mini Dress,Z1123052,Zoya,Short & Mini Dresses,2750,odoo,1
Z1123052PR2M,Zoya Party Cowl Bare Back Mini Dress - Safron / Mustard Waridi Print - SAFRON/ MUSTARD WARIDI PRINT / Z1123052 / M,Zoya Party Cowl Bare Back Mini Dress,Z1123052,Zoya,Short & Mini Dresses,2750,odoo,1
Z1123050NAB4X,Zoya Party Low V-Neck Bodysuit - Navy Blue,Zoya Party Low V-Neck Bodysuit,Z1123050,Zoya,Bodysuits,1950,odoo,1
Z1123055BUT1X,Zoya Party Sheer Pants - Buttermilk,Zoya Party Sheer Pants,Z1123055,Zoya,Full Length Pants,2250,odoo,1
Z1123055BUT2X,Zoya Party Sheer Pants - Buttermilk,Zoya Party Sheer Pants,Z1123055,Zoya,Full Length Pants,2250,odoo,1
Z1123055BUT3X,Zoya Party Sheer Pants - Buttermilk,Zoya Party Sheer Pants,Z1123055,Zoya,Full Length Pants,2250,odoo,1
Z1123055BUTL,Zoya Party Sheer Pants - Buttermilk,Zoya Party Sheer Pants,Z1123055,Zoya,Full Length Pants,2250,odoo,1
Z1123055BUTXS,Zoya Party Sheer Pants - Buttermilk,Zoya Party Sheer Pants,Z1123055,Zoya,Full Length Pants,2250,odoo,1
Z1123024NBL3X,Zoya Party Sleeveless Bodysuit - Navy Blue,Zoya Party Sleeveless Bodysuit,Z1123024,Zoya,Bodysuits,1950,odoo,1
Z0123053PURXS,Zoya Party Sleeveless Side Cut Midi Dress - Purple,Zoya Party Sleeveless Side Cut Midi Dress,Z0123053,Zoya,Midi & Capri Dresses,500,odoo,1
Z0125030GRE1X,Zoya Sadira Bell Bottom Pants - Grey,Zoya Sadira Bell Bottom Pants,Z0125030,Zoya,Full Length Pants,1950,catalog,1
Z0125030GREM,Zoya Sadira Bell Bottom Pants - Grey,Zoya Sadira Bell Bottom Pants,Z0125030,Zoya,Full Length Pants,1950,catalog,1
Z0125027TAUPS,Zoya Sadira Cargo Shorts - Taupe - TAUPE / Z0125027 / S,Zoya Sadira Cargo Shorts,Z0125027,Zoya,Shorts & Skorts,1950,odoo,1
Z0125022LIGREY1X,Zoya Sadira Midriff Polo T-Shirt - Light Grey,Zoya Sadira Midriff Polo T-Shirt,Z0125022,Zoya,T-shirts & Tank Tops,1050,catalog,1
Z0125025HUNS,Zoya Sadira Mini Bubble Dress - Hunters,Zoya Sadira Mini Bubble Dress,Z0125025,Zoya,Short & Mini Dresses,2250,catalog,1
Z0125026HUNTL,Zoya Sadira Mini Cargo Skirt - Hunters - HUNTER'S / Z0125026 / L,Zoya Sadira Mini Cargo Skirt,Z0125026,Zoya,Knee Length Skirts,1950,odoo,1
Z0125020WHIS,Zoya Sadira Strappy Bodysuit - White - WHITE / Z0125020 / S,Zoya Sadira Strappy Bodysuit,Z0125020,Zoya,Bodysuits,1950,odoo,1
Z0125020WHIXS,Zoya Sadira Strappy Bodysuit - White,Zoya Sadira Strappy Bodysuit,Z0125020,Zoya,Bodysuits,1950,odoo,1
Z0624024NABM,Zoya Shani Pleated Pants - Navy Blue - NAVY BLUE / Z0624024 / M,Zoya Shani Pleated Pants,Z0624024,Zoya,Full Length Pants,3750,odoo,1
Z0624024NABS,Zoya Shani Pleated Pants - Navy Blue - NAVY BLUE / Z0624024 / S,Zoya Shani Pleated Pants,Z0624024,Zoya,Full Length Pants,3750,odoo,1
Z0624024NABXS,Zoya Shani Pleated Pants - Navy Blue,Zoya Shani Pleated Pants,Z0624024,Zoya,Full Length Pants,3750,odoo,1
Z0724090BURM,Zoya Shani Satin Off Shoulder Crop Top - Burgundy - BURGUNDY / Z0724090 / M,Zoya Shani Satin Off Shoulder Crop Top,Z0724090,Zoya,Loose Tops,450,odoo,1
Z0624005PURPF,Zoya Shani Scarf Top - Purple,Zoya Shani Scarf Top,Z0624005,Zoya,Midriff & Crop Tops,550,odoo,1
Z1223003BLAXS,Zoya Sitawi Bodycon - Black,Zoya Sitawi Bodycon,Z1223003,Zoya,Knee Length Dresses,2550,odoo,1
Z1223001PR1S,Zoya Sitawi Cropped Jacket - Green / Black Abstract Print,Zoya Sitawi Cropped Jacket,Z1223001,Zoya,Jackets & Coats,2750,odoo,1
Z0324018NAVM,Zoya Taani Easy Fit Joggers -Navy,Zoya Taani Easy Fit Joggers,Z0324018,Zoya,Full Length Pants,3250,odoo,1
Z0324018NAVXS,Zoya Taani Easy Fit Joggers -Navy,Zoya Taani Easy Fit Joggers,Z0324018,Zoya,Full Length Pants,3250,odoo,1
Z0324002WHIM/L,Zoya Taani Midriff Hoodie - White - WHITE / Z0324002 / M/L,Zoya Taani Midriff Hoodie,Z0324002,Zoya,Hoodies & Sweatshirts,1440,odoo,1
Z0324014BLAM,Zoya Taani Mini Dress - Black - BLACK / Z0324014 / M,Zoya Taani Mini Dress,Z0324014,Zoya,Short & Mini Dresses,700,odoo,1
Z0324014NAVM,Zoya Taani Mini Dress - Navy - NAVY / Z0324014 / M,Zoya Taani Mini Dress,Z0324014,Zoya,Short & Mini Dresses,250,odoo,1
Z0324004REDM/L,Zoya Taani Side Slit Hoodie - Red - RED / Z0324004 / M/L,Zoya Taani Side Slit Hoodie,Z0324004,Zoya,Hoodies & Sweatshirts,3250,odoo,1
Z0324017NAV4X,Zoya Taani Wide Joggers - Navy,Zoya Taani Wide Joggers,Z0324017,Zoya,Full Length Pants,750,odoo,1
Z0824059BLA1X,Zoya Temo Asymmetric Front Cut Crop Top - Black,Zoya Temo Asymmetric Front Cut Crop Top,Z0824059,Zoya,Loose Tops,250,odoo,1
Z0824059BLA2X,Zoya Temo Asymmetric Front Cut Crop Top - Black,Zoya Temo Asymmetric Front Cut Crop Top,Z0824059,Zoya,Fitted Tops,250,odoo,1
Z0824038TAU4X,Zoya Temo Bubble Mini Skirt - Taupe - TAUPE / Z0824038 / 4X,Zoya Temo Bubble Mini Skirt,Z0824038,Zoya,Knee Length Skirts,450,odoo,1
Z0924034CAGRN3X,Zoya Temo Straight Leg Pants - Camo Green,Zoya Temo Straight Leg Pants,Z0924034,Zoya,Full Length Pants,1450,catalog,1
Z0225001PURYELXS,Zoya Vasha  Sleeveless Turtleneck Top - Purple / Yellow - PURPLE / YELLOW / Z0225001 / XS,Zoya Vasha  Sleeveless Turtleneck Top,Z0225001,Zoya,Loose Tops,1250,odoo,1
Z0225008NEGM,Zoya Vasha Short Sleeve Mesh Top - Neon Green - NEON GREEN / Z0225008 / M,Zoya Vasha Short Sleeve Mesh Top,Z0225008,Zoya,Loose Tops,250,odoo,1
Z1024057BLA1X/2X,Zoya X Metamorphisized 143 Cropped Bomber Jacket - Black,Zoya X Metamorphisized 143 Cropped Bomber Jacket,Z1024057,Zoya,Jackets & Coats,3250,catalog,1
Z1024057PR11X/2X,Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,Zoya X Metamorphisized 143 Cropped Bomber Jacket,Z1024057,Zoya,Jackets & Coats,3250,catalog,1
Z1024057PR1M/L,Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,Zoya X Metamorphisized 143 Cropped Bomber Jacket,Z1024057,Zoya,Jackets & Coats,3250,catalog,1
Z1024057PR1XS/S,Zoya X Metamorphisized 143 Cropped Bomber Jacket - Denim Stripes,Zoya X Metamorphisized 143 Cropped Bomber Jacket,Z1024057,Zoya,Jackets & Coats,3250,catalog,1
Z1024087PR1M,Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Blue Plaid - BLUE PLAID / Z1024087 / M,Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt,Z1024087,Zoya,Knee Length Skirts,1950,odoo,1
Z1024087PR1S,Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt - Blue Plaid - BLUE PLAID / Z1024087 / S,Zoya X Metamorphisized 143 Pleated Flannel Mini Skirt,Z1024087,Zoya,Knee Length Skirts,1950,odoo,1
Z1024050BLA1X,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Black - BLACK / Z1024050 / 1X,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top,Z1024050,Zoya,Loose Tops,1250,odoo,1
Z1024050BLA2X,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Black - BLACK / Z1024050 / 2X,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top,Z1024050,Zoya,Loose Tops,1250,odoo,1
Z1024050NABL,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top - Navy Blue,Zoya X Metamorphisized 143 Raglan Sleeve Crop Top,Z1024050,Zoya,Midriff & Crop Tops,850,catalog,1
Z1024051WHI2X,Zoya X Metamorphisized 143 Raglan Sleeve Midriff Top - White - WHITE / Z1024051 / 2X,Zoya X Metamorphisized 143 Raglan Sleeve Midriff Top,Z1024051,Zoya,Loose Tops,1550,odoo,1
Z0324071BLA1X,Zoya Yuni Contrast Stitch Mini Skirt - Black - BLACK / Z0324071 / 1X,Zoya Yuni Contrast Stitch Mini Skirt,Z0324071,Zoya,Knee Length Skirts,350,odoo,1
Z0324071BLA2X,Zoya Yuni Contrast Stitch Mini Skirt - Black,Zoya Yuni Contrast Stitch Mini Skirt,Z0324071,Zoya,Knee Length Skirts,350,odoo,1
Z0324071BLA3X,Zoya Yuni Contrast Stitch Mini Skirt - Black,Zoya Yuni Contrast Stitch Mini Skirt,Z0324071,Zoya,Knee Length Skirts,350,odoo,1
Z0324071GRY1X,Zoya Yuni Contrast Stitch Mini Skirt - Grey,Zoya Yuni Contrast Stitch Mini Skirt,Z0324071,Zoya,Knee Length Skirts,1300,odoo,1
Z0324066BLA4X,Zoya Yuni High Slit Dress - Black - BLACK / Z0324066 / 4X,Zoya Yuni High Slit Dress,Z0324066,Zoya,Knee Length Dresses,450,odoo,1
Z0324066BLAL,Zoya Yuni High Slit Dress - Black - BLACK / Z0324066 / L,Zoya Yuni High Slit Dress,Z0324066,Zoya,Knee Length Dresses,450,odoo,1
Z0324066BLAS,Zoya Yuni High Slit Dress - Black - BLACK / Z0324066 / S,Zoya Yuni High Slit Dress,Z0324066,Zoya,Knee Length Dresses,450,odoo,1
Z0324051BUT2X,Zoya Yuni Off Shoulder Midriff Top - Buttermilk - CREAM / Z0324051 / 2X,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Loose Tops,350,odoo,1
Z0324051BUT3X,Zoya Yuni Off Shoulder Midriff Top - Buttermilk,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Midriff & Crop Tops,350,odoo,1
Z0324051BUTXS,Zoya Yuni Off Shoulder Midriff Top - Buttermilk - CREAM / Z0324051 / XS,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Loose Tops,350,odoo,1
Z0324051NAB1X,Zoya Yuni Off Shoulder Midriff Top - Navy Blue,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Loose Tops,650,odoo,1
Z0324051NAB2X,Zoya Yuni Off Shoulder Midriff Top - Navy Blue,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Midriff & Crop Tops,650,odoo,1
Z0324051ORA3X,Zoya Yuni Off Shoulder Midriff Top - Orange,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Zoya,Midriff & Crop Tops,650,odoo,1
Z0324056BLAM,Zoya Yuni Off shoulder Mini Dress - Black - BLACK / Z0324056 / M,Zoya Yuni Off shoulder Mini Dress,Z0324056,Zoya,Short & Mini Dresses,550,odoo,1
Z0324056BLAS,Zoya Yuni Off shoulder Mini Dress - Black,Zoya Yuni Off shoulder Mini Dress,Z0324056,Zoya,Short & Mini Dresses,550,catalog,1
Z0324070WHI3X,Zoya Yuni One - Shoulder Crop Top - White,Zoya Yuni One,Z0324070,Zoya,Midriff & Crop Tops,350,odoo,1
Z0324070WHI4X,Zoya Yuni One - Shoulder Crop Top - White,Zoya Yuni One,Z0324070,Zoya,Midriff & Crop Tops,350,odoo,1
Z0324046BROM,Zoya Yuni Oversized Shirt - Brown - BROWN / Z0324046 / M,Zoya Yuni Oversized Shirt,Z0324046,Zoya,Loose Tops,3500,odoo,1
Z0324048ORA4X,Zoya Yuni Short Sleeve Midriff Top - Orange - ORANGE / Z0324048 / 4X,Zoya Yuni Short Sleeve Midriff Top,Z0324048,Zoya,Loose Tops,1100,odoo,1
Z0324067BLA3X,Zoya Yuni Sleeveless Turtle Neck Maxi Top - Black,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Z0324067,Zoya,Fitted Tops,2250,odoo,1
Z0324067BLA4X,Zoya Yuni Sleeveless Turtle Neck Maxi Top - Black,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Z0324067,Zoya,Fitted Tops,2250,odoo,1
Z0324067LIMYEL1X,Zoya Yuni Sleeveless Turtle Neck Maxi Top - Lime Yellow - YELLOW / Z0324067 / 1X,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Z0324067,Zoya,Maxi Dresses,450,odoo,1
Z0324067LIMYEL3X,Zoya Yuni Sleeveless Turtle Neck Maxi Top - Lime Yellow - LIME YELLOW / Z0324067 / 3X,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Z0324067,Zoya,Maxi Dresses,450,odoo,1
Z0324067WHI4X,Zoya Yuni Sleeveless Turtle Neck Maxi Top - White - WHITE / Z0324067 / 4X,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Z0324067,Zoya,Maxi Dresses,1200,odoo,1
Z0324047BEI2X,Zoya Yuni Strappy Midriff Top - Beige,Zoya Yuni Strappy Midriff Top,Z0324047,Zoya,Loose Tops,800,odoo,1
Z0324047NAV3X,Zoya Yuni Strappy Midriff Top - Navy,Zoya Yuni Strappy Midriff Top,Z0324047,Zoya,Fitted Tops,350,odoo,1
Z0324047TAU4X,Zoya Yuni Strappy Midriff Top - Taupe,Zoya Yuni Strappy Midriff Top,Z0324047,Zoya,Fitted Tops,150,odoo,1
Z0324050BLA4X,Zoya Yuni Tank Top - Black,Zoya Yuni Tank Top,Z0324050,Zoya,T-shirts & Tank Tops,250,odoo,1
