store,country,sku,style_name,subcategory,brand,style_number,current_price,cost,current_margin_pct,last_sale_date,days_since_last_sale,clearance_tier,discounted_price,discounted_margin_pct,units_available,projected_revenue_kes
TRM/Stock,Kenya,V0822022PRT19L,Vivo Basic Sleeveless Tent Dress,Knee Length Dresses,Vivo,V0822022,3450.0,1476.52,57.2,2024-09-18,650,Tier 4 (12M+) — 40-60%,1725,14.4,1.0,1725
SIGNA/Stock,Kenya,V0824066PR5L,Vivo Asha Sleeveless Knee Length Dress,Knee Length Dresses,Vivo,V1223034,3450.0,1434.4800000000002,58.4,2025-05-06,420,Tier 4 (12M+) — 40-60%,1725,16.8,1.0,1725
GCITY/Stock,Kenya,V0322088PR9S,Vivo Jamila Halter Neck Knee Length Dress,Knee Length Dresses,Vivo,V0322088,3150.0,1548.07,50.9,2025-01-25,521,Tier 4 (12M+) — 40-60%,1575,1.7,1.0,1575
MSACB/Stock,Kenya,V0819003DNABS,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,3150.0,1230.28,60.9,2025-05-17,409,Tier 4 (12M+) — 40-60%,1575,21.9,1.0,1575
WHFIN/Stock,Kenya,V0120092PR502X,Vivo Basic Long Sleeved Bishop Top,Fitted Tops,Vivo,V0120092,2950.0,958.06,67.5,2025-06-18,377,Tier 4 (12M+) — 40-60%,1475,35.0,1.0,1475
GCITY/Stock,Kenya,V0120033PR22F,Vivo Basic Wide Liv Chiffon Maxi Dress,Maxi Dresses,Vivo,V0120033,2950.0,913.57,69.0,2025-01-28,518,Tier 4 (12M+) — 40-60%,1475,38.1,1.0,1475
STPUR/Stock,Kenya,V0921142PR18S,Vivo Alek Shirred Off,Jumpsuits & Playsuits,Vivo,V0921142,2650.0,2702.8,-2.0,2025-02-23,492,Tier 4 (12M+) — 40-60%,1325,-104.0,1.0,1325
MERU/Stock,Kenya,V1023100PR41X,Vivo Amara Back Pleat Dress,Knee Length Dresses,Vivo,V1023100,2550.0,1798.8,29.5,2025-04-04,452,Tier 4 (12M+) — 40-60%,1275,-41.1,1.0,1275
MERU/Stock,Kenya,V0423038BURL,Vivo Basic Long Sleeve Straight Maxi Dress,Maxi Dresses,Vivo,V0423038,2550.0,1616.84,36.6,2024-10-26,612,Tier 4 (12M+) — 40-60%,1275,-26.8,1.0,1275
WHFIN/Stock,Kenya,V0524192WHI3X,Vivo Basic Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0524192,2500.0,595.07,76.2,2025-01-05,541,Tier 4 (12M+) — 40-60%,1250,52.4,1.0,1250
MERU/Stock,Kenya,V0524192BLA4X,Vivo Basic Short Sleeve Top in Jersey,T-shirts & Tank Tops,Vivo,V0524192,2500.0,595.07,76.2,2024-10-05,633,Tier 4 (12M+) — 40-60%,1250,52.4,1.0,1250
MERU/Stock,Kenya,V0121167DOLIXS/S,Vivo Dua 3/4 Sleeved V Neck Shirt,Loose Tops,Vivo,V0121167,2450.0,1339.97,45.3,2025-05-06,420,Tier 4 (12M+) — 40-60%,1225,-9.4,1.0,1225
WHFIN/Stock,Kenya,V0223139NABL,Vivo Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,2450.0,994.14,59.4,2023-11-30,943,Tier 4 (12M+) — 40-60%,1225,18.8,1.0,1225
ELDOR/Stock,Kenya,V1020057TEAL,Vivo Basic Waridi Pencil Skirt,Knee Length Skirts,Vivo,V1020057,2050.0,681.6,66.8,2025-06-06,389,Tier 4 (12M+) — 40-60%,1025,33.5,1.0,1025
MERU/Stock,Kenya,V0722033DAG1X,Vivo Basic Julia 3/4 Sleeve Back Pleat Maxi Dress,Maxi Dresses,Vivo,V0722033,2050.0,1999.92,2.4,2024-12-09,568,Tier 4 (12M+) — 40-60%,1025,-95.1,1.0,1025
GCITY/Stock,Kenya,V1020057TEAM,Vivo Basic Waridi Pencil Skirt,Knee Length Skirts,Vivo,V1020057,2050.0,681.6,66.8,2025-06-19,376,Tier 4 (12M+) — 40-60%,1025,33.5,1.0,1025
MOIAV/Stock,Kenya,V0225031PR4L,Vivo Ayah Satin Pants,Full Length Pants,Vivo,V0225031,1950.0,1111.15,43.0,2025-06-23,372,Tier 4 (12M+) — 40-60%,975,-14.0,1.0,975
JUNCT/Stock,Kenya,V0819145MUSS/M,Vivo Basic Dolman Sweater,Sweaters & Ponchos,Vivo,V0819145,1950.0,1160.64,40.5,2024-09-21,647,Tier 4 (12M+) — 40-60%,975,-19.0,1.0,975
ZOYA/Stock,Kenya,V0225031PR4L,Vivo Ayah Satin Pants,Full Length Pants,Vivo,V0225031,1950.0,1111.15,43.0,2025-06-23,372,Tier 4 (12M+) — 40-60%,975,-14.0,1.0,975
TRM/Stock,Kenya,V0924049PIN2X,Vivo Hari Flared Sleeve Tunic,Fitted Tops,Vivo,V0924049,1550.0,1250.54,19.3,2025-06-16,379,Tier 4 (12M+) — 40-60%,775,-61.4,1.0,775
MOIAV/Stock,Kenya,V1024043PR3XS,Vivo Beali Two Way Wrap Top,Midriff & Crop Tops,Vivo,V1024043,1550.0,950.8399999999998,38.7,2025-02-04,511,Tier 4 (12M+) — 40-60%,775,-22.7,1.0,775
ZOYA/Stock,Kenya,V0822019PR27S,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,1550.0,960.25,38.0,2024-12-09,568,Tier 4 (12M+) — 40-60%,775,-23.9,1.0,775
TWORV/Stock,Kenya,V0724080TAU2X,Vivo Basic Tank Top,Fitted Tops,Vivo,V0724080,1500.0,385.54,74.3,2025-06-29,366,Tier 4 (12M+) — 40-60%,750,48.6,1.0,750
WHFIN/Stock,Kenya,V0724080RED2X,Vivo Basic Tank Top,Fitted Tops,Vivo,V0724080,1500.0,356.59,76.2,2025-04-22,434,Tier 4 (12M+) — 40-60%,750,52.5,1.0,750
WHFIN/Stock,Kenya,V0122102HGNS,Vivo Faraji Side Slit Leisure Pants,Full Length Pants,Vivo,V0122102,1250.0,1243.62,0.5,2025-05-06,420,Tier 4 (12M+) — 40-60%,625,-99.0,1.0,625
GALLE/Stock,Kenya,V1022057BLAS,Vivo Basic Maternity Leggings,Full Length Pants,Vivo,V1022057,1050.0,873.5099999999999,16.8,2025-03-17,470,Tier 4 (12M+) — 40-60%,525,-66.4,1.0,525
JUNCT/Stock,Kenya,V0324043NAVXS,Vivo Amai Side Slit Pants,Full Length Pants,Vivo,V0324043,1050.0,1980.52,-88.6,2025-03-21,466,Tier 4 (12M+) — 40-60%,525,-277.2,1.0,525
ZOYA/Stock,Kenya,V0624053WHI4X,Vivo Hamle Front Twist Bodysuit,Bodysuits,Vivo,V0624053,1050.0,1110.47,-5.8,2024-11-15,592,Tier 4 (12M+) — 40-60%,525,-111.5,1.0,525
ZOYA/Stock,Kenya,V1022057BLAL,Vivo Basic Maternity Leggings,Full Length Pants,Vivo,V1022057,1050.0,873.51,16.8,2025-03-14,473,Tier 4 (12M+) — 40-60%,525,-66.4,1.0,525
TMALL/Stock,Kenya,V0923010NABS,Vivo Jira Capri Leggings,Leggings,Vivo,V0923010,900.0,979.43,-8.8,2025-06-13,382,Tier 4 (12M+) — 40-60%,450,-117.7,1.0,450
IMAAR/Stock,Kenya,V0821064LBLU3X,Vivo Basic Crepe Cap Sleeved Top,Fitted Tops,Vivo,V0821064,750.0,638.41,14.9,2025-05-01,425,Tier 4 (12M+) — 40-60%,375,-70.2,1.0,375
MERU/Stock,Kenya,V0124083ORA1X/2X,Vivo Amara Midi Waterfall,Waterfalls & Kimonos,Vivo,V0124083,750.0,891.56,-18.9,2024-12-11,566,Tier 4 (12M+) — 40-60%,375,-137.7,1.0,375
RUNDA/Stock,Kenya,V0624047NAVS,Vivo Hamle Side Twist Tie Top,Fitted Tops,Vivo,V0624047,450.0,1644.66,-265.5,2025-02-13,502,Tier 4 (12M+) — 40-60%,225,-631.0,1.0,225
