store,country,sku,style_name,subcategory,brand,style_number,current_price,cost,current_margin_pct,last_sale_date,days_since_last_sale,clearance_tier,discounted_price,discounted_margin_pct,units_available,projected_revenue_kes
ACHO/Stock,Kenya,V0423006FUSM/L,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,805.73,79.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,76.4,2.0,6825
YAYA/Stock,Kenya,V0423006FUSM/L,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,805.73,79.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,76.4,2.0,6825
WHFIN/Stock,Kenya,V0719112TEAL,Vivo Basic Long Sleeved Bodysuit,Bodysuits,Vivo,V0719112,2550.0,898.5899999999998,64.8,2026-03-16,106,Tier 1 (3M) — 10-15%,2231,59.7,3.0,6694
KISM/Stock,Kenya,V0719112TEAL,Vivo Basic Long Sleeved Bodysuit,Bodysuits,Vivo,V0719112,2550.0,898.5899999999998,64.8,2026-03-16,106,Tier 1 (3M) — 10-15%,2231,59.7,3.0,6694
JUNCT/Stock,Kenya,V0524192ORAL,Vivo Basic Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0524192,2500.0,595.07,76.2,2026-03-28,94,Tier 1 (3M) — 10-15%,2188,72.8,3.0,6563
TRM/Stock,Kenya,V0925030SGRNM,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.6499999999997,77.1,2026-03-23,99,Tier 1 (3M) — 10-15%,2188,73.8,3.0,6563
WHFIN/Stock,Kenya,V0725046POBL,Vivo Alma Mini Skirt,Short & Mini Skirts,Vivo,V0725046,2500.0,359.07,85.6,2026-02-24,126,Tier 1 (3M) — 10-15%,2188,83.6,3.0,6563
ZOYA/Stock,Kenya,V1019114PR4M/L,Vivo Basic Nandi High Slit Kimono,Waterfalls & Kimonos,Vivo,V1019114,3550.0,1240.14,65.1,2026-01-26,155,Tier 1 (3M) — 10-15%,3106,60.1,2.0,6213
WHFIN/Stock,Kenya,V0325072BLAM,Vivo Chiffon Shorts,Shorts & Skorts,Vivo,V0325072,3550.0,849.2700000000001,76.1,2026-03-24,98,Tier 1 (3M) — 10-15%,3106,72.7,2.0,6213
ACHO/Stock,Kenya,V0719674TAU1X/2X,Vivo Basic Short Waterfall,Waterfalls & Kimonos,Vivo,V0719674,3500.0,1134.97,67.6,2026-03-24,98,Tier 1 (3M) — 10-15%,3063,62.9,2.0,6125
WHFIN/Stock,Kenya,V0121167LBLUXS/S,Vivo Dua 3/4 Sleeved V Neck Shirt,Loose Tops,Vivo,V0121167,3500.0,1339.97,61.7,2026-02-15,135,Tier 1 (3M) — 10-15%,3063,56.2,2.0,6125
CITYM/Stock,Kenya,V0925010PR5S,Vivo Basic Crepe Bishop Sleeve Top,Fitted Tops,Vivo,V0925010,3500.0,763.4,78.2,2026-01-31,150,Tier 1 (3M) — 10-15%,3063,75.1,2.0,6125
TRM/Stock,Kenya,V0825060BLAS,Vivo Alma Short Sleeve Mini Bodycon,Short & Mini Dresses,Vivo,V0825060,3500.0,523.9000000000001,85.0,2026-03-02,120,Tier 1 (3M) — 10-15%,3063,82.9,2.0,6125
WHFIN/Stock,Kenya,V0525075NAV2X,Vivo Basic Round Neck Maxi Dress,Maxi Dresses,Vivo,V0525075,6900.0,2006.0,70.9,2026-03-09,113,Tier 1 (3M) — 10-15%,6038,66.8,1.0,6038
ACHO/Stock,Kenya,V0525075NAV2X,Vivo Basic Round Neck Maxi Dress,Maxi Dresses,Vivo,V0525075,6900.0,2006.0,70.9,2026-03-09,113,Tier 1 (3M) — 10-15%,6038,66.8,1.0,6038
CITYM/Stock,Kenya,V0525075NAV2X,Vivo Basic Round Neck Maxi Dress,Maxi Dresses,Vivo,V0525075,6900.0,2006.0,70.9,2026-03-09,113,Tier 1 (3M) — 10-15%,6038,66.8,1.0,6038
MERU/Stock,Kenya,V0923047NAVYS,Vivo Ava Tent Flounce Maxi Dress,Maxi Dresses,Vivo,V0923047,6900.0,2303.78,66.6,2026-01-29,152,Tier 1 (3M) — 10-15%,6038,61.8,1.0,6038
MERU/Stock,Kenya,V0923047NAVYM,Vivo Ava Tent Flounce Maxi Dress,Maxi Dresses,Vivo,V0923047,6900.0,2303.78,66.6,2026-01-13,168,Tier 1 (3M) — 10-15%,6038,61.8,1.0,6038
MERU/Stock,Kenya,V0923047NAVY1X,Vivo Ava Tent Flounce Maxi Dress,Maxi Dresses,Vivo,V0923047,6900.0,2303.78,66.6,2026-01-05,176,Tier 1 (3M) — 10-15%,6038,61.8,1.0,6038
WHFIN/Stock,Kenya,V0625050NAVM,Vivo Iyana Shirred Waist Jumpsuit,Jumpsuits & Playsuits,Vivo,V0625050,6900.0,2561.71,62.9,2026-02-03,147,Tier 1 (3M) — 10-15%,6038,57.6,1.0,6038
IMAAR/Stock,Kenya,V1123113PR12L,Vivo Hanabi Tent Maxi Dress,Maxi Dresses,Vivo,V1123113,6900.0,2476.43,64.1,2026-02-14,136,Tier 1 (3M) — 10-15%,6038,59.0,1.0,6038
WHFIN/Stock,Kenya,V0624095NAVL,Vivo Hamle Side Twist Tie Bodycon,Knee Length Dresses,Vivo,V0624095,3400.0,1644.66,51.6,2026-02-18,132,Tier 1 (3M) — 10-15%,2975,44.7,2.0,5950
JUNCT/Stock,Kenya,V0825025BLA2X,Vivo Anavi Maxi Dress In Jersey,Maxi Dresses,Vivo,V0825025,6500.0,1930.7000000000003,70.3,2026-03-10,112,Tier 1 (3M) — 10-15%,5688,66.1,1.0,5688
JUNCT/Stock,Kenya,V0825025WHIL,Vivo Anavi Maxi Dress In Jersey,Maxi Dresses,Vivo,V0825025,6500.0,1930.7000000000003,70.3,2026-02-11,139,Tier 1 (3M) — 10-15%,5688,66.1,1.0,5688
ACHO/Stock,Kenya,V0625047PR2M/L,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.1899999999996,58.7,2026-03-29,93,Tier 1 (3M) — 10-15%,5688,52.8,1.0,5688
IMAAR/Stock,Kenya,V0221005PR20S,Vivo Bissa Reversible Maxi Dress,Maxi Dresses,Vivo,V0221005,6500.0,1897.65,70.8,2026-02-15,135,Tier 1 (3M) — 10-15%,5688,66.6,1.0,5688
JUNCT/Stock,Kenya,V0625047NAFUXS/S,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.19,58.7,2026-02-05,145,Tier 1 (3M) — 10-15%,5688,52.8,1.0,5688
KISM/Stock,Kenya,V0625047BLREXS/S,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.189999999999,58.7,2026-03-24,98,Tier 1 (3M) — 10-15%,5688,52.8,1.0,5688
WHFIN/Stock,Kenya,V0625047NAFU1X/2X,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.1900000000005,58.7,2026-03-09,113,Tier 1 (3M) — 10-15%,5688,52.8,1.0,5688
WHFIN/Stock,Kenya,V0824085PRF,Vivo Chidii Tunic Dress With Frills,Short & Mini Dresses,Vivo,V0824085,6500.0,1716.9100000000005,73.6,2026-03-10,112,Tier 1 (3M) — 10-15%,5688,69.8,1.0,5688
MERU/Stock,Kenya,V0622019NAV2X,Vivo Basic Sleeveless Tent Maxi Dress,Maxi Dresses,Vivo,V0622019,6500.0,1871.37,71.2,2026-02-11,139,Tier 1 (3M) — 10-15%,5688,67.1,1.0,5688
WHFIN/Stock,Kenya,V0825041PR5XS/S,Vivo Ari Sweater,Waterfalls & Kimonos,Vivo,V0725027,3150.0,1506.18,52.2,2026-01-14,167,Tier 1 (3M) — 10-15%,2756,45.4,2.0,5513
MOIAV/Stock,Kenya,V1025055LOLI1X,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.67,69.7,2026-03-27,95,Tier 1 (3M) — 10-15%,5425,65.4,1.0,5425
IMAAR/Stock,Kenya,V1025055BEI2X,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.6700000000012,69.7,2026-03-05,117,Tier 1 (3M) — 10-15%,5425,65.4,1.0,5425
WHFIN/Stock,Kenya,V1025055MARM,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.67,69.7,2026-03-10,112,Tier 1 (3M) — 10-15%,5425,65.4,1.0,5425
TWORV/Stock,Kenya,V0524179SEGS,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,620.79,79.0,2026-02-21,129,Tier 1 (3M) — 10-15%,2581,76.0,2.0,5163
WHFIN/Stock,Kenya,V0524179SEGS,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,620.79,79.0,2026-02-21,129,Tier 1 (3M) — 10-15%,2581,76.0,2.0,5163
WHFIN/Stock,Kenya,V0625059WHIS,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.57,63.1,2026-03-04,118,Tier 1 (3M) — 10-15%,5163,57.8,1.0,5163
TRM/Stock,Kenya,V0625059RUSM,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.5700000000006,63.1,2026-03-20,102,Tier 1 (3M) — 10-15%,5163,57.8,1.0,5163
HUB/Stock,Kenya,V0625030BLAM,Vivo Aleri Coat,Jackets & Coats,Vivo,V0625030,5900.0,2946.78,50.1,2026-03-03,119,Tier 1 (3M) — 10-15%,5163,42.9,1.0,5163
WHFIN/Stock,Kenya,V0625059BLAL,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.57,63.1,2026-01-10,171,Tier 1 (3M) — 10-15%,5163,57.8,1.0,5163
JUNCT/Stock,Kenya,V0725025BLA1X/2X,Vivo Cap Sleeve Salma Maxi Dress,Maxi Dresses,Vivo,V0725025,5900.0,1278.8899999999999,78.3,2026-03-23,99,Tier 1 (3M) — 10-15%,5163,75.2,1.0,5163
JUNCT/Stock,Kenya,V1025034YELL2X,Vivo Lulu Contrast Stitch Tent Dress in Cotton,Knee Length Dresses,Vivo,V1025034,5900.0,1973.1,66.6,2026-02-10,140,Tier 1 (3M) — 10-15%,5163,61.8,1.0,5163
CITYM/Stock,Kenya,V0725025BLA1X/2X,Vivo Cap Sleeve Salma Maxi Dress,Maxi Dresses,Vivo,V0725025,5900.0,1278.8899999999999,78.3,2026-03-23,99,Tier 1 (3M) — 10-15%,5163,75.2,1.0,5163
TRM/Stock,Kenya,V0625059MARL,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.57,63.1,2026-01-26,155,Tier 1 (3M) — 10-15%,5163,57.8,1.0,5163
WHFIN/Stock,Kenya,V0724104DGNS,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,5900.0,1861.3,68.5,2026-03-14,108,Tier 1 (3M) — 10-15%,5163,63.9,1.0,5163
JUNCT/Stock,Kenya,V0625030BURS,Vivo Aleri Coat,Jackets & Coats,Vivo,V0625030,5900.0,2946.78,50.1,2026-03-26,96,Tier 1 (3M) — 10-15%,5163,42.9,1.0,5163
MERU/Stock,Kenya,V1020048HUNXL,Vivo Basic 3/4 Sleeved Double Layered Bodysuit,Bodysuits,Vivo,V1020048,2900.0,871.7800000000001,69.9,2026-03-17,105,Tier 1 (3M) — 10-15%,2538,65.6,2.0,5075
WHFIN/Stock,Kenya,V1123047HPINL,Vivo Hanabi Wrap Maxi Dress,Maxi Dresses,Vivo,V1123047,5750.0,809.0,85.9,2026-01-10,171,Tier 1 (3M) — 10-15%,5031,83.9,1.0,5031
WHFIN/Stock,Kenya,V1123047HPIN1X,Vivo Hanabi Wrap Maxi Dress,Maxi Dresses,Vivo,V1123047,5750.0,809.0,85.9,2026-02-25,125,Tier 1 (3M) — 10-15%,5031,83.9,1.0,5031
IMAAR/Stock,Kenya,V0719290HGN1X/2X,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1613.11,70.7,2026-03-24,98,Tier 1 (3M) — 10-15%,4813,66.5,1.0,4813
MOIAV/Stock,Kenya,V0322110REDM,Vivo Dalia Sleeveless Gathered Tent Dress,Knee Length Dresses,Vivo,V0322110,5500.0,1410.49,74.4,2026-03-18,104,Tier 1 (3M) — 10-15%,4813,70.7,1.0,4813
WHFIN/Stock,Kenya,V0625032BLAL,Vivo Aleri A-Line Pleated Dress,Knee Length Dresses,Vivo,V0625032,5500.0,1588.53,71.1,2026-03-08,114,Tier 1 (3M) — 10-15%,4813,67.0,1.0,4813
MERU/Stock,Kenya,V0223225PR24F,Vivo Basic Open Kaftan,Waterfalls & Kimonos,Vivo,V0223225,5500.0,1357.76,75.3,2026-03-05,117,Tier 1 (3M) — 10-15%,4813,71.8,1.0,4813
SARIT/Stock,Kenya,V0121168WHIM,Vivo Basic Cap Sleeve Tent Knee Length Dress,Knee Length Dresses,Vivo,V0121168,5500.0,1686.08,69.3,2026-03-07,115,Tier 1 (3M) — 10-15%,4813,65.0,1.0,4813
MERU/Stock,Kenya,V0121168WHIM,Vivo Basic Cap Sleeve Tent Knee Length Dress,Knee Length Dresses,Vivo,V0121168,5500.0,1686.08,69.3,2026-03-07,115,Tier 1 (3M) — 10-15%,4813,65.0,1.0,4813
VMKT/Stock,Kenya,V0126037LILM,Vivo Basic Knee Length Dress In Chiffon,Knee Length Dresses,Vivo,V0126037,5500.0,1224.1600000000005,77.7,2026-03-21,101,Tier 1 (3M) — 10-15%,4813,74.6,1.0,4813
GCITY/Stock,Kenya,V0126037LILM,Vivo Basic Knee Length Dress In Chiffon,Knee Length Dresses,Vivo,V0126037,5500.0,1224.1600000000005,77.7,2026-03-21,101,Tier 1 (3M) — 10-15%,4813,74.6,1.0,4813
MOIAV/Stock,Kenya,V1024065RPI1X,Vivo Dalia Cap Sleeve Gathered Tent Dress,Knee Length Dresses,Vivo,V1024065,5500.0,2005.07,63.5,2026-01-20,161,Tier 1 (3M) — 10-15%,4813,58.3,1.0,4813
WHFIN/Stock,Kenya,V1024065RPIM,Vivo Dalia Cap Sleeve Gathered Tent Dress,Knee Length Dresses,Vivo,V1024065,5500.0,2005.07,63.5,2026-02-23,127,Tier 1 (3M) — 10-15%,4813,58.3,1.0,4813
GALLE/Stock,Kenya,V1022057NABS,Vivo Basic Maternity Leggings,Full Length Pants,Vivo,V1022057,2750.0,873.5099999999999,68.2,2026-02-14,136,Tier 1 (3M) — 10-15%,2406,63.7,2.0,4813
GCITY/Stock,Kenya,V0322110PR232X,Vivo Dalia Sleeveless Gathered Tent Dress,Knee Length Dresses,Vivo,V0322110,5500.0,1645.2000000000005,70.1,2026-03-06,116,Tier 1 (3M) — 10-15%,4813,65.8,1.0,4813
WHFIN/Stock,Kenya,V1024065PR5L,Vivo Dalia Cap Sleeve Gathered Tent Dress,Knee Length Dresses,Vivo,V1024065,5500.0,1635.25,70.3,2026-01-26,155,Tier 1 (3M) — 10-15%,4813,66.0,1.0,4813
WHFIN/Stock,Kenya,V1223034PR11S,Vivo Asha Sleeveless Knee Length Dress,Knee Length Dresses,Vivo,V1223034,5500.0,1434.48,73.9,2026-03-14,108,Tier 1 (3M) — 10-15%,4813,70.2,1.0,4813
WHFIN/Stock,Kenya,V1119093NAB1X,Vivo Basic Kena Tent Maxi Dress,Maxi Dresses,Vivo,V1119093,5250.0,2030.4399999999998,61.3,2026-03-20,102,Tier 1 (3M) — 10-15%,4594,55.8,1.0,4594
JUNCT/Stock,Kenya,V0723043FUSM,Vivo Basic Val Long Sleeve Top,Midriff & Crop Tops,Vivo,V0723043,2550.0,688.79,73.0,2026-03-19,103,Tier 1 (3M) — 10-15%,2231,69.1,2.0,4463
WHFIN/Stock,Kenya,V0723043LIMS,Vivo Basic Val Long Sleeve Top,Midriff & Crop Tops,Vivo,V0723043,2550.0,688.79,73.0,2026-02-26,124,Tier 1 (3M) — 10-15%,2231,69.1,2.0,4463
WHFIN/Stock,Kenya,V0925030WHIS,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.65,77.1,2026-02-25,125,Tier 1 (3M) — 10-15%,2188,73.8,2.0,4375
MOIAV/Stock,Kenya,V1121090NAB1X,Vivo Basic Capri Leggings,Leggings,Vivo,V1121090,2500.0,683.31,72.7,2026-01-25,156,Tier 1 (3M) — 10-15%,2188,68.8,2.0,4375
WHFIN/Stock,Kenya,V0821064DOLL,Vivo Basic Cap Sleeve Top In Crepe,Fitted Tops,Vivo,V0821064,2500.0,879.46,64.8,2026-03-23,99,Tier 1 (3M) — 10-15%,2188,59.8,2.0,4375
MERU/Stock,Kenya,V0925030ORAS,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.6499999999999,77.1,2026-03-21,101,Tier 1 (3M) — 10-15%,2188,73.8,2.0,4375
WHFIN/Stock,Kenya,V0925030WHI1X,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.65,77.1,2026-02-02,148,Tier 1 (3M) — 10-15%,2188,73.8,2.0,4375
ELDOR/Stock,Kenya,V0620079DAT1X,Vivo Basic Trench Coat,Jackets & Coats,Vivo,V0620079,4950.0,2724.5700000000006,45.0,2026-03-21,101,Tier 1 (3M) — 10-15%,4331,37.1,1.0,4331
TRM/Stock,Kenya,V0620079DAT1X,Vivo Basic Trench Coat,Jackets & Coats,Vivo,V0620079,4950.0,2724.5700000000006,45.0,2026-03-21,101,Tier 1 (3M) — 10-15%,4331,37.1,1.0,4331
ACHO/Stock,Kenya,V0620079BUR2X,Vivo Basic Trench Coat,Jackets & Coats,Vivo,V0620079,4950.0,2724.57,45.0,2026-03-29,93,Tier 1 (3M) — 10-15%,4331,37.1,1.0,4331
ACHO/Stock,Kenya,V0822022RUS1X,Vivo Basic Sleeveless Tent Dress,Knee Length Dresses,Vivo,V0822022,4900.0,1476.52,69.9,2026-02-09,141,Tier 1 (3M) — 10-15%,4288,65.6,1.0,4288
TWORV/Stock,Kenya,V0223139DTEAM,Vivo Basic Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,2450.0,994.14,59.4,2026-01-10,171,Tier 1 (3M) — 10-15%,2144,53.6,2.0,4288
ACHO/Stock,Kenya,V0725022DMUL,Vivo Essi Wide Leg Pants,Full Length Pants,Vivo,V0725022,4900.0,1277.64,73.9,2026-03-02,120,Tier 1 (3M) — 10-15%,4288,70.2,1.0,4288
WHFIN/Stock,Kenya,V0725022DOLS,Vivo Essi Wide Leg Pants,Full Length Pants,Vivo,V0725022,4900.0,1277.64,73.9,2026-02-20,130,Tier 1 (3M) — 10-15%,4288,70.2,1.0,4288
TWORV/Stock,Kenya,V0125045PR6M/L,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.3200000000002,72.0,2026-03-28,94,Tier 1 (3M) — 10-15%,4288,67.9,1.0,4288
WHFIN/Stock,Kenya,V0824086DRDM,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.6199999999997,65.8,2026-03-25,97,Tier 1 (3M) — 10-15%,4288,60.9,1.0,4288
WHFIN/Stock,Kenya,V0822022PR281X,Vivo Basic Sleeveless Tent Dress,Knee Length Dresses,Vivo,V0822022,4900.0,1476.52,69.9,2026-01-22,159,Tier 1 (3M) — 10-15%,4288,65.6,1.0,4288
TRM/Stock,Kenya,V0625041NAVM,Vivo Iyana Wide Leg Pants,Full Length Pants,Vivo,V0625041,4900.0,1249.35,74.5,2026-03-28,94,Tier 1 (3M) — 10-15%,4288,70.9,1.0,4288
TMALL/Stock,Kenya,V0819098RED1X,Vivo Basic Kena Tent Knee Length Dress,Knee Length Dresses,Vivo,V0819098,4900.0,1424.81,70.9,2026-03-03,119,Tier 1 (3M) — 10-15%,4288,66.8,1.0,4288
MERU/Stock,Kenya,V0525049MAR1X,Vivo Diella Pleated Dress,Knee Length Dresses,Vivo,V0525049,4900.0,1525.6500000000003,68.9,2026-03-05,117,Tier 1 (3M) — 10-15%,4288,64.4,1.0,4288
WHFIN/Stock,Kenya,V0725022DMUS,Vivo Essi Wide Leg Pants,Full Length Pants,Vivo,V0725022,4900.0,1277.64,73.9,2026-02-27,123,Tier 1 (3M) — 10-15%,4288,70.2,1.0,4288
MNS/Stock,Kenya,V0525075TEAS,Vivo Basic Round Neck Maxi Dress,Maxi Dresses,Vivo,V0525075,4850.0,2332.9,51.9,2026-03-28,94,Tier 1 (3M) — 10-15%,4244,45.0,1.0,4244
MERU/Stock,Kenya,V1223032PR171X,Vivo Asha Sleeveless Maxi Dress,Maxi Dresses,Vivo,V1223032,4850.0,2004.13,58.7,2026-01-11,170,Tier 1 (3M) — 10-15%,4244,52.8,1.0,4244
GCITY/Stock,Kenya,V0725003PR3S,Vivo Hadiya Maxi Dress,Maxi Dresses,Vivo,V0725003,4850.0,5200.69,-7.2,2026-02-06,144,Tier 1 (3M) — 10-15%,4244,-22.5,1.0,4244
MSACB/Stock,Kenya,V0225005PR21X,Vivo Ayah Shirred Neck Tent Maxi Dress,Maxi Dresses,Vivo,V0225005,4850.0,2107.63,56.5,2026-02-06,144,Tier 1 (3M) — 10-15%,4244,50.3,1.0,4244
NAKUR/Stock,Kenya,V0923047PR12S,Vivo Ava Tent Flounce Maxi Dress,Maxi Dresses,Vivo,V0923047,4850.0,2303.78,52.5,2026-02-13,137,Tier 1 (3M) — 10-15%,4244,45.7,1.0,4244
WHFIN/Stock,Kenya,V0324069OWH3X,Vivo Basic Sleeveless Bodysuit,Bodysuits,Vivo,V0324069,950.0,815.56,14.2,2026-04-01,90,Tier 1 (3M) — 10-15%,831,1.9,5.0,4156
WHFIN/Stock,Kenya,V0921140PR10XS/S,Vivo Alek 3/4 Sleeve A-Line Kimono,Waterfalls & Kimonos,Vivo,V0921140,4550.0,1443.48,68.3,2026-01-28,153,Tier 1 (3M) — 10-15%,3981,63.7,1.0,3981
WHFIN/Stock,Kenya,V0824085BLAF,Vivo Chidii Tunic Dress With Frills,Short & Mini Dresses,Vivo,V0824085,4550.0,2947.5399999999995,35.2,2026-03-01,121,Tier 1 (3M) — 10-15%,3981,26.0,1.0,3981
MERU/Stock,Kenya,V1025012ORA1X/2X,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.0899999999997,70.0,2026-02-18,132,Tier 1 (3M) — 10-15%,3938,65.7,1.0,3938
MOIAV/Stock,Kenya,V0121119PR70S,Vivo Basic Satin Bishop Sleeved Top,Fitted Tops,Vivo,V0121119,2250.0,1221.78,45.7,2026-01-26,155,Tier 1 (3M) — 10-15%,1969,37.9,2.0,3938
WHFIN/Stock,Kenya,V0924052DAPS,Vivo Hari Wide Leg Pants,Full Length Pants,Vivo,V0924052,4500.0,1316.79,70.7,2026-03-03,119,Tier 1 (3M) — 10-15%,3938,66.6,1.0,3938
WHFIN/Stock,Kenya,V0822019PR35M,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2026-01-25,156,Tier 1 (3M) — 10-15%,3938,75.6,1.0,3938
IMAAR/Stock,Kenya,V0822019PR37L,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,2250.0,960.25,57.3,2026-01-14,167,Tier 1 (3M) — 10-15%,1969,51.2,2.0,3938
KILEL/Stock,Kenya,V0321017NABL,Vivo Basic Sleeveless Sienna Waterfall,Waterfalls & Kimonos,Vivo,V0321017,2250.0,557.9700000000001,75.2,2026-03-23,99,Tier 1 (3M) — 10-15%,1969,71.7,2.0,3938
ACHO/Stock,Kenya,V0126019PR22X,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-03-11,111,Tier 1 (3M) — 10-15%,3938,73.3,1.0,3938
WHFIN/Stock,Kenya,V0822019BLAM,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,694.54,84.6,2026-03-03,119,Tier 1 (3M) — 10-15%,3938,82.4,1.0,3938
TWORV/Stock,Kenya,V0126019PR32X,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-03-25,97,Tier 1 (3M) — 10-15%,3938,73.3,1.0,3938
WHFIN/Stock,Kenya,V0126019PR42X,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-03-09,113,Tier 1 (3M) — 10-15%,3938,73.3,1.0,3938
SARIT/Stock,Kenya,V0725042OLI2X,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.3399999999999,83.1,2026-02-20,130,Tier 1 (3M) — 10-15%,3938,80.7,1.0,3938
SARIT/Stock,Kenya,V0819003BURXS,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1230.28,72.7,2026-01-20,161,Tier 1 (3M) — 10-15%,3938,68.8,1.0,3938
KISM/Stock,Kenya,V0819003DAT2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2026-01-13,168,Tier 1 (3M) — 10-15%,3938,65.0,1.0,3938
TRM/Stock,Kenya,V0725042HUNS,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.3399999999998,83.1,2026-02-05,145,Tier 1 (3M) — 10-15%,3938,80.7,1.0,3938
SIGNA/Stock,Kenya,V0819003DAT2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2026-01-13,168,Tier 1 (3M) — 10-15%,3938,65.0,1.0,3938
TRM/Stock,Kenya,V1124074MULM,Vivo Ayla Crepe Pants,Full Length Pants,Vivo,V1124074,4500.0,1351.55,70.0,2026-01-19,162,Tier 1 (3M) — 10-15%,3938,65.7,1.0,3938
SARIT/Stock,Kenya,V0725042OLI1X,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.34,83.1,2026-02-23,127,Tier 1 (3M) — 10-15%,3938,80.7,1.0,3938
WHFIN/Stock,Kenya,V0822019RORA1X,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2026-02-14,136,Tier 1 (3M) — 10-15%,3938,75.6,1.0,3938
TWORV/Stock,Kenya,V0225002PR4L,Vivo Ayah Bishop Sleeve Mock Neck Top,Fitted Tops,Vivo,V0225002,4500.0,1155.12,74.3,2026-03-28,94,Tier 1 (3M) — 10-15%,3938,70.7,1.0,3938
TRM/Stock,Kenya,V0525064NAVXS,Vivo Denim Straight Pants,Full Length Pants,Vivo,V0525064,4500.0,1341.79,70.2,2026-02-03,147,Tier 1 (3M) — 10-15%,3938,65.9,1.0,3938
CITYM/Stock,Kenya,V0525064NAVXS,Vivo Denim Straight Pants,Full Length Pants,Vivo,V0525064,4500.0,1341.79,70.2,2026-02-03,147,Tier 1 (3M) — 10-15%,3938,65.9,1.0,3938
SIGNA/Stock,Kenya,V0525064NAVXS,Vivo Denim Straight Pants,Full Length Pants,Vivo,V0525064,4500.0,1341.79,70.2,2026-02-03,147,Tier 1 (3M) — 10-15%,3938,65.9,1.0,3938
WHFIN/Stock,Kenya,V0425056BLAS,Vivo Diella 3/4 Sleeve A-Line Dress,Knee Length Dresses,Vivo,V0425056,4500.0,1005.4100000000001,77.7,2026-03-14,108,Tier 1 (3M) — 10-15%,3938,74.5,1.0,3938
