POS Location,Product Name,Style Name,Style Number,Barcode,SKU,SOH
The Oasis Mall,Vivo  Iyana Bubble Midi Skirt - Yellow / Lilac Iya Print - PRINT / V0625043 / M,Vivo Iyana Bubble Midi Skirt,V0625043,,V0625043PR2M,1
The Oasis Mall,Vivo Iyana Bubble Midi Skirt - Yellow / Lilac Iya Print,Vivo Iyana Bubble Midi Skirt,V0625043,60057614,V0625043PR2L,1
The Oasis Mall,Vivo Iyana Tank Top - Dark Purple,Vivo Iyana Tank Top,V0625044,60057506,V0625044DAPL,1
The Oasis Mall,Vivo Iyana Tank Top - Dark Purple,Vivo Iyana Tank Top,V0625044,60057505,V0625044DAPM,1
The Oasis Mall,Vivo Iyana Tank Top - Dark Purple,Vivo Iyana Tank Top,V0625044,60057504,V0625044DAPS,1
The Oasis Mall,Vivo Iyana Tank Top - Green,Vivo Iyana Tank Top,V0625044,60057517,V0625044GRNM,1
The Oasis Mall,Vivo Iyana Tank Top - Lime Yellow,Vivo Iyana Tank Top,V0625044,60057514,V0625044LMYL,1
The Oasis Mall,Vivo Iyana Tank Top - Lime Yellow,Vivo Iyana Tank Top,V0625044,60057515,V0625044LMY1X,1
The Oasis Mall,Vivo Iyana Tank Top - Lime Yellow,Vivo Iyana Tank Top,V0625044,60057513,V0625044LMYM,1
The Oasis Mall,Vivo J.O V-Neck Sheath Dress - Wine Red - WINE RED / 0621001 / S,Vivo J.O V-Neck Sheath Dress,V0621001,,0621001WIRS,1
The Oasis Mall,Vivo Jersey Drop Shoulder Tank Top - Black,Vivo Jersey Drop Shoulder Top,V1125001,60061403,V1125001BLAS,1
The Oasis Mall,Vivo Jersey Drop Shoulder Top - Olive,Vivo Jersey Drop Shoulder Top,V1125001,60061463,V1125001OLIS,2
The Oasis Mall,Vivo Liora Shorts - Cream / Coral Ziza Print,Vivo Liora Shorts,V0925026,60062115,V0925026PR2S,2
The Oasis Mall,Vivo Liora Shorts - Cream / Coral Ziza Print,Vivo Liora Shorts,V0925026,60062116,V0925026PR2M,3
The Oasis Mall,Vivo Lulu Cotton Barrel Pants - Black,Vivo Lulu Cotton Barrel Pants,V1125006,60061741,V1125006BLAS,1
The Oasis Mall,Vivo Lulu Cotton Barrel Pants - Maroon,Vivo Lulu Cotton Barrel Pants,V1125006,60061737,V1125006MARM,3
The Oasis Mall,Vivo Lulu Cotton Barrel Pants - Maroon,Vivo Lulu Cotton Barrel Pants,V1125006,60061736,V1125006MARS,2
The Oasis Mall,Vivo Niari straight leg Pants - Green,Vivo Niari straight leg Pants,V0225011,60053017,V0225011GRES,1
The Oasis Mall,Vivo Nora 3/4 Sleeve Peplum Top - Taupe,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,60058544,V0825009TAUS,1
The Oasis Mall,Vivo Nora Front Pleat Knee Length Dress - Chocolate,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058887,V0825014CHOS,1
The Oasis Mall,Vivo Nora Front Pleat Knee Length Dress - Dark Red,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058876,V0825014DREM,2
The Oasis Mall,Vivo Nora Front Pleat Knee Length Dress - Dark Red,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058875,V0825014DRES,2
The Oasis Mall,Vivo Nora Front Pleat Knee Length Dress - Orange,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058880,V0825014ORAM,2
The Oasis Mall,Vivo Nora Front Pleat Knee Length Dress - Taupe,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058872,V0825014TAUM,1
The Oasis Mall,Vivo Nora Front Slit Knee Length Skirt - Navy,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058532,V0825012NAVS,2
The Oasis Mall,Vivo Nora Front Slit Knee Length Skirt - Purple,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058537,V0825012PURM,1
The Oasis Mall,Vivo Nora Front Slit Knee Length Skirt - Taupe,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058525,V0825012TAUM,2
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Chocolate,Vivo Rayon Jersey Slip Dress,V1025038,60062036,V1025038CHOS,2
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Chocolate,Vivo Rayon Jersey Slip Dress,V1025038,60062039,V1025038CHO1X,3
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Chocolate,Vivo Rayon Jersey Slip Dress,V1025038,60062038,V1025038CHOL,2
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Chocolate,Vivo Rayon Jersey Slip Dress,V1025038,60062037,V1025038CHOM,3
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Navy,Vivo Rayon Jersey Slip Dress,V1025038,60062032,V1025038NAVM,3
The Oasis Mall,Vivo Rayon Jersey Slip Dress - Navy,Vivo Rayon Jersey Slip Dress,V1025038,60062031,V1025038NAVS,2
The Oasis Mall,Vivo Ria Mock Neck Top - Fuschia,Vivo Ria Mock Neck Top,V0725045,60058724,V0725045FUSS,2
The Oasis Mall,Vivo Safa Skirt - Black,Vivo Safa Skirt,V0325007,60058508,V0325007BLAS,1
The Oasis Mall,Vivo Safa Skirt - Black,Vivo Safa Skirt,V0325007,60058509,V0325007BLAM,3
The Oasis Mall,Vivo Safa Skirt - Fuschia,Vivo Safa Skirt,V0325007,60053312,V0325007FUSS,1
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Black,Vivo Studio 2-piece in Mixed Media,V0925053,60062432,V0925053BLAM,3
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Black,Vivo Studio 2-piece in Mixed Media,V0925053,60062434,V0925053BLA1X,1
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Black,Vivo Studio 2-piece in Mixed Media,V0925053,60062433,V0925053BLAL,2
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Burgundy,Vivo Studio 2-piece in Mixed Media,V0925053,60062426,V0925053BURS,1
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Burgundy,Vivo Studio 2-piece in Mixed Media,V0925053,60062427,V0925053BURM,3
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Orange,Vivo Studio 2-piece in Mixed Media,V0925053,60062436,V0925053ORAS,2
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Orange,Vivo Studio 2-piece in Mixed Media,V0925053,60062438,V0925053ORAL,2
The Oasis Mall,Vivo Studio 2-piece in Mixed Media - Orange,Vivo Studio 2-piece in Mixed Media,V0925053,60062439,V0925053ORA1X,1
The Oasis Mall,Vivo Studio 2-piece in Mixed Media- Hunters Green,Vivo Studio 2-piece in Mixed Media,V0925053,60062441,V0925053HGRNS,1
The Oasis Mall,Vivo Studio 2-piece in Mixed Media- Hunters Green,Vivo Studio 2-piece in Mixed Media,V0925053,60062442,V0925053HGRNM,2
The Oasis Mall,Vivo Studio Longline Shorts in Crepe - Lilac Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065109,V1225011PR2XS,1
The Oasis Mall,Vivo Studio Longline Shorts in Crepe - Lilac Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065113,V1225011PR21X,1
The Oasis Mall,Vivo Studio Longline Shorts in Crepe - Lilac Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065112,V1225011PR2L,2
The Oasis Mall,Vivo Studio Longline Shorts in Crepe - Lilac Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065111,V1225011PR2M,3
The Oasis Mall,Vivo Studio Longline Shorts in Crepe - Lilac Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065110,V1225011PR2S,2
The Oasis Mall,Vivo Tahisa Straight Leg Pants - Blue,Vivo Tahisa Straight Leg Pants,V1124102,60055046,V1124102BLUM,1
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit - Black,Vivo Tana Puff Sleeve Bodysuit,V0822077,60007761,V0822077BLAS,1
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010067,V0822077DGNS,2
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010070,V0822077DGNXL,1
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010069,V0822077DGNL,3
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010068,V0822077DGNM,2
The Oasis Mall,Vivo Tana Puff Sleeve Bodysuit In Jersey - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60064351,V0822077DGN2X,1
The Oasis Mall,Vivo Waridi Sleeveless Overcoat - Dark Teal,Vivo Waridi Sleeveless Overcoat,V1020056,60033879,V1020056DTEAM,1
The Oasis Mall,Vivo Waridi Sleeveless Overcoat - Dark Teal,Vivo Waridi Sleeveless Overcoat,V1020056,60033878,V1020056DTEAS,1
The Oasis Mall,Vivo Waridi Sleeveless Overcoat - Navy Blue,Vivo Waridi Sleeveless Overcoat,V1020056,40017071,V1020056NABS,1
Vivo Acacia,Safari Tafari Shorts - Light Blue Asili Print,Safari Tafari Shorts,S0925046,60060942,S0925046PR1M,3
Vivo Acacia,Safari Tafari Shorts - Shan Print,Safari Tafari Shorts,S0925046,60060978,S0925046PR10M,2
Vivo Acacia,Safari by Vivo Naledi Bubble Midi Dress - Beta Print,Safari by Vivo Naledi Bubble Midi Dress,S0925040,60061239,S0925040PR6M,2
Vivo Acacia,Shiv & Shikie X Safari Barrel Pants - Black,Shiv & Shikie X Safari Barrel Pants,S0425039,60055427,S0425039BLAM,3
Vivo Acacia,Vivo Aleri Trench Coat Dress - Maroon,Vivo Aleri Trench Coat Dress,V0625059,60057792,V0625059MARS,1
Vivo Acacia,Vivo Aleri Trench Coat Dress - Maroon,Vivo Aleri Trench Coat Dress,V0625059,60057795,V0625059MAR1X,3
Vivo Acacia,Vivo Aleri Trench Coat Dress - Maroon,Vivo Aleri Trench Coat Dress,V0625059,60057793,V0625059MARM,2
Vivo Acacia,Vivo Aleri Trench Coat Dress - Maroon,Vivo Aleri Trench Coat Dress,V0625059,60057794,V0625059MARL,2
Vivo Acacia,Vivo Alma Short Sleeve Mini Bodycon - Lime,Vivo Alma Short Sleeve Mini Bodycon,V0825060,60060315,V0825060LIM1X,1
Vivo Acacia,Vivo Alma Short Sleeve Mini Bodycon - Lime,Vivo Alma Short Sleeve Mini Bodycon,V0825060,60060314,V0825060LIML,2
Vivo Acacia,Vivo Alma Short Sleeve Mini Bodycon - Lime,Vivo Alma Short Sleeve Mini Bodycon,V0825060,60060313,V0825060LIMM,1
Vivo Acacia,Vivo Alma Short Sleeve Mini Bodycon - Lime,Vivo Alma Short Sleeve Mini Bodycon,V0825060,60060312,V0825060LIMS,2
Vivo Acacia,Vivo Ari Sleeveless Straight Maxi Slit Dress - Sea Green,Vivo Ari Sleeveless Straight Maxi Slit Dress,V0725029,60057243,V0725029SEGL,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Navy,Vivo Boat Neck Dress in Ponte,V0126025,60065649,V0126025NAVL,1
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Navy,Vivo Boat Neck Dress in Ponte,V0126025,60065650,V0126025NAV1X,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Navy,Vivo Boat Neck Dress in Ponte,V0126025,60065651,V0126025NAV2X,1
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Navy,Vivo Boat Neck Dress in Ponte,V0126025,60065648,V0126025NAVM,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Orange,Vivo Boat Neck Dress in Ponte,V0126025,60065666,V0126025ORA2X,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Orange,Vivo Boat Neck Dress in Ponte,V0126025,60065662,V0126025ORAS,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Orange,Vivo Boat Neck Dress in Ponte,V0126025,60065663,V0126025ORAM,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Orange,Vivo Boat Neck Dress in Ponte,V0126025,60065664,V0126025ORAL,2
Vivo Acacia,Vivo Boat Neck Dress in Ponte - Orange,Vivo Boat Neck Dress in Ponte,V0126025,60065665,V0126025ORA1X,2
Vivo Acacia,Vivo Boat Neck Top in Scuba - Burgundy,Vivo Boat Neck Top in Scuba,V0126024,60065747,V0126024BUR2X,1
Vivo Acacia,Vivo Boat Neck Top in Scuba - Burgundy,Vivo Boat Neck Top in Scuba,V0126024,60065744,V0126024BURM,3
Vivo Acacia,Vivo Boat Neck Top in Scuba - Burgundy,Vivo Boat Neck Top in Scuba,V0126024,60065743,V0126024BURS,2
Vivo Acacia,Vivo Boat Neck Top in Scuba - Burgundy,Vivo Boat Neck Top in Scuba,V0126024,60065746,V0126024BUR1X,2
Vivo Acacia,Vivo Boat Neck Top in Scuba - Burgundy,Vivo Boat Neck Top in Scuba,V0126024,60065745,V0126024BURL,3
Vivo Acacia,Vivo Drop Shoulder Shirt in Organza - Brown,Vivo Drop Shoulder Shirt in Organza,REO2260,60065794,REO226001BRWM,3
Vivo Acacia,Vivo Drop Shoulder Shirt in Organza - Off White,Vivo Drop Shoulder Shirt in Organza,RE02260,60065785,RE0226001OWHIL,1
Vivo Acacia,Vivo Drop Shoulder Shirt in Organza - Off White,Vivo Drop Shoulder Shirt in Organza,RE02260,60065787,RE0226001OWHI2X,1
Vivo Acacia,Vivo Drop Shoulder Shirt in Organza - Orange,Vivo Drop Shoulder Shirt in Organza,REO2260,60065799,REO226001ORAM,3
Vivo Acacia,Vivo Drop Shoulder Shirt in Organza - Orange,Vivo Drop Shoulder Shirt in Organza,REO2260,60065800,REO226001ORAL,3
Vivo Acacia,Vivo Imara Cap Sleeve Sheath Dress - Red,Vivo Imara Cap Sleeve Sheath Dress,V0123007,60057736,V0123007REDM,2
Vivo Acacia,Vivo Iyana Tank Top - Green,Vivo Iyana Tank Top,V0625044,60057516,V0625044GRNS,1
Vivo Acacia,Vivo Iyana Tank Top - Green,Vivo Iyana Tank Top,V0625044,60057519,V0625044GRN1X,2
Vivo Acacia,Vivo Jersey Drop Shoulder Top - Olive,Vivo Jersey Drop Shoulder Top,V1125001,60061466,V1125001OLI1X,1
Vivo Acacia,Vivo Liora Shorts - Black,Vivo Liora Shorts,V0925026,60061668,V0925026BLAL,3
Vivo Acacia,Vivo Liora Shorts - Black,Vivo Liora Shorts,V0925026,60061669,V0925026BLA1X,2
Vivo Acacia,Vivo Liora Shorts - Black,Vivo Liora Shorts,V0925026,60061666,V0925026BLAS,3
Vivo Acacia,Vivo Liora Shorts - Black,Vivo Liora Shorts,V0925026,60061667,V0925026BLAM,3
Vivo Acacia,Vivo Liora Shorts - Red / Black Ziza Print,Vivo Liora Shorts,V0925026,60062112,V0925026PR1L,1
Vivo Acacia,Vivo Lulu Cotton Barrel Pants - Black,Vivo Lulu Cotton Barrel Pants,V1125006,60061742,V1125006BLAM,3
Vivo Acacia,Vivo Lulu Cotton Barrel Pants - Black,Vivo Lulu Cotton Barrel Pants,V1125006,60061745,V1125006BLA2X,1
Vivo Acacia,Vivo Lulu Cotton Barrel Pants - Black,Vivo Lulu Cotton Barrel Pants,V1125006,60061743,V1125006BLAL,1
Vivo Acacia,Vivo Lulu Cotton Barrel Pants - Maroon,Vivo Lulu Cotton Barrel Pants,V1125006,60061738,V1125006MARL,3
Vivo Acacia,Vivo Lulu Cotton Barrel Pants - Maroon,Vivo Lulu Cotton Barrel Pants,V1125006,60061739,V1125006MAR1X,2
Vivo Acacia,Vivo Nora 3/4 Sleeve Peplum Top - Navy,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,60058553,V0825009NAVM,3
Vivo Acacia,Vivo Nora 3/4 Sleeve Peplum Top - Purple,Vivo Nora 3/4 Sleeve Peplum Top,V0825009,60058556,V0825009PURS,2
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Dark Red,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058877,V0825014DREL,2
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Dark Red,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058878,V0825014DRE1X,2
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Orange,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058879,V0825014ORAS,2
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Orange,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058881,V0825014ORAL,2
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Orange,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058882,V0825014ORA1X,1
Vivo Acacia,Vivo Nora Front Pleat Knee Length Dress - Taupe,Vivo Nora Front Pleat Knee Length Dress,V0825014,60058874,V0825014TAU1X,1
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Navy,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058535,V0825012NAV1X,2
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Navy,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058534,V0825012NAVL,1
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Navy,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058533,V0825012NAVM,1
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Purple,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058536,V0825012PURS,2
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Purple,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058539,V0825012PUR1X,1
Vivo Acacia,Vivo Nora Front Slit Knee Length Skirt - Purple,Vivo Nora Front Slit Knee Length Skirt,V0825012,60058538,V0825012PURL,1
Vivo Acacia,Vivo Rayon Jersey Slip Dress - Navy,Vivo Rayon Jersey Slip Dress,V1025038,60062034,V1025038NAV1X,1
Vivo Acacia,Vivo Rayon Jersey Slip Dress - Navy,Vivo Rayon Jersey Slip Dress,V1025038,60062035,V1025038NAV2X,1
Vivo Acacia,Vivo Samira Maxi Kimono - Teal / Red Print,Vivo Samira Maxi Kimono,V0525043,60056023,V0525043PR12S/M,1
Vivo Acacia,Vivo Studio 2-piece in Mixed Media - Black,Vivo Studio 2-piece in Mixed Media,V0925053,60062433,V0925053BLAL,1
Vivo Acacia,Vivo Studio 2-piece in Mixed Media - Burgundy,Vivo Studio 2-piece in Mixed Media,V0925053,60062428,V0925053BURL,2
Vivo Acacia,Vivo Studio 2-piece in Mixed Media - Burgundy,Vivo Studio 2-piece in Mixed Media,V0925053,60062429,V0925053BUR1X,1
Vivo Acacia,Vivo Studio 2-piece in Mixed Media- Hunters Green,Vivo Studio 2-piece in Mixed Media,V0925053,60062443,V0925053HGRNL,2
Vivo Acacia,Vivo Studio Longline Shorts in Crepe - Maroon Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065106,V1225011PR1M,3
Vivo Acacia,Vivo Studio Longline Shorts in Crepe - Maroon Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065104,V1225011PR1XS,1
Vivo Acacia,Vivo Studio Longline Shorts in Crepe - Maroon Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065105,V1225011PR1S,2
Vivo Acacia,Vivo Studio Longline Shorts in Crepe - Maroon Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065108,V1225011PR11X,1
Vivo Acacia,Vivo Studio Longline Shorts in Crepe - Maroon Stripes,Vivo Studio Longline Shorts in Crepe,V1225011,60065107,V1225011PR1L,2
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056902,V0822077CHBM,3
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056903,V0822077CHBL,3
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056905,V0822077CHB2X,1
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056904,V0822077CHB1X,2
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056901,V0822077CHBS,1
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010067,V0822077DGNS,3
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010068,V0822077DGNM,1
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010069,V0822077DGNL,3
Vivo Acacia,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010070,V0822077DGNXL,2
Vivo Capital Centre,Vivo Jersey Drop Shoulder Top - Olive,Vivo Jersey Drop Shoulder Top,V1125001,60061463,V1125001OLIS,2
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056904,V0822077CHB1X,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056901,V0822077CHBS,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056902,V0822077CHBM,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010069,V0822077DGNL,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010067,V0822077DGNS,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010068,V0822077DGNM,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010070,V0822077DGNXL,1
Vivo Capital Centre,Vivo Tana Puff Sleeve Bodysuit In Jersey - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60064351,V0822077DGN2X,1
Vivo City Mall,Safari Kamari Ribbed Top - Beige,Safari Kamari Ribbed Top,S0424073,60037658,S0424073BEI4X,1
Vivo City Mall,Vivo Alani High Low Dress - Black Stripes Print,Vivo Alani High Low Dress,V0625018,60056581,V0625018PR5L,1
Vivo City Mall,Vivo Ayah Satin Pants - Lilac / Navy Tullu Print,Vivo Ayah Satin Pants,V0225031,60052427,V0225031PR11X,1
Vivo City Mall,Vivo Basic Drop Shoulder Top - Pink,Vivo Basic Drop Shoulder Top,V0622002,60054366,V0622002PINM,1
Vivo City Mall,Vivo Basic Drop Shoulder Top - Pink,Vivo Basic Drop Shoulder Top,V0622002,60054368,V0622002PIN1X,1
Vivo City Mall,Vivo Drop Shoulder Shirt in Organza - Brown,Vivo Drop Shoulder Shirt in Organza,REO2260,60065794,REO226001BRWM,2
Vivo City Mall,Vivo Drop Shoulder Shirt in Organza - Brown,Vivo Drop Shoulder Shirt in Organza,REO2260,60065795,REO226001BRWL,1
Vivo City Mall,Vivo Drop Shoulder Shirt in Organza - Brown,Vivo Drop Shoulder Shirt in Organza,REO2260,60065796,REO226001BRW1X,1
Vivo City Mall,Vivo Drop Shoulder Shirt in Organza - Brown,Vivo Drop Shoulder Shirt in Organza,REO2260,60065797,REO226001BRW2X,1
Vivo City Mall,Vivo Imara Cap Sleeve Sheath Dress - Red,Vivo Imara Cap Sleeve Sheath Dress,V0123007,60057736,V0123007REDM,1
Vivo City Mall,Vivo Imara Cap Sleeve Sheath Dress - Red,Vivo Imara Cap Sleeve Sheath Dress,V0123007,60057737,V0123007REDL,2
Vivo City Mall,Vivo Jersey Drop Shoulder Top - Dark Green,Vivo Jersey Drop Shoulder Top,V1125001,60061469,V1125001DGRNL,1
Vivo City Mall,Vivo Tana Puff Sleeve Bodysuit - Red,Vivo Tana Puff Sleeve Bodysuit,V0822077,60020984,V0822077REDS,2
Vivo City Mall,Vivo Tana Puff Sleeve Bodysuit - Red,Vivo Tana Puff Sleeve Bodysuit,V0822077,60020985,V0822077REDM,1
Vivo City Mall,Vivo Tana Puff Sleeve Bodysuit - Red,Vivo Tana Puff Sleeve Bodysuit,V0822077,60020987,V0822077REDXL,2
Vivo City Mall,Vivo Tana Puff Sleeve Bodysuit - Red,Vivo Tana Puff Sleeve Bodysuit,V0822077,60020986,V0822077REDL,2
Vivo City Mall,Vivo Tana Puff Sleeve Bodysuit In Jersey - Red,Vivo Tana Puff Sleeve Bodysuit,V0822077,60064349,V0822077RED2X,1
Vivo Galleria,Vivo Basic Maternity Leggings - Black,Vivo Basic Maternity Leggings,V1022057,60009915,V1022057BLAS,1
Vivo Galleria,Vivo Basic Maternity Leggings - Navy Blue,Vivo Basic Maternity Leggings,V1022057,60013552,V1022057NABS,2
Vivo Galleria,Vivo Jersey Drop Shoulder Top - Olive,Vivo Jersey Drop Shoulder Top,V1125001,60061463,V1125001OLIS,1
Vivo Galleria,Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,Vivo Tana Puff Sleeve Bodysuit,V0822077,60056904,V0822077CHB1X,1
Vivo Galleria,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010068,V0822077DGNM,1
Vivo Galleria,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010069,V0822077DGNL,1
Vivo Galleria,Vivo Tana Puff Sleeve Bodysuit - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60010067,V0822077DGNS,1
Vivo Galleria,Vivo Tana Puff Sleeve Bodysuit In Jersey - Dark Green,Vivo Tana Puff Sleeve Bodysuit,V0822077,60064351,V0822077DGN2X,1
Vivo Garden City,Vivo Ava Front Pleat Knee Length Dress In Crepe - White,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063420,V1124142WHIM,3
Vivo Garden City,Vivo Ava Front Pleat Knee Length Dress In Crepe - White,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063419,V1124142WHIS,1
Vivo Garden City,Vivo Drop Shoulder Shirt in Organza - Orange,Vivo Drop Shoulder Shirt in Organza,REO2260,60065799,REO226001ORAM,1
Vivo Garden City,Vivo Drop Shoulder Shirt in Organza - Orange,Vivo Drop Shoulder Shirt in Organza,RE02260,60065798,RE0226001ORAS,1
Vivo Garden City,Vivo Jersey Drop Shoulder Top - Dark Green,Vivo Jersey Drop Shoulder Top,V1125001,60061468,V1125001DGRNM,1
Vivo Greenspan,Shiv & Shikie X Safari Faux Collar Shirt - Lime,Shiv & Shikie X Safari Faux Collar Shirt,S0425045,60055301,S0425045LIMXS/S,1
Vivo Greenspan,Vivo Ava Front Pleat Knee Length Dress In Crepe - Navy,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063432,V1124142NAV1X,1
Vivo Greenspan,Vivo Ava Front Pleat Knee Length Dress In Crepe - Navy,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063429,V1124142NAVS,2
Vivo Greenspan,Vivo Ava Front Pleat Knee Length Dress In Crepe - Navy,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063430,V1124142NAVM,3
Vivo Greenspan,Vivo Ava Front Pleat Knee Length Dress In Crepe - White,Vivo Ava Front Pleat Knee Length Dress,V1124142,60063419,V1124142WHIS,2
